Gmag,G_BPmag,G_RPmag,logAge,MH
14.274,16.871,12.872,10.06070,-0.95000
14.203,16.746,12.810,10.06070,-0.95000
13.436,15.401,12.141,10.06070,-0.95000
12.486,13.952,11.316,10.06070,-0.95000
11.899,13.170,10.794,10.06070,-0.95000
11.690,12.910,10.604,10.06070,-0.95000
11.476,12.651,10.409,10.06070,-0.95000
10.842,11.911,9.820,10.06070,-0.95000
10.442,11.459,9.444,10.06070,-0.95000
10.269,11.266,9.281,10.06070,-0.95000
9.829,10.778,8.865,10.06070,-0.95000
9.528,10.448,8.580,10.06070,-0.95000
9.466,10.380,8.521,10.06070,-0.95000
9.039,9.902,8.122,10.06070,-0.95000
8.538,9.333,7.660,10.06070,-0.95000
7.955,8.648,7.142,10.06070,-0.95000
7.289,7.856,6.566,10.06070,-0.95000
6.696,7.173,6.047,10.06070,-0.95000
6.477,6.925,5.855,10.06070,-0.95000
6.268,6.688,5.671,10.06070,-0.95000
6.124,6.527,5.543,10.06070,-0.95000
6.077,6.475,5.501,10.06070,-0.95000
5.914,6.295,5.354,10.06070,-0.95000
5.765,6.131,5.221,10.06070,-0.95000
5.627,5.979,5.097,10.06070,-0.95000
5.578,5.924,5.053,10.06070,-0.95000
5.538,5.881,5.017,10.06070,-0.95000
5.432,5.766,4.921,10.06070,-0.95000
5.329,5.654,4.828,10.06070,-0.95000
5.228,5.545,4.735,10.06070,-0.95000
5.128,5.437,4.643,10.06070,-0.95000
4.995,5.295,4.520,10.06070,-0.95000
4.986,5.286,4.512,10.06070,-0.95000
4.875,5.169,4.407,10.06070,-0.95000
4.765,5.053,4.303,10.06070,-0.95000
4.651,4.935,4.195,10.06070,-0.95000
4.493,4.772,4.044,10.06070,-0.95000
4.336,4.610,3.892,10.06070,-0.95000
4.265,4.538,3.823,10.06070,-0.95000
4.158,4.429,3.718,10.06070,-0.95000
4.154,4.425,3.714,10.06070,-0.95000
4.093,4.364,3.653,10.06070,-0.95000
3.960,4.232,3.519,10.06070,-0.95000
3.836,4.112,3.391,10.06070,-0.95000
3.812,4.088,3.365,10.06070,-0.95000
3.719,4.002,3.264,10.06070,-0.95000
3.612,3.907,3.143,10.06070,-0.95000
3.534,3.843,3.049,10.06070,-0.95000
3.477,3.804,2.973,10.06070,-0.95000
3.424,3.770,2.900,10.06070,-0.95000
3.361,3.723,2.819,10.06070,-0.95000
3.281,3.655,2.728,10.06070,-0.95000
3.198,3.581,2.636,10.06070,-0.95000
3.151,3.537,2.585,10.06070,-0.95000
3.132,3.518,2.565,10.06070,-0.95000
3.025,3.417,2.453,10.06070,-0.95000
2.926,3.321,2.351,10.06070,-0.95000
2.807,3.206,2.228,10.06070,-0.95000
2.687,3.090,2.105,10.06070,-0.95000
2.556,2.961,1.971,10.06070,-0.95000
2.428,2.837,1.840,10.06070,-0.95000
2.311,2.722,1.720,10.06070,-0.95000
2.213,2.627,1.620,10.06070,-0.95000
2.095,2.512,1.499,10.06070,-0.95000
1.972,2.392,1.372,10.06070,-0.95000
1.849,2.273,1.246,10.06070,-0.95000
1.732,2.160,1.125,10.06070,-0.95000
1.617,2.049,1.007,10.06070,-0.95000
1.505,1.941,0.891,10.06070,-0.95000
1.391,1.832,0.773,10.06070,-0.95000
1.282,1.726,0.660,10.06070,-0.95000
1.171,1.620,0.545,10.06070,-0.95000
1.064,1.518,0.434,10.06070,-0.95000
0.962,1.421,0.328,10.06070,-0.95000
0.860,1.323,0.222,10.06070,-0.95000
0.762,1.230,0.119,10.06070,-0.95000
0.662,1.136,0.015,10.06070,-0.95000
0.567,1.046,-0.085,10.06070,-0.95000
0.475,0.959,-0.181,10.06070,-0.95000
0.388,0.877,-0.273,10.06070,-0.95000
0.314,0.807,-0.351,10.06070,-0.95000
0.262,0.758,-0.405,10.06070,-0.95000
0.324,0.815,-0.339,10.06070,-0.95000
0.336,0.826,-0.326,10.06070,-0.95000
0.248,0.744,-0.418,10.06070,-0.95000
0.151,0.653,-0.521,10.06070,-0.95000
0.051,0.559,-0.626,10.06070,-0.95000
-0.046,0.469,-0.729,10.06070,-0.95000
-0.146,0.377,-0.835,10.06070,-0.95000
-0.242,0.290,-0.937,10.06070,-0.95000
-0.338,0.203,-1.040,10.06070,-0.95000
-0.432,0.118,-1.141,10.06070,-0.95000
-0.526,0.033,-1.242,10.06070,-0.95000
-0.616,-0.048,-1.339,10.06070,-0.95000
-0.707,-0.129,-1.437,10.06070,-0.95000
-0.795,-0.207,-1.531,10.06070,-0.95000
-0.882,-0.285,-1.626,10.06070,-0.95000
-0.968,-0.361,-1.718,10.06070,-0.95000
-1.071,-0.451,-1.830,10.06070,-0.95000
-1.154,-0.524,-1.921,10.06070,-0.95000
-1.252,-0.608,-2.029,10.06070,-0.95000
-1.351,-0.693,-2.137,10.06070,-0.95000
-1.431,-0.762,-2.225,10.06070,-0.95000
-1.524,-0.841,-2.327,10.06070,-0.95000
-1.618,-0.920,-2.431,10.06070,-0.95000
-1.715,-1.002,-2.538,10.06070,-0.95000
-1.801,-1.073,-2.634,10.06070,-0.95000
-1.889,-1.143,-2.733,10.06070,-0.95000
-1.978,-1.215,-2.833,10.06070,-0.95000
-2.064,-1.282,-2.929,10.06070,-0.95000
-2.147,-1.346,-3.023,10.06070,-0.95000
-2.230,-1.410,-3.117,10.06070,-0.95000
-2.315,-1.477,-3.214,10.06070,-0.95000
-2.391,-1.532,-3.301,10.06070,-0.95000
-2.471,-1.591,-3.392,10.06070,-0.95000
-2.550,-1.648,-3.483,10.06070,-0.95000
-2.624,-1.696,-3.570,10.06070,-0.95000
-2.694,-1.742,-3.653,10.06070,-0.95000
-2.761,-1.784,-3.733,10.06070,-0.95000
-2.828,-1.823,-3.812,10.06070,-0.95000
-2.839,-1.829,-3.826,10.06070,-0.95000
0.516,0.904,-0.052,10.06070,-0.95000
0.477,0.867,-0.094,10.06070,-0.95000
0.469,0.860,-0.102,10.06070,-0.95000
0.465,0.856,-0.106,10.06070,-0.95000
0.463,0.853,-0.107,10.06070,-0.95000
0.464,0.853,-0.105,10.06070,-0.95000
0.465,0.853,-0.102,10.06070,-0.95000
0.468,0.854,-0.098,10.06070,-0.95000
0.471,0.855,-0.093,10.06070,-0.95000
0.474,0.856,-0.089,10.06070,-0.95000
0.476,0.857,-0.085,10.06070,-0.95000
0.478,0.858,-0.082,10.06070,-0.95000
0.480,0.859,-0.079,10.06070,-0.95000
0.481,0.859,-0.077,10.06070,-0.95000
0.482,0.859,-0.075,10.06070,-0.95000
0.482,0.859,-0.075,10.06070,-0.95000
0.482,0.859,-0.075,10.06070,-0.95000
0.482,0.858,-0.074,10.06070,-0.95000
0.481,0.857,-0.074,10.06070,-0.95000
0.480,0.855,-0.075,10.06070,-0.95000
0.478,0.853,-0.077,10.06070,-0.95000
0.475,0.850,-0.080,10.06070,-0.95000
0.471,0.847,-0.084,10.06070,-0.95000
0.468,0.844,-0.088,10.06070,-0.95000
0.467,0.843,-0.089,10.06070,-0.95000
0.461,0.838,-0.096,10.06070,-0.95000
0.455,0.833,-0.103,10.06070,-0.95000
0.447,0.826,-0.112,10.06070,-0.95000
0.439,0.819,-0.122,10.06070,-0.95000
0.429,0.811,-0.133,10.06070,-0.95000
