Gmag,G_BPmag,G_RPmag,logAge,MH
14.711,17.748,13.244,10.09342,-0.65000
13.927,16.382,12.539,10.09342,-0.65000
12.959,14.810,11.681,10.09342,-0.65000
12.333,13.899,11.127,10.09342,-0.65000
11.873,13.283,10.717,10.09342,-0.65000
11.228,12.477,10.128,10.09342,-0.65000
11.197,12.438,10.099,10.09342,-0.65000
10.596,11.737,9.540,10.09342,-0.65000
10.142,11.222,9.113,10.09342,-0.65000
9.757,10.789,8.751,10.09342,-0.65000
9.324,10.292,8.349,10.09342,-0.65000
8.841,9.740,7.904,10.09342,-0.65000
8.299,9.111,7.412,10.09342,-0.65000
7.670,8.363,6.858,10.09342,-0.65000
7.043,7.607,6.324,10.09342,-0.65000
6.508,6.987,5.861,10.09342,-0.65000
6.450,6.919,5.809,10.09342,-0.65000
6.343,6.798,5.716,10.09342,-0.65000
6.208,6.645,5.596,10.09342,-0.65000
6.083,6.505,5.486,10.09342,-0.65000
5.968,6.377,5.383,10.09342,-0.65000
5.898,6.299,5.321,10.09342,-0.65000
5.890,6.290,5.314,10.09342,-0.65000
5.749,6.134,5.187,10.09342,-0.65000
5.615,5.987,5.067,10.09342,-0.65000
5.491,5.851,4.955,10.09342,-0.65000
5.371,5.720,4.846,10.09342,-0.65000
5.342,5.688,4.819,10.09342,-0.65000
5.253,5.593,4.737,10.09342,-0.65000
5.144,5.476,4.637,10.09342,-0.65000
5.035,5.360,4.535,10.09342,-0.65000
4.933,5.252,4.440,10.09342,-0.65000
4.828,5.141,4.342,10.09342,-0.65000
4.728,5.036,4.247,10.09342,-0.65000
4.721,5.029,4.240,10.09342,-0.65000
4.669,4.975,4.191,10.09342,-0.65000
4.546,4.848,4.072,10.09342,-0.65000
4.421,4.720,3.951,10.09342,-0.65000
4.332,4.629,3.864,10.09342,-0.65000
4.264,4.560,3.796,10.09342,-0.65000
4.146,4.443,3.677,10.09342,-0.65000
4.017,4.317,3.544,10.09342,-0.65000
3.994,4.295,3.520,10.09342,-0.65000
3.889,4.198,3.407,10.09342,-0.65000
3.871,4.182,3.387,10.09342,-0.65000
3.813,4.131,3.321,10.09342,-0.65000
3.741,4.075,3.232,10.09342,-0.65000
3.702,4.052,3.175,10.09342,-0.65000
3.667,4.036,3.120,10.09342,-0.65000
3.619,4.005,3.055,10.09342,-0.65000
3.547,3.947,2.970,10.09342,-0.65000
3.450,3.859,2.863,10.09342,-0.65000
3.434,3.844,2.846,10.09342,-0.65000
3.321,3.738,2.728,10.09342,-0.65000
3.219,3.640,2.622,10.09342,-0.65000
3.094,3.518,2.493,10.09342,-0.65000
2.993,3.421,2.390,10.09342,-0.65000
2.863,3.294,2.256,10.09342,-0.65000
2.758,3.191,2.149,10.09342,-0.65000
2.658,3.094,2.047,10.09342,-0.65000
2.558,2.996,1.945,10.09342,-0.65000
2.456,2.896,1.840,10.09342,-0.65000
2.359,2.802,1.741,10.09342,-0.65000
2.260,2.706,1.639,10.09342,-0.65000
2.138,2.588,1.514,10.09342,-0.65000
2.039,2.491,1.412,10.09342,-0.65000
1.914,2.371,1.283,10.09342,-0.65000
1.794,2.256,1.159,10.09342,-0.65000
1.679,2.145,1.039,10.09342,-0.65000
1.563,2.034,0.919,10.09342,-0.65000
1.456,1.931,0.808,10.09342,-0.65000
1.348,1.828,0.696,10.09342,-0.65000
1.242,1.728,0.586,10.09342,-0.65000
1.141,1.632,0.480,10.09342,-0.65000
1.042,1.538,0.377,10.09342,-0.65000
0.948,1.449,0.278,10.09342,-0.65000
0.857,1.364,0.182,10.09342,-0.65000
0.768,1.281,0.089,10.09342,-0.65000
0.695,1.213,0.012,10.09342,-0.65000
0.630,1.152,-0.056,10.09342,-0.65000
0.654,1.174,-0.031,10.09342,-0.65000
0.717,1.230,0.037,10.09342,-0.65000
0.703,1.217,0.022,10.09342,-0.65000
0.601,1.123,-0.085,10.09342,-0.65000
0.497,1.026,-0.196,10.09342,-0.65000
0.393,0.930,-0.307,10.09342,-0.65000
0.292,0.837,-0.414,10.09342,-0.65000
0.190,0.743,-0.522,10.09342,-0.65000
0.093,0.655,-0.625,10.09342,-0.65000
-0.006,0.565,-0.731,10.09342,-0.65000
-0.101,0.479,-0.834,10.09342,-0.65000
-0.198,0.392,-0.937,10.09342,-0.65000
-0.291,0.309,-1.037,10.09342,-0.65000
-0.384,0.226,-1.136,10.09342,-0.65000
-0.474,0.146,-1.234,10.09342,-0.65000
-0.564,0.066,-1.331,10.09342,-0.65000
-0.651,-0.012,-1.424,10.09342,-0.65000
-0.738,-0.088,-1.518,10.09342,-0.65000
-0.824,-0.163,-1.612,10.09342,-0.65000
-0.906,-0.234,-1.701,10.09342,-0.65000
-0.991,-0.307,-1.794,10.09342,-0.65000
-1.089,-0.391,-1.903,10.09342,-0.65000
-1.168,-0.457,-1.989,10.09342,-0.65000
-1.249,-0.526,-2.079,10.09342,-0.65000
-1.342,-0.602,-2.182,10.09342,-0.65000
-1.418,-0.666,-2.267,10.09342,-0.65000
-1.495,-0.729,-2.352,10.09342,-0.65000
-1.584,-0.801,-2.452,10.09342,-0.65000
-1.673,-0.870,-2.551,10.09342,-0.65000
-1.746,-0.928,-2.634,10.09342,-0.65000
-1.827,-0.988,-2.727,10.09342,-0.65000
-1.910,-1.050,-2.821,10.09342,-0.65000
-1.990,-1.109,-2.914,10.09342,-0.65000
-2.069,-1.165,-3.005,10.09342,-0.65000
-2.142,-1.215,-3.091,10.09342,-0.65000
-2.214,-1.261,-3.176,10.09342,-0.65000
-2.281,-1.299,-3.257,10.09342,-0.65000
-2.347,-1.334,-3.338,10.09342,-0.65000
-2.405,-1.357,-3.413,10.09342,-0.65000
-2.458,-1.372,-3.483,10.09342,-0.65000
-2.510,-1.385,-3.551,10.09342,-0.65000
-2.555,-1.382,-3.616,10.09342,-0.65000
-2.598,-1.378,-3.678,10.09342,-0.65000
-2.628,-1.375,-3.721,10.09342,-0.65000
0.581,1.011,-0.026,10.09342,-0.65000
0.551,0.984,-0.057,10.09342,-0.65000
0.543,0.976,-0.066,10.09342,-0.65000
0.539,0.972,-0.070,10.09342,-0.65000
0.539,0.970,-0.069,10.09342,-0.65000
0.540,0.971,-0.067,10.09342,-0.65000
0.543,0.972,-0.062,10.09342,-0.65000
0.547,0.975,-0.057,10.09342,-0.65000
0.551,0.977,-0.052,10.09342,-0.65000
0.554,0.979,-0.047,10.09342,-0.65000
0.557,0.980,-0.043,10.09342,-0.65000
0.560,0.981,-0.039,10.09342,-0.65000
0.562,0.982,-0.036,10.09342,-0.65000
0.563,0.982,-0.033,10.09342,-0.65000
0.564,0.983,-0.031,10.09342,-0.65000
0.564,0.983,-0.031,10.09342,-0.65000
0.565,0.983,-0.031,10.09342,-0.65000
0.565,0.982,-0.030,10.09342,-0.65000
0.565,0.982,-0.029,10.09342,-0.65000
0.564,0.981,-0.030,10.09342,-0.65000
0.563,0.979,-0.031,10.09342,-0.65000
0.560,0.977,-0.033,10.09342,-0.65000
0.557,0.974,-0.037,10.09342,-0.65000
