Gmag,G_BPmag,G_RPmag,logAge,MH
14.882,17.939,13.406,10.08636,-0.50000
14.172,16.828,12.749,10.08636,-0.50000
14.144,16.783,12.723,10.08636,-0.50000
13.188,15.245,11.866,10.08636,-0.50000
12.542,14.278,11.290,10.08636,-0.50000
12.069,13.624,10.866,10.08636,-0.50000
11.366,12.718,10.228,10.08636,-0.50000
10.744,11.974,9.650,10.08636,-0.50000
10.281,11.442,9.216,10.08636,-0.50000
9.883,10.988,8.841,10.08636,-0.50000
9.434,10.469,8.426,10.08636,-0.50000
8.934,9.888,7.967,10.08636,-0.50000
8.383,9.244,7.468,10.08636,-0.50000
7.768,8.515,6.921,10.08636,-0.50000
7.751,8.496,6.906,10.08636,-0.50000
7.244,7.878,6.474,10.08636,-0.50000
7.124,7.733,6.372,10.08636,-0.50000
6.512,7.012,5.848,10.08636,-0.50000
6.476,6.970,5.816,10.08636,-0.50000
6.328,6.801,5.687,10.08636,-0.50000
6.188,6.641,5.563,10.08636,-0.50000
6.059,6.496,5.450,10.08636,-0.50000
5.957,6.382,5.360,10.08636,-0.50000
5.880,6.295,5.290,10.08636,-0.50000
5.766,6.169,5.189,10.08636,-0.50000
5.655,6.046,5.089,10.08636,-0.50000
5.551,5.931,4.996,10.08636,-0.50000
5.423,5.790,4.881,10.08636,-0.50000
5.322,5.681,4.788,10.08636,-0.50000
5.181,5.529,4.657,10.08636,-0.50000
5.048,5.387,4.535,10.08636,-0.50000
4.921,5.252,4.417,10.08636,-0.50000
4.858,5.185,4.358,10.08636,-0.50000
4.846,5.172,4.346,10.08636,-0.50000
4.746,5.067,4.251,10.08636,-0.50000
4.648,4.965,4.158,10.08636,-0.50000
4.552,4.866,4.066,10.08636,-0.50000
4.411,4.721,3.930,10.08636,-0.50000
4.361,4.670,3.880,10.08636,-0.50000
4.233,4.542,3.753,10.08636,-0.50000
4.165,4.474,3.684,10.08636,-0.50000
4.046,4.358,3.562,10.08636,-0.50000
4.023,4.336,3.537,10.08636,-0.50000
3.923,4.243,3.428,10.08636,-0.50000
3.830,4.165,3.320,10.08636,-0.50000
3.778,4.132,3.248,10.08636,-0.50000
3.751,4.125,3.202,10.08636,-0.50000
3.720,4.116,3.149,10.08636,-0.50000
3.663,4.075,3.075,10.08636,-0.50000
3.580,4.004,2.982,10.08636,-0.50000
3.530,3.959,2.927,10.08636,-0.50000
3.455,3.888,2.847,10.08636,-0.50000
3.351,3.789,2.739,10.08636,-0.50000
3.250,3.691,2.635,10.08636,-0.50000
3.145,3.589,2.527,10.08636,-0.50000
3.048,3.494,2.427,10.08636,-0.50000
2.945,3.394,2.322,10.08636,-0.50000
2.839,3.291,2.215,10.08636,-0.50000
2.741,3.195,2.114,10.08636,-0.50000
2.631,3.088,2.002,10.08636,-0.50000
2.529,2.988,1.898,10.08636,-0.50000
2.433,2.895,1.799,10.08636,-0.50000
2.333,2.797,1.697,10.08636,-0.50000
2.233,2.700,1.594,10.08636,-0.50000
2.104,2.576,1.460,10.08636,-0.50000
2.009,2.485,1.363,10.08636,-0.50000
1.915,2.394,1.265,10.08636,-0.50000
1.821,2.305,1.167,10.08636,-0.50000
1.700,2.189,1.042,10.08636,-0.50000
