Gmag,G_BPmag,G_RPmag,logAge,MH
14.712,17.749,13.245,10.06070,-0.65000
13.929,16.384,12.540,10.06070,-0.65000
12.960,14.813,11.682,10.06070,-0.65000
12.334,13.902,11.129,10.06070,-0.65000
11.876,13.287,10.719,10.06070,-0.65000
11.548,12.869,10.421,10.06070,-0.65000
11.201,12.443,10.104,10.06070,-0.65000
10.601,11.743,9.545,10.06070,-0.65000
10.147,11.227,9.118,10.06070,-0.65000
9.761,10.793,8.755,10.06070,-0.65000
9.328,10.297,8.354,10.06070,-0.65000
8.848,9.748,7.910,10.06070,-0.65000
8.310,9.123,7.422,10.06070,-0.65000
7.690,8.387,6.875,10.06070,-0.65000
7.629,8.313,6.823,10.06070,-0.65000
7.071,7.641,6.349,10.06070,-0.65000
6.487,6.961,5.843,10.06070,-0.65000
6.354,6.809,5.726,10.06070,-0.65000
6.214,6.651,5.603,10.06070,-0.65000
6.080,6.500,5.484,10.06070,-0.65000
5.957,6.363,5.375,10.06070,-0.65000
5.948,6.353,5.367,10.06070,-0.65000
5.942,6.347,5.362,10.06070,-0.65000
5.787,6.174,5.222,10.06070,-0.65000
5.648,6.021,5.097,10.06070,-0.65000
5.515,5.875,4.979,10.06070,-0.65000
5.415,5.766,4.888,10.06070,-0.65000
5.393,5.742,4.868,10.06070,-0.65000
5.275,5.615,4.760,10.06070,-0.65000
5.159,5.489,4.652,10.06070,-0.65000
5.051,5.374,4.553,10.06070,-0.65000
4.943,5.260,4.453,10.06070,-0.65000
4.847,5.158,4.362,10.06070,-0.65000
4.835,5.145,4.351,10.06070,-0.65000
4.708,5.012,4.231,10.06070,-0.65000
4.584,4.883,4.113,10.06070,-0.65000
4.463,4.759,3.996,10.06070,-0.65000
4.341,4.633,3.877,10.06070,-0.65000
4.254,4.545,3.792,10.06070,-0.65000
4.187,4.477,3.725,10.06070,-0.65000
4.139,4.431,3.677,10.06070,-0.65000
4.094,4.386,3.632,10.06070,-0.65000
3.964,4.258,3.498,10.06070,-0.65000
3.915,4.211,3.448,10.06070,-0.65000
3.829,4.131,3.355,10.06070,-0.65000
3.733,4.046,3.246,10.06070,-0.65000
3.662,3.991,3.157,10.06070,-0.65000
3.627,3.974,3.104,10.06070,-0.65000
3.599,3.965,3.054,10.06070,-0.65000
3.555,3.940,2.993,10.06070,-0.65000
3.484,3.882,2.908,10.06070,-0.65000
3.384,3.793,2.799,10.06070,-0.65000
3.368,3.777,2.781,10.06070,-0.65000
3.255,3.670,2.663,10.06070,-0.65000
3.153,3.572,2.557,10.06070,-0.65000
3.028,3.451,2.428,10.06070,-0.65000
2.929,3.355,2.326,10.06070,-0.65000
2.799,3.228,2.193,10.06070,-0.65000
2.693,3.126,2.085,10.06070,-0.65000
2.595,3.029,1.984,10.06070,-0.65000
2.495,2.932,1.882,10.06070,-0.65000
2.394,2.833,1.778,10.06070,-0.65000
2.297,2.739,1.679,10.06070,-0.65000
2.198,2.643,1.577,10.06070,-0.65000
2.077,2.525,1.453,10.06070,-0.65000
1.978,2.430,1.351,10.06070,-0.65000
1.854,2.310,1.223,10.06070,-0.65000
1.735,2.196,1.100,10.06070,-0.65000
1.621,2.087,0.981,10.06070,-0.65000
1.506,1.977,0.862,10.06070,-0.65000
1.400,1.876,0.752,10.06070,-0.65000
1.293,1.774,0.641,10.06070,-0.65000
1.189,1.675,0.533,10.06070,-0.65000
1.090,1.581,0.429,10.06070,-0.65000
0.992,1.488,0.327,10.06070,-0.65000
0.900,1.401,0.230,10.06070,-0.65000
0.811,1.318,0.136,10.06070,-0.65000
0.725,1.238,0.045,10.06070,-0.65000
0.654,1.172,-0.029,10.06070,-0.65000
0.590,1.112,-0.096,10.06070,-0.65000
0.610,1.130,-0.075,10.06070,-0.65000
0.685,1.197,0.005,10.06070,-0.65000
0.669,1.183,-0.011,10.06070,-0.65000
0.569,1.090,-0.117,10.06070,-0.65000
0.464,0.993,-0.228,10.06070,-0.65000
0.360,0.896,-0.339,10.06070,-0.65000
0.259,0.803,-0.446,10.06070,-0.65000
0.157,0.710,-0.555,10.06070,-0.65000
0.061,0.622,-0.657,10.06070,-0.65000
-0.038,0.532,-0.763,10.06070,-0.65000
-0.134,0.446,-0.866,10.06070,-0.65000
-0.231,0.359,-0.970,10.06070,-0.65000
-0.323,0.276,-1.069,10.06070,-0.65000
-0.416,0.194,-1.168,10.06070,-0.65000
-0.506,0.114,-1.265,10.06070,-0.65000
-0.596,0.034,-1.362,10.06070,-0.65000
-0.682,-0.043,-1.456,10.06070,-0.65000
-0.769,-0.119,-1.549,10.06070,-0.65000
-0.854,-0.194,-1.642,10.06070,-0.65000
-0.936,-0.265,-1.732,10.06070,-0.65000
-1.021,-0.337,-1.825,10.06070,-0.65000
-1.119,-0.421,-1.933,10.06070,-0.65000
-1.197,-0.487,-2.019,10.06070,-0.65000
-1.278,-0.554,-2.108,10.06070,-0.65000
-1.370,-0.631,-2.210,10.06070,-0.65000
-1.446,-0.694,-2.294,10.06070,-0.65000
-1.522,-0.757,-2.379,10.06070,-0.65000
-1.611,-0.828,-2.478,10.06070,-0.65000
-1.698,-0.897,-2.577,10.06070,-0.65000
-1.771,-0.954,-2.658,10.06070,-0.65000
-1.851,-1.014,-2.750,10.06070,-0.65000
-1.932,-1.074,-2.843,10.06070,-0.65000
-2.012,-1.133,-2.935,10.06070,-0.65000
-2.090,-1.188,-3.024,10.06070,-0.65000
-2.162,-1.238,-3.109,10.06070,-0.65000
-2.233,-1.284,-3.193,10.06070,-0.65000
-2.299,-1.322,-3.273,10.06070,-0.65000
-2.363,-1.356,-3.352,10.06070,-0.65000
-2.421,-1.381,-3.426,10.06070,-0.65000
-2.474,-1.397,-3.495,10.06070,-0.65000
-2.524,-1.409,-3.562,10.06070,-0.65000
-2.569,-1.410,-3.626,10.06070,-0.65000
-2.612,-1.407,-3.686,10.06070,-0.65000
-2.642,-1.405,-3.729,10.06070,-0.65000
0.564,0.999,-0.046,10.06070,-0.65000
0.535,0.971,-0.078,10.06070,-0.65000
0.526,0.963,-0.087,10.06070,-0.65000
0.522,0.959,-0.091,10.06070,-0.65000
0.521,0.957,-0.091,10.06070,-0.65000
0.523,0.957,-0.088,10.06070,-0.65000
0.526,0.959,-0.084,10.06070,-0.65000
0.529,0.961,-0.079,10.06070,-0.65000
0.533,0.963,-0.074,10.06070,-0.65000
0.536,0.964,-0.069,10.06070,-0.65000
0.538,0.966,-0.066,10.06070,-0.65000
0.541,0.967,-0.062,10.06070,-0.65000
0.542,0.967,-0.059,10.06070,-0.65000
0.544,0.968,-0.057,10.06070,-0.65000
0.545,0.968,-0.055,10.06070,-0.65000
0.545,0.968,-0.055,10.06070,-0.65000
0.545,0.968,-0.055,10.06070,-0.65000
0.545,0.967,-0.054,10.06070,-0.65000
0.545,0.967,-0.053,10.06070,-0.65000
0.544,0.965,-0.054,10.06070,-0.65000
0.543,0.964,-0.055,10.06070,-0.65000
0.541,0.962,-0.057,10.06070,-0.65000
