Gmag,G_BPmag,G_RPmag,logAge,MH
14.560,17.455,13.113,10.04139,-0.75000
14.344,17.067,12.920,10.04139,-0.75000
13.784,16.094,12.421,10.04139,-0.75000
13.423,15.497,12.101,10.04139,-0.75000
12.840,14.575,11.592,10.04139,-0.75000
12.229,13.703,11.053,10.04139,-0.75000
11.782,13.113,10.653,10.04139,-0.75000
11.135,12.323,10.060,10.04139,-0.75000
10.548,11.643,9.512,10.04139,-0.75000
10.099,11.137,9.090,10.04139,-0.75000
9.722,10.716,8.734,10.04139,-0.75000
9.317,10.258,8.356,10.04139,-0.75000
8.999,9.896,8.063,10.04139,-0.75000
8.860,9.739,7.935,10.04139,-0.75000
8.348,9.147,7.468,10.04139,-0.75000
7.761,8.452,6.950,10.04139,-0.75000
7.153,7.722,6.431,10.04139,-0.75000
6.929,7.458,6.237,10.04139,-0.75000
6.590,7.068,5.942,10.04139,-0.75000
6.479,6.942,5.844,10.04139,-0.75000
6.298,6.736,5.686,10.04139,-0.75000
6.134,6.551,5.541,10.04139,-0.75000
6.064,6.472,5.478,10.04139,-0.75000
6.042,6.448,5.459,10.04139,-0.75000
5.877,6.265,5.311,10.04139,-0.75000
5.721,6.093,5.172,10.04139,-0.75000
5.583,5.941,5.047,10.04139,-0.75000
5.549,5.903,5.017,10.04139,-0.75000
5.451,5.797,4.928,10.04139,-0.75000
5.329,5.664,4.817,10.04139,-0.75000
5.211,5.537,4.709,10.04139,-0.75000
5.094,5.412,4.601,10.04139,-0.75000
5.014,5.327,4.528,10.04139,-0.75000
4.897,5.203,4.418,10.04139,-0.75000
4.767,5.066,4.296,10.04139,-0.75000
4.638,4.932,4.173,10.04139,-0.75000
4.512,4.800,4.052,10.04139,-0.75000
4.387,4.672,3.932,10.04139,-0.75000
4.382,4.667,3.927,10.04139,-0.75000
4.340,4.623,3.886,10.04139,-0.75000
4.205,4.486,3.754,10.04139,-0.75000
4.173,4.454,3.723,10.04139,-0.75000
4.120,4.400,3.670,10.04139,-0.75000
4.012,4.293,3.561,10.04139,-0.75000
3.880,4.165,3.425,10.04139,-0.75000
3.831,4.117,3.374,10.04139,-0.75000
3.743,4.035,3.279,10.04139,-0.75000
3.642,3.945,3.166,10.04139,-0.75000
3.566,3.886,3.071,10.04139,-0.75000
3.527,3.865,3.013,10.04139,-0.75000
3.496,3.854,2.961,10.04139,-0.75000
3.450,3.825,2.896,10.04139,-0.75000
3.410,3.792,2.849,10.04139,-0.75000
3.372,3.761,2.805,10.04139,-0.75000
3.268,3.666,2.691,10.04139,-0.75000
3.251,3.650,2.672,10.04139,-0.75000
3.181,3.584,2.599,10.04139,-0.75000
3.084,3.491,2.498,10.04139,-0.75000
2.965,3.376,2.375,10.04139,-0.75000
2.844,3.259,2.251,10.04139,-0.75000
2.746,3.163,2.150,10.04139,-0.75000
2.645,3.066,2.047,10.04139,-0.75000
2.520,2.943,1.919,10.04139,-0.75000
2.397,2.823,1.793,10.04139,-0.75000
2.267,2.697,1.660,10.04139,-0.75000
2.147,2.580,1.536,10.04139,-0.75000
2.022,2.459,1.408,10.04139,-0.75000
1.904,2.345,1.287,10.04139,-0.75000
1.784,2.229,1.162,10.04139,-0.75000
1.662,2.111,1.036,10.04139,-0.75000
1.547,2.002,0.918,10.04139,-0.75000
1.432,1.891,0.798,10.04139,-0.75000
1.325,1.788,0.686,10.04139,-0.75000
1.212,1.681,0.569,10.04139,-0.75000
1.104,1.577,0.456,10.04139,-0.75000
0.995,1.474,0.343,10.04139,-0.75000
0.891,1.376,0.235,10.04139,-0.75000
0.788,1.279,0.127,10.04139,-0.75000
0.684,1.181,0.017,10.04139,-0.75000
0.586,1.089,-0.087,10.04139,-0.75000
0.492,1.001,-0.186,10.04139,-0.75000
0.457,0.969,-0.222,10.04139,-0.75000
0.481,0.990,-0.196,10.04139,-0.75000
0.541,1.044,-0.132,10.04139,-0.75000
0.549,1.052,-0.123,10.04139,-0.75000
0.457,0.966,-0.220,10.04139,-0.75000
0.353,0.870,-0.330,10.04139,-0.75000
0.255,0.779,-0.434,10.04139,-0.75000
0.154,0.686,-0.541,10.04139,-0.75000
0.057,0.596,-0.645,10.04139,-0.75000
-0.042,0.506,-0.750,10.04139,-0.75000
-0.139,0.419,-0.853,10.04139,-0.75000
-0.236,0.330,-0.958,10.04139,-0.75000
-0.329,0.248,-1.057,10.04139,-0.75000
-0.422,0.164,-1.157,10.04139,-0.75000
-0.513,0.082,-1.256,10.04139,-0.75000
-0.603,0.002,-1.353,10.04139,-0.75000
-0.692,-0.076,-1.448,10.04139,-0.75000
-0.779,-0.153,-1.542,10.04139,-0.75000
-0.868,-0.232,-1.639,10.04139,-0.75000
-0.950,-0.304,-1.728,10.04139,-0.75000
-1.034,-0.376,-1.820,10.04139,-0.75000
-1.115,-0.446,-1.909,10.04139,-0.75000
-1.196,-0.515,-1.998,10.04139,-0.75000
-1.276,-0.583,-2.086,10.04139,-0.75000
-1.372,-0.663,-2.192,10.04139,-0.75000
-1.450,-0.729,-2.278,10.04139,-0.75000
-1.526,-0.793,-2.362,10.04139,-0.75000
-1.619,-0.869,-2.465,10.04139,-0.75000
