Gmag,G_BPmag,G_RPmag,logAge,MH
15.062,17.630,13.663,10.15382,-1.50000
14.209,16.150,12.911,10.15382,-1.50000
13.394,15.041,12.164,10.15382,-1.50000
12.891,14.430,11.692,10.15382,-1.50000
12.504,13.981,11.323,10.15382,-1.50000
11.917,13.324,10.758,10.15382,-1.50000
11.386,12.741,10.246,10.15382,-1.50000
10.984,12.302,9.857,10.15382,-1.50000
10.723,12.015,9.604,10.15382,-1.50000
10.658,11.944,9.541,10.15382,-1.50000
10.526,11.796,9.415,10.15382,-1.50000
10.270,11.509,9.171,10.15382,-1.50000
9.864,11.037,8.790,10.15382,-1.50000
9.793,10.955,8.724,10.15382,-1.50000
9.250,10.316,8.223,10.15382,-1.50000
8.661,9.650,7.670,10.15382,-1.50000
8.096,9.011,7.142,10.15382,-1.50000
8.072,8.984,7.119,10.15382,-1.50000
7.960,8.859,7.016,10.15382,-1.50000
7.857,8.742,6.918,10.15382,-1.50000
7.756,8.630,6.825,10.15382,-1.50000
7.641,8.502,6.718,10.15382,-1.50000
7.530,8.376,6.614,10.15382,-1.50000
7.513,8.358,6.598,10.15382,-1.50000
7.394,8.226,6.486,10.15382,-1.50000
7.276,8.097,6.374,10.15382,-1.50000
7.162,7.973,6.267,10.15382,-1.50000
7.046,7.848,6.157,10.15382,-1.50000
6.941,7.734,6.056,10.15382,-1.50000
6.845,7.631,5.964,10.15382,-1.50000
6.799,7.582,5.920,10.15382,-1.50000
6.688,7.464,5.814,10.15382,-1.50000
6.570,7.340,5.699,10.15382,-1.50000
6.422,7.185,5.556,10.15382,-1.50000
6.272,7.029,5.409,10.15382,-1.50000
6.156,6.910,5.296,10.15382,-1.50000
6.049,6.801,5.190,10.15382,-1.50000
6.023,6.775,5.164,10.15382,-1.50000
5.979,6.730,5.120,10.15382,-1.50000
5.846,6.600,4.986,10.15382,-1.50000
5.753,6.509,4.891,10.15382,-1.50000
5.706,6.465,4.843,10.15382,-1.50000
5.682,6.442,4.819,10.15382,-1.50000
5.654,6.415,4.790,10.15382,-1.50000
5.550,6.320,4.680,10.15382,-1.50000
5.459,6.238,4.582,10.15382,-1.50000
