Gmag,G_BPmag,G_RPmag,logAge,MH
15.043,17.555,13.653,10.06070,-1.60000
14.979,17.435,13.597,10.06070,-1.60000
14.131,15.992,12.850,10.06070,-1.60000
13.317,14.911,12.102,10.06070,-1.60000
12.820,14.315,11.634,10.06070,-1.60000
12.439,13.879,11.271,10.06070,-1.60000
11.859,13.234,10.712,10.06070,-1.60000
11.328,12.652,10.197,10.06070,-1.60000
10.922,12.209,9.805,10.06070,-1.60000
10.592,11.848,9.486,10.06070,-1.60000
10.228,11.440,9.139,10.06070,-1.60000
9.775,10.920,8.713,10.06070,-1.60000
9.268,10.329,8.242,10.06070,-1.60000
8.719,9.711,7.726,10.06070,-1.60000
8.194,9.119,7.235,10.06070,-1.60000
8.142,9.060,7.187,10.06070,-1.60000
8.002,8.901,7.057,10.06070,-1.60000
7.883,8.767,6.945,10.06070,-1.60000
7.769,8.638,6.839,10.06070,-1.60000
7.666,8.523,6.744,10.06070,-1.60000
7.636,8.488,6.716,10.06070,-1.60000
7.496,8.332,6.585,10.06070,-1.60000
7.365,8.188,6.462,10.06070,-1.60000
7.242,8.052,6.347,10.06070,-1.60000
7.124,7.923,6.235,10.06070,-1.60000
7.119,7.918,6.231,10.06070,-1.60000
6.997,7.785,6.115,10.06070,-1.60000
6.876,7.655,6.000,10.06070,-1.60000
6.764,7.534,5.893,10.06070,-1.60000
6.647,7.410,5.781,10.06070,-1.60000
6.541,7.297,5.679,10.06070,-1.60000
6.461,7.213,5.602,10.06070,-1.60000
6.354,7.100,5.499,10.06070,-1.60000
6.229,6.969,5.378,10.06070,-1.60000
6.106,6.840,5.258,10.06070,-1.60000
5.984,6.714,5.139,10.06070,-1.60000
5.862,6.589,5.019,10.06070,-1.60000
5.774,6.499,4.932,10.06070,-1.60000
5.737,6.463,4.895,10.06070,-1.60000
5.585,6.313,4.741,10.06070,-1.60000
5.448,6.182,4.601,10.06070,-1.60000
5.422,6.157,4.574,10.06070,-1.60000
5.394,6.132,4.545,10.06070,-1.60000
5.342,6.085,4.489,10.06070,-1.60000
5.296,6.043,4.441,10.06070,-1.60000
5.210,5.967,4.347,10.06070,-1.60000
5.130,5.902,4.258,10.06070,-1.60000
5.060,5.847,4.179,10.06070,-1.60000
4.997,5.799,4.106,10.06070,-1.60000
4.937,5.754,4.037,10.06070,-1.60000
4.872,5.703,3.964,10.06070,-1.60000
4.789,5.635,3.873,10.06070,-1.60000
4.705,5.561,3.783,10.06070,-1.60000
4.607,5.471,3.680,10.06070,-1.60000
4.569,5.436,3.641,10.06070,-1.60000
4.465,5.336,3.534,10.06070,-1.60000
4.342,5.218,3.408,10.06070,-1.60000
4.229,5.110,3.293,10.06070,-1.60000
4.114,4.998,3.176,10.06070,-1.60000
3.989,4.876,3.049,10.06070,-1.60000
3.864,4.754,2.922,10.06070,-1.60000
3.743,4.636,2.799,10.06070,-1.60000
3.629,4.525,2.683,10.06070,-1.60000
3.507,4.406,2.560,10.06070,-1.60000
3.379,4.282,2.431,10.06070,-1.60000
3.263,4.169,2.312,10.06070,-1.60000
3.147,4.057,2.195,10.06070,-1.60000
3.029,3.942,2.075,10.06070,-1.60000
2.915,3.832,1.959,10.06070,-1.60000
2.797,3.717,1.839,10.06070,-1.60000
2.683,3.607,1.723,10.06070,-1.60000
2.573,3.501,1.611,10.06070,-1.60000
2.459,3.391,1.495,10.06070,-1.60000
2.346,3.282,1.379,10.06070,-1.60000
2.237,3.178,1.269,10.06070,-1.60000
2.130,3.075,1.159,10.06070,-1.60000
