Gmag,G_BPmag,G_RPmag,logAge,MH
15.057,17.600,13.661,10.05115,-1.55000
14.786,17.090,13.424,10.05115,-1.55000
14.173,16.073,12.883,10.05115,-1.55000
13.358,14.979,12.136,10.05115,-1.55000
12.861,14.379,11.668,10.05115,-1.55000
12.480,13.939,11.305,10.05115,-1.55000
11.898,13.289,10.745,10.05115,-1.55000
11.364,12.704,10.229,10.05115,-1.55000
10.958,12.260,9.835,10.05115,-1.55000
10.723,12.004,9.609,10.05115,-1.55000
10.628,11.900,9.517,10.05115,-1.55000
10.449,11.699,9.346,10.05115,-1.55000
10.259,11.486,9.164,10.05115,-1.55000
9.801,10.957,8.734,10.05115,-1.55000
9.285,10.353,8.256,10.05115,-1.55000
8.734,9.729,7.740,10.05115,-1.55000
8.210,9.138,7.250,10.05115,-1.55000
8.113,9.028,7.160,10.05115,-1.55000
7.973,8.869,7.030,10.05115,-1.55000
7.854,8.735,6.919,10.05115,-1.55000
7.740,8.607,6.813,10.05115,-1.55000
7.686,8.546,6.762,10.05115,-1.55000
7.609,8.459,6.690,10.05115,-1.55000
7.469,8.303,6.560,10.05115,-1.55000
7.339,8.159,6.438,10.05115,-1.55000
7.216,8.024,6.322,10.05115,-1.55000
7.153,7.955,6.263,10.05115,-1.55000
7.095,7.892,6.208,10.05115,-1.55000
6.973,7.760,6.093,10.05115,-1.55000
6.853,7.630,5.978,10.05115,-1.55000
6.742,7.511,5.872,10.05115,-1.55000
6.626,7.387,5.761,10.05115,-1.55000
6.521,7.276,5.659,10.05115,-1.55000
6.517,7.272,5.656,10.05115,-1.55000
6.460,7.212,5.602,10.05115,-1.55000
6.335,7.080,5.481,10.05115,-1.55000
6.212,6.951,5.362,10.05115,-1.55000
6.091,6.825,5.244,10.05115,-1.55000
5.971,6.701,5.126,10.05115,-1.55000
5.851,6.578,5.009,10.05115,-1.55000
5.766,6.491,4.924,10.05115,-1.55000
5.729,6.454,4.887,10.05115,-1.55000
5.575,6.302,4.732,10.05115,-1.55000
5.535,6.264,4.691,10.05115,-1.55000
5.437,6.170,4.590,10.05115,-1.55000
5.411,6.146,4.563,10.05115,-1.55000
5.383,6.121,4.534,10.05115,-1.55000
5.286,6.032,4.431,10.05115,-1.55000
5.200,5.958,4.338,10.05115,-1.55000
5.122,5.893,4.250,10.05115,-1.55000
5.053,5.840,4.172,10.05115,-1.55000
4.992,5.794,4.102,10.05115,-1.55000
4.934,5.750,4.035,10.05115,-1.55000
4.871,5.702,3.963,10.05115,-1.55000
4.791,5.637,3.874,10.05115,-1.55000
4.709,5.565,3.786,10.05115,-1.55000
4.612,5.476,3.685,10.05115,-1.55000
4.575,5.441,3.646,10.05115,-1.55000
4.471,5.343,3.540,10.05115,-1.55000
4.349,5.225,3.414,10.05115,-1.55000
4.236,5.117,3.300,10.05115,-1.55000
4.121,5.005,3.183,10.05115,-1.55000
3.996,4.883,3.055,10.05115,-1.55000
3.871,4.762,2.929,10.05115,-1.55000
3.750,4.644,2.806,10.05115,-1.55000
3.636,4.533,2.691,10.05115,-1.55000
3.514,4.414,2.567,10.05115,-1.55000
3.387,4.290,2.438,10.05115,-1.55000
