,# source_id,ra,dec,pmra,pmdec,x,y,vx,vy,plx,memberprob,pmcorr,pmrae,pmdece,plxe
104,5858165590245200640,193.545613,-67.019441,-14.94,0.908,0.0284,0.1578,-0.03925341959334716,-0.34961630314232905,-0.0143,0.99645,0.4132,0.2221,0.3088,0.2315
131,5858165796403586816,193.521385,-67.023808,-14.897,1.3944,0.0189,0.1535,0.0037465804066521002,0.136783696857671,0.3348,0.99923,0.2288,0.0868,0.107,0.0913
153,5858165590245144448,193.534333,-67.025751,-14.613,1.0579,0.024,0.1515,0.2877465804066528,-0.19971630314232902,0.3077,0.99753,0.2024,0.1552,0.2179,0.1705
207,5858166243080274176,193.468595,-67.011216,-15.322,0.4949,-0.0017,0.1661,-0.42125341959334683,-0.7627163031423291,0.284,0.96876,0.5151,0.451,0.692,0.4142
225,5858165452806239104,193.459685,-67.01638,-14.802,1.1524,-0.0052,0.1609,0.09874658040665274,-0.10521630314232899,-0.7225,0.98815,0.2162,0.3774,0.4162,0.3819
270,5858165418468462976,193.509801,-67.022905,-14.554,1.3275,0.0144,0.1544,0.34674658040665207,0.06988369685767082,-0.8534,0.95693,0.3219,0.5976,1.2138,0.7663
289,5858165418448101888,193.505411,-67.02666,-14.376,0.6407,0.0127,0.1506,0.5247465804066529,-0.616916303142329,0.0052,0.95279,0.3509,0.7552,0.7903,0.6701
294,5858165212287971200,193.510593,-67.029663,-15.476,1.3568,0.0147,0.1476,-0.5752534195933485,0.09918369685767092,0.3495,0.97983,0.2138,0.4269,0.5191,0.4413
312,5858165418446423296,193.479201,-67.025029,-15.085,1.1265,0.0025,0.1522,-0.1842534195933485,-0.13111630314232903,0.1177,0.99878,0.323,0.148,0.1575,0.1555
326,5858165452806148736,193.455432,-67.02509,-15.025,0.9556,-0.0068,0.1522,-0.12425341959334801,-0.3020163031423291,0.033,0.99728,0.2034,0.2592,0.2666,0.2701
390,5858166170063730944,193.377848,-67.015361,-14.57,1.2767,-0.0371,0.1619,0.33074658040665206,0.019083696857670862,0.2371,0.99762,0.336,0.2086,0.2157,0.2184
410,5858166346160446720,193.347809,-67.019466,-14.791,1.4047,-0.0488,0.1578,0.10974658040665197,0.14708369685767098,-0.2141,0.97837,0.1859,0.1142,0.1463,0.1288
462,5858165452806144896,193.437677,-67.024787,-14.824,0.9651,-0.0138,0.1525,0.0767465804066525,-0.2925163031423291,0.1884,0.99745,0.2116,0.2559,0.2644,0.2666
507,5858166105641183744,193.410147,-67.021733,-14.916,1.0378,-0.0245,0.1555,-0.015253419593348028,-0.21981630314232903,-0.0051,0.99879,0.1772,0.1489,0.1799,0.16
530,5858166105641139200,193.406859,-67.026934,-14.793,1.4222,-0.0258,0.1503,0.10774658040665308,0.16458369685767082,0.3084,0.99588,0.2521,0.3118,0.3389,0.3438
543,5858166101344330624,193.392684,-67.027036,-14.642,1.8177,-0.0313,0.1502,0.2587465804066529,0.560083696857671,0.499,0.97477,0.2826,0.2227,0.241,0.2423
635,5858166105642786432,193.401335,-67.033139,-15.083,1.699,-0.0279,0.1441,-0.18225341959334784,0.441383696857671,0.4186,0.98569,0.2432,0.4243,0.5541,0.4603
672,5858165349726779520,193.409683,-67.039421,-14.652,1.1788,-0.0247,0.1378,0.2487465804066531,-0.07881630314232901,0.2256,0.99943,0.1833,0.1315,0.1652,0.1471
711,5858166174382684160,193.383568,-67.024472,-14.867,1.2408,-0.0349,0.1528,0.03374658040665146,-0.01681630314232918,0.3385,0.9997,0.1773,0.0709,0.0776,0.0742
748,5858166346159292288,193.340795,-67.023303,-15.17,0.9036,-0.0516,0.1539,-0.2692534195933476,-0.3540163031423291,0.4189,0.99113,0.3724,0.2549,0.2822,0.2748
761,5858164868690532224,193.326243,-67.024673,-15.008,0.8247,-0.0573,0.1525,-0.10725341959334678,-0.4329163031423291,-0.4713,0.98916,0.2961,0.3629,0.3967,0.3827
764,5858164868712618368,193.322461,-67.02442,-14.729,1.2999,-0.0587,0.1528,0.17174658040665314,0.04228369685767097,0.207,0.9999,0.2911,0.0454,0.0536,0.0478
777,5858166140023364864,193.346264,-67.031674,-15.256,1.5044,-0.0494,0.1456,-0.3552534195933479,0.24678369685767088,-0.39,0.98585,0.2717,0.4911,0.5789,0.5069
801,5858166071303454208,193.380032,-67.030617,-14.955,1.2393,-0.0362,0.1466,-0.05425341959334773,-0.018316303142329016,0.2674,0.99986,0.1935,0.0311,0.0365,0.0336
838,5858165345430092032,193.393523,-67.040131,-14.445,2.0199,-0.031,0.1371,0.45574658040665206,0.7622836968576707,-1.182,0.96594,0.2446,0.3557,0.4323,0.3994
843,5858166071303433600,193.369933,-67.038961,-15.004,1.0862,-0.0402,0.1383,-0.10325341959334722,-0.17141630314232903,0.0836,0.99937,0.187,0.1102,0.137,0.122
895,5858164662554158208,193.332323,-67.037365,-14.799,1.1805,-0.0548,0.1398,0.10174658040665285,-0.07711630314232898,0.1912,0.99997,0.227,0.0316,0.0382,0.0351
906,5858166071281230976,193.348429,-67.041917,-14.552,1.6904,-0.0486,0.1353,0.34874658040665274,0.4327836968576708,0.261,0.99129,0.2891,0.3379,0.4111,0.3793
933,5858123465192333184,193.750209,-67.05378,-14.495,1.2415,0.1081,0.1233,0.4057465804066531,-0.016116303142329036,0.1372,0.98749,0.2191,0.4059,0.5174,0.4057
941,5858118689185604608,193.660677,-67.02945,-14.657,1.2065,0.0733,0.1477,0.2437465804066523,-0.05111630314232918,0.1329,0.99473,0.2136,0.3303,0.3693,0.3293
971,5858118483027162112,193.696252,-67.039163,-14.806,1.1332,0.0871,0.138,0.09474658040665318,-0.1244163031423291,-0.1601,0.99638,0.2321,0.281,0.3457,0.3015
984,5858118483027163264,193.681697,-67.037637,-15.153,1.0664,0.0815,0.1395,-0.2522534195933481,-0.19121630314232907,0.1755,0.99746,0.1141,0.158,0.1975,0.1549
988,5858118483061818880,193.676497,-67.037984,-14.858,1.0561,0.0794,0.1392,0.0427465804066518,-0.20151630314232905,0.2706,0.99956,0.2158,0.0282,0.0341,0.0283
991,5858118483027156992,193.672912,-67.039923,-14.267,1.2019,0.078,0.1372,0.6337465804066529,-0.055716303142329116,0.1319,0.98431,0.1994,0.2494,0.295,0.2679
1049,5858165555907422720,193.594439,-67.025449,-14.397,1.1208,0.0474,0.1518,0.5037465804066521,-0.13681630314232907,0.4623,0.98493,0.2366,0.2461,0.2696,0.2436
1051,5858165551589206144,193.595743,-67.027044,-14.761,0.8219,0.0479,0.1502,0.1397465804066531,-0.4357163031423291,0.1632,0.99668,0.1507,0.1251,0.1711,0.1298
1151,5858118723545807104,193.616002,-67.035701,-15.263,1.396,0.0558,0.1415,-0.36225341959334756,0.13838369685767082,-0.5627,0.98383,0.1609,0.5975,0.6563,0.5181
1188,5858118654825843584,193.617366,-67.040054,-15.117,1.644,0.0563,0.1372,-0.21625341959334854,0.3863836968576708,0.3424,0.98979,0.3,0.3484,0.3753,0.3393
1271,5858118414342338688,193.695376,-67.044435,-15.122,1.2586,0.0868,0.1327,-0.22125341959334754,0.0009836968576708571,0.2471,0.99775,-0.2322,0.224,0.2073,0.1754
1373,5858117654114166016,193.703753,-67.052267,-15.161,1.3659,0.09,0.1248,-0.26025341959334725,0.10828369685767081,0.1984,0.9969,0.2147,0.1778,0.2154,0.1794
1461,5858118448667401600,193.647469,-67.04807,-15.342,0.7287,0.0681,0.1291,-0.4412534195933482,-0.5289163031423291,0.6096,0.97301,0.2403,0.3077,0.3677,0.3128
1476,5858118414307659648,193.669019,-67.051631,-15.053,0.8649,0.0765,0.1255,-0.15225341959334848,-0.3927163031423291,0.2545,0.95436,0.2135,0.0629,0.074,0.0641
1481,5858118379982595712,193.664394,-67.053707,-14.85,1.1745,0.0747,0.1235,0.0507465804066527,-0.08311630314232898,0.1652,0.99994,0.182,0.0225,0.0277,0.0235
1506,5858118444387983360,193.62425,-67.048121,-14.985,1.214,0.059,0.1291,-0.08425341959334709,-0.043616303142329116,0.3425,0.99846,0.2679,0.2209,0.2681,0.2323
1529,5858118345588673408,193.612686,-67.051488,-14.813,2.0735,0.0545,0.1257,0.08774658040665173,0.815883696857671,-0.4434,0.9794,0.1888,0.73,0.85,0.6632
1555,5858118448702071040,193.624972,-67.05464,-14.949,1.5141,0.0593,0.1226,-0.0482534195933475,0.2564836968576709,0.5932,0.99268,0.2295,0.2903,0.3443,0.3101
1607,5858117624068345856,193.663595,-67.063697,-14.773,1.3883,0.0743,0.1135,0.12774658040665265,0.130683696857671,-0.0715,0.99889,0.2647,0.2071,0.2493,0.2238
1633,5858118379947891968,193.639774,-67.062472,-13.89,1.6479,0.065,0.1147,1.0107465804066518,0.39028369685767084,-0.1923,0.96808,0.1681,0.4693,0.6248,0.4675
1637,5858118379982589312,193.639179,-67.063065,-14.898,0.7767,0.0648,0.1141,0.0027465804066526545,-0.48091630314232914,0.5498,0.99192,0.1311,0.1411,0.2129,0.158
1640,5858118375676059776,193.646001,-67.065497,-15.328,0.8248,0.0674,0.1117,-0.42725341959334706,-0.4328163031423291,0.2779,0.99192,0.191,0.2328,0.2633,0.2388
1649,5858118276903370880,193.616496,-67.065504,-14.816,1.2692,0.056,0.1117,0.08474658040665162,0.011583696857671022,0.1925,0.99998,0.2127,0.0313,0.0396,0.0346
1650,5858118276903371008,193.624212,-67.065898,-14.735,1.173,0.059,0.1113,0.1657465804066529,-0.08461630314232904,-0.147,0.99855,0.2732,0.2639,0.315,0.2727
1677,5858123465191059200,193.75369,-67.058926,-14.456,1.0481,0.1094,0.1181,0.4447465804066528,-0.20951630314232905,0.2152,0.98462,0.179,0.4011,0.4912,0.4283
1695,5858123293392328448,193.777072,-67.068385,-14.576,1.9686,0.1185,0.1086,0.32474658040665183,0.7109836968576708,0.4811,0.9764,0.2687,0.3689,0.4736,0.3618
1704,5858123289118667904,193.764723,-67.069721,-14.641,1.0548,0.1137,0.1073,0.2597465804066523,-0.20281630314232912,0.1733,0.99871,0.0787,0.142,0.175,0.1459
1723,5858123224672855296,193.785785,-67.068082,-14.726,0.8512,0.1219,0.1089,0.17474658040665147,-0.4064163031423291,0.1983,0.99628,0.1662,0.1313,0.1822,0.1532
1757,5858123224706098432,193.791782,-67.077678,-14.945,1.2877,0.1242,0.0993,-0.04425341959334794,0.030083696857670983,0.255,0.99987,0.2148,0.0419,0.0491,0.0453
1780,5858123224672791552,193.776992,-67.080429,-15.501,0.6909,0.1184,0.0966,-0.6002534195933471,-0.5667163031423291,0.137,0.97609,0.3712,0.2925,0.4574,0.3567
1828,5858120201015795584,193.817225,-67.086774,-14.994,0.8735,0.1341,0.0901,-0.09325341959334743,-0.38411630314232903,0.2522,0.99728,0.1154,0.1794,0.2284,0.1839
1847,5858120269768587264,193.788922,-67.085477,-14.727,1.3253,0.123,0.0915,0.17374658040665203,0.06768369685767084,-0.122,0.99813,0.231,0.2122,0.2479,0.2342
1868,5858120269735261056,193.793085,-67.086867,-15.259,1.2272,0.1247,0.0901,-0.358253419593348,-0.030416303142329015,0.3543,0.99358,0.2437,0.2432,0.2754,0.2653
1869,5858120269735253760,193.787039,-67.088125,-14.754,1.016,0.1223,0.0888,0.14674658040665278,-0.24161630314232907,0.0249,0.99879,0.1208,0.1593,0.194,0.1663
2010,5858123254758954368,193.744707,-67.070562,-14.563,1.4032,0.1059,0.1065,0.33774658040665173,0.14558369685767092,0.5545,0.99219,0.2514,0.1881,0.2276,0.2101
2030,5858117589674163584,193.71289,-67.064474,-14.493,0.95,0.0935,0.1126,0.407746580406652,-0.30761630314232913,0.4527,0.9829,0.2139,0.4133,0.5627,0.4274
2099,5858123190314789632,193.759482,-67.08111,-15.165,0.2438,0.1116,0.0959,-0.2642534195933468,-1.013816303142329,0.1806,0.96382,0.2666,0.5905,0.6447,0.5214
2152,5858117383515438464,193.700599,-67.079677,-14.693,1.1012,0.0887,0.0974,0.20774658040665273,-0.15641630314232913,0.3034,0.99947,0.175,0.1222,0.1576,0.1299
2154,5858117383515432832,193.698452,-67.081125,-15.117,0.8747,0.0878,0.096,-0.21625341959334854,-0.38291630314232905,-0.1317,0.997,0.2414,0.2141,0.2471,0.2242
2220,5858117555314142976,193.673991,-67.074657,-14.617,1.7014,0.0783,0.1025,0.28374658040665146,0.44378369685767094,0.4147,0.99495,0.2744,0.2124,0.2517,0.2271
2231,5858117619761873536,193.662498,-67.073923,-14.717,1.8379,0.0739,0.1032,0.18374658040665182,0.580283696857671,0.3787,0.99101,0.2681,0.1981,0.2445,0.2123
2242,5858117555314128000,193.661798,-67.078181,-14.92,1.6157,0.0736,0.099,-0.019253419593347587,0.35808369685767083,0.6424,0.98103,0.2253,0.1726,0.2025,0.1829
2247,5858117619754320640,193.64645,-67.069847,-14.438,1.1959,0.0676,0.1073,0.46274658040665173,-0.06171630314232912,0.275,0.99646,0.2716,0.2484,0.2953,0.2652
2274,5858117624033610496,193.65615,-67.076279,-14.67,1.0667,0.0714,0.1009,0.2307465804066524,-0.1909163031423291,0.3638,0.9991,0.1748,0.1102,0.1461,0.1278
2276,5858117624033606656,193.6541,-67.07728,-14.487,1.2256,0.0706,0.0999,0.41374658040665224,-0.03201630314232906,0.4721,0.99581,0.0691,0.1504,0.1797,0.1583
2283,5858117619754301440,193.63921,-67.07698,-15.149,1.4436,0.0648,0.1002,-0.2482534195933468,0.1859836968576709,0.1931,0.99799,0.2527,0.1778,0.2059,0.1831
2330,5858117383516684928,193.68868,-67.084678,-14.818,0.2517,0.084,0.0925,0.08274658040665273,-1.005916303142329,-0.565,0.96997,0.3025,0.8159,0.8954,0.7539
2336,5858117379243709568,193.695325,-67.087233,-15.033,1.2671,0.0866,0.0899,-0.13225341959334713,0.00948369685767081,0.1774,0.9996,0.1941,0.1421,0.1761,0.1469
2354,5858117349155662592,193.677736,-67.087997,-14.923,1.2813,0.0797,0.0891,-0.0222534195933477,0.02368369685767102,-0.4095,0.99762,0.271,0.296,0.3421,0.3034
2368,5858117551042403712,193.649949,-67.08318,-15.199,1.0465,0.0689,0.094,-0.2982534195933475,-0.2111163031423291,-0.3166,0.99089,0.24,0.1857,0.2127,0.1971
2394,5858117555348921088,193.653637,-67.089971,-15.499,1.0477,0.0704,0.0872,-0.5982534195933482,-0.209916303142329,1.1292,0.97056,0.4174,0.8326,0.8557,0.8095
2399,5858117555314087936,193.645164,-67.087289,-15.002,1.6534,0.0671,0.0899,-0.10125341959334833,0.3957836968576709,0.1149,0.9977,0.2975,0.2628,0.2891,0.2614
2401,5858117555348842880,193.643295,-67.089333,-15.12,0.7604,0.0663,0.0879,-0.21925341959334688,-0.4972163031423291,0.3665,0.99379,0.1526,0.1491,0.184,0.1536
