,# source_id,ra,dec,pmra,pmdec,x,y,vx,vy,plx,memberprob,pmcorr,pmrae,pmdece,plxe
305,4050600806719731328,273.50571,-28.64247,3.6343,-3.6899,-0.0191,-0.0075,-0.003607812499999863,-0.12031250000000027,0.1193,0.97031,0.489,0.0455,0.0348,0.0363
353,4050600802461886464,273.519852,-28.647128,3.42,-3.5612,-0.0067,-0.0121,-0.21790781250000002,0.008387499999999992,0.6981,0.97581,0.273,0.2182,0.1667,0.2007
403,4050600806673570432,273.515723,-28.639259,3.5025,-3.6324,-0.0103,-0.0043,-0.1354078125,-0.06281250000000016,0.1649,0.9986,0.5544,0.0508,0.0436,0.0409
404,4050600806719710848,273.516138,-28.63931,3.4824,-3.7257,-0.01,-0.0043,-0.1555078124999998,-0.15611249999999988,0.1658,0.9966,0.3981,0.0406,0.0326,0.0363
466,4050647742140233088,273.496263,-28.63288,3.6073,-3.6043,-0.0274,0.0021,-0.030607812499999998,-0.034712499999999924,0.2108,0.99226,0.3652,0.0623,0.0487,0.0558
502,4050647742140121856,273.50931,-28.636637,3.8249,-3.472,-0.016,-0.0016,0.18699218750000002,0.09758749999999994,0.1891,0.98294,0.4917,0.0887,0.0683,0.0714
598,4050624270163236736,273.519087,-28.629391,3.5819,-3.7052,-0.0074,0.0056,-0.056007812499999865,-0.13561250000000014,1.2018,0.95762,0.1508,0.5127,0.3976,0.7182
647,4050600703594152192,273.522028,-28.660842,3.6519,-3.4644,-0.0048,-0.0258,0.013992187499999975,0.10518749999999999,0.2764,0.96054,0.4211,0.1313,0.1016,0.1157
769,4050600733742395776,273.526182,-28.653669,3.7633,-3.7165,-0.0012,-0.0187,0.12539218750000014,-0.1469125,0.2109,0.97439,0.2115,0.1317,0.1014,0.119
781,4050600733742412288,273.525126,-28.649466,3.6895,-3.8366,-0.0021,-0.0145,0.05159218749999983,-0.2670124999999999,-0.5903,0.97101,0.109,0.2197,0.1456,0.2573
801,4050600733649452544,273.529225,-28.649821,3.454,-3.7065,0.0015,-0.0148,-0.18390781249999977,-0.13691250000000021,0.1398,0.95289,0.2252,0.0476,0.0367,0.0471
807,4050600733742477568,273.531414,-28.648916,3.4533,-3.6985,0.0034,-0.0139,-0.1846078124999999,-0.1289125000000002,0.3199,0.96385,0.374,0.3259,0.2495,0.3508
946,4050600733658347392,273.522027,-28.648038,3.6848,-3.6004,-0.0048,-0.013,0.046892187500000126,-0.03081250000000013,0.1869,0.99751,0.2807,0.0559,0.0431,0.0494
949,4050600733647571456,273.521597,-28.646456,3.5053,-3.5851,-0.0052,-0.0115,-0.13260781249999987,-0.015512500000000262,0.2009,0.99856,0.2822,0.0249,0.0195,0.0222
962,4050600737953986048,273.525055,-28.64519,3.8813,-3.6167,-0.0021,-0.0102,0.24339218750000002,-0.04711249999999989,0.2151,0.99053,0.2292,0.1669,0.1302,0.1638
963,4050600738059741056,273.527527,-28.645002,3.434,-3.5585,0.0,-0.01,-0.20390781249999979,0.011087499999999917,0.0841,0.98611,0.6994,0.2791,0.247,0.2244
967,4050600737953987968,273.526314,-28.643946,3.5185,-3.6077,-0.001,-0.0089,-0.11940781249999999,-0.038112499999999994,0.2188,0.99871,0.2336,0.0879,0.0674,0.0873
1002,4050600733673770752,273.52643,-28.643206,3.6034,-3.4983,-0.0009,-0.0082,-0.03450781249999979,0.07128749999999995,0.1611,0.9989,0.1738,0.0559,0.0428,0.0562
1004,4050600802368954368,273.524529,-28.641023,3.3743,-3.6748,-0.0026,-0.006,-0.2636078125000001,-0.10521249999999993,0.0981,0.99591,0.2249,0.0635,0.0497,0.0657
1009,4050600802461937024,273.5222,-28.640382,3.5302,-3.3631,-0.0047,-0.0054,-0.10770781250000017,0.2064874999999997,0.2966,0.9908,0.4346,0.2694,0.2013,0.254
