,# source_id,ra,dec,pmra,pmdec,x,y,vx,vy,plx,memberprob,pmcorr,pmrae,pmdece,plxe
273,6730891051995373568,284.828357,-36.759807,0.9686,-2.4034,-0.0479,-0.1276,-0.13887613156306589,-0.00788978575739252,0.2084,0.9923,-0.017,0.1746,0.1574,0.1628
302,6730890880196684672,284.850982,-36.757025,0.9055,-2.6387,-0.0298,-0.1248,-0.20197613156306593,-0.24318978575739258,-0.3188,0.98223,0.0426,0.2834,0.2442,0.2174
402,6730902566804662656,284.784523,-36.729814,0.6952,-2.6831,-0.083,-0.0976,-0.41227613156306586,-0.2875897857573926,-0.063,0.95996,-0.057,0.3004,0.2521,0.2574
406,6730902940465737088,284.794257,-36.730406,1.1817,-2.8017,-0.0752,-0.0982,0.07422386843693407,-0.4061897857573924,0.0285,0.96185,-0.0476,0.3375,0.2843,0.2889
494,6730891159378426368,284.831052,-36.738528,1.1206,-2.3362,-0.0457,-0.1063,0.013123868436934139,0.05931021424260763,0.1332,0.99929,-0.0245,0.0426,0.0385,0.0388
502,6730891193730189440,284.847412,-36.736738,0.9716,-2.8364,-0.0326,-0.1045,-0.13587613156306588,-0.44088978575739235,-0.3724,0.96358,0.1192,0.4916,0.4528,0.4237
511,6730891193730145152,284.850238,-36.742582,1.2448,-2.3027,-0.0304,-0.1103,0.137323868436934,0.09281021424260727,0.112,0.95768,0.1063,0.5442,0.5004,0.5037
517,6730890987571660800,284.865617,-36.741554,0.738,-2.4471,-0.018,-0.1093,-0.3694761315630659,-0.05158978575739237,0.1085,0.99102,0.0793,0.1935,0.1722,0.1626
535,6730891017647544320,284.871639,-36.735125,1.4981,-2.2608,-0.0132,-0.1029,0.3906238684369341,0.13471021424260732,0.416,0.96167,0.1552,0.4774,0.4211,0.3554
538,6730891223805974784,284.863173,-36.731888,1.1137,-2.9574,-0.02,-0.0996,0.00622386843693401,-0.5618897857573923,0.2011,0.95509,0.3253,0.3719,0.3805,0.3007
556,6730891262449771904,284.84341,-36.726912,0.945,-2.2221,-0.0358,-0.0947,-0.16247613156306595,0.17341021424260727,0.5252,0.97523,0.0359,0.2461,0.2173,0.2107
559,6730891262452142208,284.83659,-36.725942,1.0864,-2.8849,-0.0413,-0.0937,-0.02107613156306587,-0.48938978575739256,-1.1389,0.95193,0.0641,0.7007,0.6205,0.5729
562,6730891258154694656,284.842969,-36.723475,0.7242,-2.3624,-0.0362,-0.0912,-0.38327613156306595,0.033110214242607405,-0.0695,0.99202,0.0582,0.2633,0.2393,0.2285
585,6730891262449836544,284.845259,-36.719169,0.658,-2.2217,-0.0344,-0.0869,-0.4494761315630659,0.17381021424260767,0.1574,0.97298,0.0991,0.4434,0.4055,0.3799
595,6730891223805977344,284.855879,-36.72702,0.8982,-2.4111,-0.0258,-0.0948,-0.2092761315630659,-0.015589785757392338,0.0721,0.95456,0.0954,0.727,0.6414,0.573
607,6730891228089945088,284.859851,-36.720823,1.4324,-1.9858,-0.0227,-0.0886,0.324923868436934,0.40971021424260745,0.2105,0.98053,0.3765,0.3709,0.3779,0.2761
610,6730891228089906688,284.863882,-36.723849,1.1499,-2.4678,-0.0194,-0.0916,0.04242386843693402,-0.07228978575739253,-0.0798,0.97571,0.2908,0.5894,0.5439,0.4521
618,6730891296817374208,284.854133,-36.7192,0.6278,-1.8601,-0.0272,-0.087,-0.4796761315630659,0.5354102142426074,-0.1258,0.96363,0.0504,0.449,0.406,0.3852
