,# source_id,ra,dec,pmra,pmdec,x,y,vx,vy,plx,memberprob,pmcorr,pmrae,pmdece,plxe
0,4829785385431810560,58.761525,-49.645388,-0.2551,-2.6741,0.0013,-0.0301,-0.7406517857142856,-2.5500625,-0.7466,0.9606,0.071,0.6714,1.1889,0.8455
8,4829785385431819648,58.750954,-49.638972,-0.0047,0.0801,-0.0056,-0.0237,-0.4902517857142856,0.20413749999999997,-0.2818,0.99988,-0.2355,0.2863,0.3934,0.2636
10,4829785797748698880,58.773814,-49.623822,-0.5769,-1.6676,0.0092,-0.0085,-1.0624517857142857,-1.5435625,0.5776,0.99497,-0.1124,0.5367,0.8287,0.5022
11,4829785797748706176,58.775161,-49.61823,0.7798,0.9573,0.0101,-0.003,0.2942482142857144,1.0813375,1.438,0.99512,-0.0475,1.4045,1.892,0.9586
12,4829785797748708224,58.778349,-49.617194,0.2535,-0.1714,0.0122,-0.0019,-0.23205178571428564,-0.047362500000000016,-0.0296,0.99995,-0.2449,0.4314,0.6368,0.4578
13,4829785385431826048,58.749662,-49.633742,-0.3001,-1.0912,-0.0064,-0.0185,-0.7856517857142856,-0.9671624999999999,0.5788,0.99192,-0.4021,0.7837,0.8824,0.6031
14,4829785763388962048,58.758911,-49.623864,-0.7281,1.8421,-0.0004,-0.0086,-1.2136517857142857,1.9661375,-0.3944,0.99941,-0.1717,1.067,1.3074,1.018
15,4829785595884990336,58.744395,-49.627522,0.0401,0.8103,-0.0098,-0.0122,-0.4454517857142857,0.9343375,0.7118,0.99748,-0.1691,0.667,0.885,0.5479
16,4829785797749159424,58.767042,-49.621321,-1.7786,2.3109,0.0048,-0.006,-2.2641517857142857,2.4349375,0.3724,0.99704,-0.2049,0.8959,1.5332,0.7835
17,4829785763389421184,58.764037,-49.620192,1.7127,-4.8035,0.0029,-0.0049,1.2271482142857142,-4.6794625,-1.2853,0.99944,-0.4076,1.1702,3.011,1.255
18,4829785802043412352,58.769133,-49.617204,2.5867,-2.0036,0.0062,-0.0019,2.1011482142857143,-1.8795625,-0.0822,0.99765,-0.178,0.9093,1.4856,0.8348
19,4829785802043644928,58.767636,-49.617717,-0.6204,-1.6751,0.0052,-0.0024,-1.1059517857142855,-1.5510625,0.2367,0.99964,-0.0487,1.4455,1.4319,1.0316
20,4829785797749159168,58.766973,-49.61703,1.7179,0.5641,0.0048,-0.0018,1.2323482142857143,0.6881375000000001,0.7983,0.99875,-0.2024,0.7857,1.6735,0.84
21,4829785969547394944,58.757639,-49.620709,1.9325,-1.4818,-0.0013,-0.0054,1.4469482142857144,-1.3577625,0.7751,0.99848,0.1959,1.1712,1.9148,1.1376
22,4829785969547394432,58.75269,-49.621582,0.0316,-0.1238,-0.0045,-0.0063,-0.4539517857142856,0.00023749999999998772,0.1652,1.0,-0.2653,0.214,0.2549,0.1857
23,4829785973842108160,58.755386,-49.618334,1.545,-2.1672,-0.0027,-0.0031,1.0594482142857142,-2.0431624999999998,-3.1972,0.99948,0.5095,1.6165,3.0112,1.9353
24,4829785969547410560,58.756012,-49.618198,0.6633,-0.438,-0.0023,-0.0029,0.17774821428571436,-0.31396250000000003,0.0798,0.9998,0.2869,1.3041,1.9484,1.2712
25,4829785797748718592,58.763598,-49.617819,0.7629,-2.3165,0.0026,-0.0025,0.2773482142857144,-2.1924625,0.5746,0.99964,-0.0141,0.695,0.9459,0.5635
26,4829785802043413632,58.762222,-49.616627,0.1854,0.6458,0.0017,-0.0014,-0.30015178571428563,0.7698375000000001,-0.1743,0.99998,-0.0165,0.7377,1.4207,0.7506
27,4829785973842106240,58.760449,-49.616809,-0.7626,-2.4177,0.0006,-0.0015,-1.2481517857142856,-2.2936625,1.3706,0.99958,-0.1905,1.0475,1.7317,0.9315
28,4829786008202308864,58.759872,-49.615743,-2.0386,0.3489,0.0002,-0.0005,-2.524151785714286,0.47293749999999996,2.4554,0.99602,-0.0577,0.904,1.2933,0.7107
29,4829785900827929472,58.779819,-49.610976,0.1693,0.6149,0.0131,0.0043,-0.31625178571428564,0.7389375,-0.7032,0.99948,-0.4496,0.9852,1.6599,0.8387
