,# source_id,ra,dec,pmra,pmdec,x,y,vx,vy,plx,memberprob,pmcorr,pmrae,pmdece,plxe
124,5889483392288824448,233.825571,-50.597738,-5.2638,-1.6482,-0.0275,0.0619,0.08660681362725509,-0.015901803607214493,-0.0344,0.99152,-0.066,0.0597,0.0552,0.072
866,5889483284858476160,233.813496,-50.624298,-5.1372,-1.6828,-0.0351,0.0354,0.2132068136272549,-0.05050180360721446,0.2304,0.9552,-0.0744,0.1262,0.1073,0.1472
867,5889483220490102784,233.815123,-50.623979,-5.3168,-1.6749,-0.0341,0.0357,0.03360681362725515,-0.04260180360721444,0.1492,0.99648,-0.0913,0.0681,0.0593,0.0749
883,5889483254849839232,233.811676,-50.626162,-5.2786,-1.7324,-0.0363,0.0335,0.07180681362725494,-0.10010180360721432,0.1884,0.98963,-0.1669,0.04,0.0372,0.0463
895,5889483186130358912,233.814675,-50.628236,-5.3549,-1.6552,-0.0344,0.0314,-0.004493186372744873,-0.022901803607214388,0.1217,0.99823,-0.1626,0.057,0.0528,0.0659
1135,5889494593564481792,233.77132,-50.638641,-5.2187,-1.6657,-0.0618,0.021,0.13170681362725478,-0.03340180360721434,-0.0696,0.95776,0.0522,0.1728,0.1372,0.1936
1206,5889482876892698624,233.794219,-50.643115,-5.566,-1.6689,-0.0473,0.0165,-0.21559318637274494,-0.036601803607214434,0.1251,0.96567,-0.0202,0.0977,0.082,0.1029
1638,5889484663599131136,233.882261,-50.590862,-5.2572,-1.7347,0.0085,0.0688,0.0932068136272548,-0.10240180360721429,0.1033,0.97882,-0.0894,0.0928,0.0794,0.0986
1844,5889484594879631744,233.892655,-50.603832,-5.3672,-1.7496,0.0151,0.0558,-0.016793186372745517,-0.11730180360721443,0.123,0.98611,-0.0861,0.0932,0.0803,0.1017
1872,5889483151770612864,233.874883,-50.614121,-5.181,-1.7212,0.0038,0.0455,0.16940681362725485,-0.08890180360721445,-0.136,0.97934,0.0724,0.2049,0.1512,0.2188
1888,5889483083051128448,233.878779,-50.616948,-5.0887,-1.7765,0.0063,0.0427,0.2617068136272547,-0.14420180360721435,-0.2966,0.95585,-0.0053,0.2198,0.1838,0.2389
2085,5889484560519874176,233.889821,-50.616143,-5.3755,-1.6897,0.0133,0.0435,-0.025093186372744825,-0.05740180360721436,0.1272,0.99921,-0.2217,0.0251,0.0226,0.0283
2094,5889484560472928384,233.888112,-50.618538,-5.3023,-1.7133,0.0122,0.0411,0.04810681362725511,-0.08100180360721443,0.183,0.98309,0.0415,0.1687,0.1221,0.1795
2236,5889483151770616832,233.857041,-50.617701,-5.3202,-1.725,-0.0075,0.042,0.03020681362725508,-0.09270180360721447,0.0489,0.99881,-0.143,0.036,0.0328,0.0394
2359,5889483113051916672,233.852334,-50.626751,-5.4104,-1.5881,-0.0105,0.0329,-0.0599931863727452,0.04419819639278555,0.1018,0.99758,-0.0256,0.0946,0.0801,0.0988
2390,5889483220444409728,233.837201,-50.623821,-5.578,-1.6019,-0.0201,0.0358,-0.2275931863727454,0.030398196392785515,0.153,0.95078,0.0583,0.2469,0.1868,0.2692
2401,5889483220490086272,233.832421,-50.628899,-5.3353,-1.8119,-0.0231,0.0308,0.015106813627254745,-0.17960180360721445,0.1096,0.99314,-0.0902,0.0819,0.0688,0.0876
2414,5889483220490083840,233.831707,-50.630561,-5.3588,-1.6722,-0.0236,0.0291,-0.008393186372744665,-0.03990180360721429,-0.0804,0.99776,-0.1141,0.1067,0.092,0.1167
2425,5889483220443192192,233.824642,-50.630644,-5.1399,-1.5821,-0.028,0.029,0.21050681362725499,0.050198196392785555,-0.0731,0.9923,-0.1209,0.1132,0.0979,0.1206
2455,5889483014284699648,233.831438,-50.636749,-5.2526,-1.553,-0.0237,0.0229,0.09780681362725474,0.07929819639278568,0.0221,0.99199,0.0579,0.1969,0.1458,0.2162
2483,5889483009973012224,233.840485,-50.63336,-5.7048,-1.5632,-0.018,0.0263,-0.35439318637274475,0.0690981963927857,-0.2883,0.9825,0.0642,0.2051,0.156,0.2255
2485,5889483014285945728,233.846024,-50.632671,-5.2878,-1.5475,-0.0145,0.027,0.06260681362725506,0.08479819639278552,0.245,0.96223,0.0151,0.3364,0.2371,0.34
2486,5889483014285945984,233.845576,-50.632985,-5.3207,-1.6496,-0.0148,0.0267,0.02970681362725447,-0.01730180360721434,0.0976,0.97863,-0.0633,0.248,0.211,0.2606
2493,5889483117410856320,233.856281,-50.630861,-5.3651,-1.8867,-0.008,0.0288,-0.014693186372745082,-0.2544018036072144,-0.0191,0.99092,0.0144,0.1383,0.1115,0.1486
2499,5889483117410848256,233.854646,-50.635242,-5.0571,-1.3865,-0.009,0.0244,0.29330681362725475,0.24579819639278555,0.2652,0.97187,0.0676,0.2104,0.1505,0.2195
2502,5889483014331833088,233.848171,-50.635001,-5.1515,-1.547,-0.0131,0.0247,0.1989068136272545,0.08529819639278569,0.0799,0.9974,-0.0915,0.0679,0.0568,0.0703
2510,5889483117363874304,233.852262,-50.634678,-5.3534,-1.7358,-0.0105,0.025,-0.002993186372744816,-0.1035018036072144,0.1343,0.99411,-0.1453,0.1364,0.1153,0.1475
2524,5889483009994657408,233.841172,-50.636352,-5.4281,-1.7559,-0.0175,0.0233,-0.0776931863727448,-0.1236018036072144,0.5208,0.95711,0.2443,0.3568,0.2666,0.35
2525,5889483014331639168,233.836373,-50.637987,-5.4612,-1.5414,-0.0206,0.0217,-0.11079318637274493,0.09089819639278551,-0.248,0.99671,0.0304,0.1498,0.114,0.1678
2571,5889483083051112704,233.87573,-50.627255,-5.4534,-1.843,0.0044,0.0324,-0.10299318637274535,-0.21070180360721436,0.172,0.98121,-0.0949,0.1239,0.1044,0.1334
2613,5889483048691376000,233.8624,-50.630783,-5.1729,-1.6859,-0.0041,0.0289,0.17750681362725462,-0.05360180360721434,0.0167,0.99529,0.0257,0.1625,0.1202,0.1776
2614,5889483113056466560,233.861207,-50.631266,-5.2441,-1.6692,-0.0048,0.0284,0.10630681362725447,-0.0369018036072144,0.2514,0.97715,0.1324,0.2705,0.1792,0.2651
2626,5889483044333988736,233.866176,-50.634089,-5.271,-1.594,-0.0017,0.0256,0.07940681362725499,0.03829819639278553,0.2611,0.99503,-0.2146,0.0669,0.0588,0.0733
2658,5889482327089838208,233.892419,-50.627733,-5.4204,-1.5187,0.015,0.0319,-0.06999318637274499,0.11359819639278568,0.3624,0.97216,0.0293,0.1764,0.1324,0.1935
2691,5889482322782483968,233.897614,-50.630787,-5.3333,-1.5595,0.0183,0.0289,0.017106813627254525,0.07279819639278551,0.2567,0.98949,-0.0459,0.1334,0.108,0.1456
2721,5889483044336975744,233.87903,-50.636741,-5.1121,-1.6887,0.0065,0.0229,0.23830681362725503,-0.056401803607214474,0.5314,0.96713,0.0479,0.1784,0.1315,0.1911
2743,5889482327089748480,233.890053,-50.637772,-5.5835,-1.5612,0.0135,0.0219,-0.233093186372745,0.0710981963927857,-0.1178,0.97007,0.3046,0.514,0.351,0.4858
2746,5889482288419719168,233.884818,-50.640257,-5.5174,-1.6724,0.0101,0.0194,-0.1669931863727454,-0.04010180360721449,-0.0934,0.98959,-0.0155,0.2696,0.1961,0.2854
2749,5889482327089716992,233.887266,-50.640687,-5.6427,-1.6078,0.0117,0.019,-0.2922931863727447,0.02449819639278572,0.1155,0.99124,0.0377,0.213,0.1598,0.2305
2752,5889483048644384512,233.860124,-50.633461,-5.3968,-1.6098,-0.0055,0.0262,-0.04639318637274492,0.02249819639278572,0.1221,0.99752,-0.0876,0.0996,0.081,0.1058
2755,5889483048644378112,233.862565,-50.633422,-5.3655,-1.3907,-0.004,0.0262,-0.015093186372745038,0.24159819639278557,0.1499,0.99009,-0.4605,0.1439,0.1208,0.1373
2776,5889483048644354176,233.856915,-50.637357,-5.6625,-1.7555,-0.0076,0.0223,-0.31209318637274475,-0.12320180360721444,0.3658,0.95613,0.3117,0.5641,0.3982,0.5203
2777,5889483014284614144,233.855604,-50.637845,-5.8571,-1.0162,-0.0084,0.0218,-0.5066931863727451,0.6160981963927856,0.2415,0.97371,-0.8036,0.2069,0.222,0.1426
2794,5889483048691362048,233.866634,-50.636514,-5.358,-1.8824,-0.0014,0.0232,-0.0075931863727447535,-0.25010180360721446,0.1302,0.99082,0.0241,0.1658,0.1243,0.1846
2799,5889483044333977472,233.870107,-50.636459,-5.274,-1.5754,0.0008,0.0232,0.07640681362725488,0.056898196392785705,0.3415,0.99165,-0.0814,0.1027,0.0838,0.111
2803,5889483044336969600,233.870136,-50.637869,-5.8334,-1.5832,0.0008,0.0218,-0.48299318637274524,0.049098196392785676,0.0789,0.97707,0.2719,0.3894,0.2832,0.3732
2811,5889483048644319360,233.861893,-50.640245,-5.1628,-1.7063,-0.0044,0.0194,0.18760681362725506,-0.07400180360721431,-0.3985,0.98264,0.3841,0.5229,0.332,0.4287
2835,5889482945565106304,233.854635,-50.642192,-4.86,-1.8909,-0.009,0.0175,0.4904068136272546,-0.2586018036072144,0.0198,0.96678,-0.0278,0.2331,0.1734,0.2556
2846,5889483014284594688,233.841272,-50.645342,-4.8946,-1.8316,-0.0175,0.0143,0.4558068136272553,-0.19930180360721428,-0.1035,0.96442,-0.0656,0.1458,0.1124,0.1563
2848,5889483014331618816,233.849008,-50.644829,-5.2409,-1.5899,-0.0126,0.0148,0.109506813627255,0.042398196392785525,0.136,0.99586,0.0605,0.205,0.1558,0.2256
2857,5889482945566423808,233.854095,-50.643667,-5.3914,-1.6986,-0.0093,0.016,-0.04099318637274507,-0.0663018036072145,0.1046,0.99807,-0.0879,0.1156,0.0943,0.1228
