,# source_id,ra,dec,pmra,pmdec,x,y,vx,vy,plx,memberprob,pmcorr,pmrae,pmdece,plxe
9,2039251782117842048,289.044774,30.086594,-2.5395,2.0097,-0.0895,-0.0968,-0.4954717517096263,0.22795006137120777,-0.6421,0.97783,0.059,0.3396,0.4254,0.38
22,2039252018333498112,289.036495,30.100839,-1.7103,1.9872,-0.0966,-0.0826,0.3337282482903736,0.2054500613712078,0.4895,0.9832,0.1615,0.2868,0.3621,0.3235
66,2039251812175053952,289.049771,30.096037,-1.9672,1.0893,-0.0852,-0.0874,0.07682824829037349,-0.6924499386287923,-0.0846,0.98922,0.091,0.1971,0.2446,0.2243
76,2039253220930477056,289.068994,30.094248,-2.5472,1.4273,-0.0685,-0.0892,-0.5031717517096266,-0.35444993862879226,0.3725,0.98382,0.1181,0.3599,0.472,0.4084
103,2039204739333421312,289.082342,30.072112,-2.3092,1.3296,-0.057,-0.1113,-0.2651717517096266,-0.4521499386287924,-0.3458,0.9934,0.0442,0.2812,0.376,0.3336
137,2039206014951192960,289.101558,30.070415,-2.2764,1.0203,-0.0404,-0.113,-0.23237175170962665,-0.7614499386287923,0.2426,0.97754,0.2327,0.3927,0.5068,0.4179
190,2039206289829108736,289.088311,30.087727,-2.0156,1.6395,-0.0518,-0.0957,0.028428248290373492,-0.14224993862879232,0.0713,0.99999,-0.0531,0.0314,0.0359,0.0339
200,2039206289818607360,289.087914,30.091777,-1.385,2.1737,-0.0522,-0.0917,0.6590282482903735,0.3919500613712079,-1.587,0.96848,-0.1757,0.8693,0.9437,0.9565
203,2039206289829109888,289.085221,30.093868,-2.1219,1.6926,-0.0545,-0.0896,-0.07787175170962657,-0.08914993862879217,0.145,0.99984,0.0184,0.0781,0.0947,0.0845
204,2039206289817446272,289.085803,30.093591,-1.9894,1.4871,-0.054,-0.0899,0.05462824829037349,-0.2946499386287922,0.2497,0.99917,0.0093,0.1616,0.1997,0.1782
206,2039206319881440256,289.090472,30.091304,-2.2029,1.899,-0.0499,-0.0922,-0.15887175170962653,0.11725006137120775,0.0319,0.99826,0.049,0.266,0.3238,0.2958
215,2039206221109628288,289.096141,30.08067,-2.2302,1.8362,-0.045,-0.1028,-0.1861717517096264,0.05445006137120778,-0.1988,0.99789,0.0582,0.2776,0.3374,0.3026
216,2039206251161932672,289.102199,30.079243,-2.1203,2.1012,-0.0398,-0.1042,-0.0762717517096263,0.3194500613712077,0.0788,0.99637,0.0855,0.1907,0.2369,0.2084
232,2039206251161931264,289.109037,30.079752,-1.5139,2.7422,-0.0339,-0.1037,0.5301282482903735,0.9604500613712077,-0.3838,0.97145,0.0553,0.6841,0.8925,0.7378
266,2039206358536875264,289.114694,30.090885,-1.2487,1.315,-0.029,-0.0926,0.7953282482903736,-0.4667499386287923,-0.4667,0.97845,-0.0429,0.4496,0.5291,0.4961
275,2039205220369719424,289.129729,30.054876,-1.9994,1.8879,-0.016,-0.1286,0.044628248290373485,0.10615006137120764,0.0384,0.99814,0.0385,0.2058,0.2551,0.2344
335,2039206049310911104,289.121182,30.076486,-2.0634,1.6313,-0.0234,-0.107,-0.019371751709626572,-0.1504499386287923,0.2702,0.99898,0.0498,0.1848,0.2235,0.2034
362,2039206152390133760,289.120441,30.085642,-2.0108,1.6082,-0.024,-0.0978,0.03322824829037341,-0.1735499386287922,0.1084,1.0,-0.0789,0.0177,0.0208,0.0193
366,2039206152378356864,289.124012,30.088777,-1.5067,1.6023,-0.0209,-0.0947,0.5373282482903736,-0.17944993862879222,-0.5098,0.99263,0.1887,0.4414,0.5569,0.4657
368,2039206148082727552,289.130842,30.084017,-2.4478,1.9131,-0.015,-0.0995,-0.4037717517096264,0.13135006137120775,0.1649,0.99491,0.0772,0.3375,0.4249,0.3728
387,2039206083658718208,289.146177,30.072583,-1.8449,1.6231,-0.0017,-0.1109,0.19912824829037357,-0.1586499386287923,-1.0042,0.99065,0.0379,0.3523,0.4353,0.3839
391,2039206083658718592,289.147468,30.075205,-2.0921,1.0742,-0.0006,-0.1083,-0.0480717517096263,-0.7075499386287922,0.9075,0.95273,-0.0017,0.4375,0.5697,0.4821
398,2039206083660153600,289.147388,30.076393,-1.6817,2.4133,-0.0007,-0.1071,0.3623282482903736,0.6315500613712077,0.5556,0.96656,-0.2139,0.6507,0.8047,0.741
413,2039206118018447872,289.153192,30.080594,-1.9114,1.8554,0.0043,-0.1029,0.13262824829037356,0.07365006137120766,0.3574,0.99805,-0.0036,0.1571,0.1931,0.1818
497,2039205465195281024,289.195257,30.071304,-1.6798,1.6526,0.0407,-0.1122,0.3642282482903736,-0.1291499386287922,-0.5751,0.99171,-0.0063,0.3947,0.4978,0.4248
603,2039252052693268096,289.022945,30.111118,-1.8358,2.2922,-0.1083,-0.0723,0.20822824829037345,0.5104500613712075,-0.0386,0.98709,0.1125,0.3895,0.4756,0.3958
606,2039252091357869184,289.025608,30.111506,-2.0619,1.4552,-0.106,-0.0719,-0.017871751709626515,-0.3265499386287922,0.562,0.95544,-0.0593,0.6224,0.6866,0.6012
663,2039253495802278400,289.051187,30.110721,-2.1171,1.5891,-0.0839,-0.0727,-0.07307175170962665,-0.19264993862879232,0.222,0.99869,0.0816,0.2107,0.2565,0.2434
678,2039253289643847552,289.064776,30.110773,-2.3799,1.0055,-0.0722,-0.0727,-0.3358717517096266,-0.7762499386287922,-0.9604,0.97592,-0.1677,0.6183,0.7199,0.6572
690,2039252091362354048,289.02676,30.126761,-2.267,1.3576,-0.105,-0.0567,-0.22297175170962635,-0.42414993862879236,0.5018,0.98749,0.112,0.2925,0.3494,0.3112
