,# source_id,ra,dec,pmra,pmdec,x,y,vx,vy,plx,memberprob,pmcorr,pmrae,pmdece,plxe
36,4194799179670542336,296.295266,-8.056573,-1.7687,-4.9326,-0.0146,-0.0494,-0.04248982035928117,0.038747005988024164,0.0638,0.99957,0.275,0.0384,0.0309,0.0353
46,4194799415890187904,296.260512,-8.040722,-1.6175,-4.9541,-0.049,-0.0335,0.10871017964071883,0.017247005988023645,0.0077,0.99428,0.2506,0.0788,0.0623,0.0735
50,4194799351469249280,296.270474,-8.043992,-1.6965,-4.8622,-0.0391,-0.0368,0.02971017964071887,0.1091470059880244,-0.0134,0.99646,0.2724,0.0822,0.0649,0.0801
113,4194799484609677696,296.294481,-8.025727,-2.2738,-5.1647,-0.0154,-0.0185,-0.5475898203592813,-0.1933529940119758,0.4312,0.97693,0.2527,0.3801,0.2931,0.3306
142,4194802508266660224,296.268994,-8.014668,-1.7986,-5.3307,-0.0406,-0.0074,-0.07238982035928121,-0.3593529940119762,-0.0996,0.971,0.226,0.2395,0.1821,0.2069
156,4194799557627689600,296.275149,-8.02142,-1.7465,-4.8968,-0.0345,-0.0142,-0.020289820359281174,0.07454700598802422,0.0476,0.99922,0.2028,0.1126,0.0849,0.1004
158,4194799553329156864,296.279781,-8.022314,-2.082,-5.0657,-0.0299,-0.0151,-0.3557898203592811,-0.09435299401197561,0.1617,0.98845,0.3206,0.2524,0.192,0.2199
171,4194799484609680768,296.290518,-8.023051,-1.6553,-4.9025,-0.0193,-0.0158,0.07091017964071877,0.06884700598802418,-0.0502,0.99929,0.2715,0.1524,0.1178,0.138
172,4194799488904765440,296.292551,-8.02208,-1.9839,-4.5341,-0.0173,-0.0149,-0.25768982035928123,0.43724700598802446,0.456,0.96676,0.2224,0.4418,0.3314,0.3731
175,4196300700235010816,296.295671,-8.020681,-2.1732,-5.0763,-0.0142,-0.0135,-0.44698982035928125,-0.10495299401197578,0.0406,0.9965,0.2471,0.2106,0.1616,0.1819
181,4194799557624265088,296.285018,-8.016853,-1.6475,-4.895,-0.0247,-0.0096,0.0787101796407188,0.07634700598802446,-0.3133,0.96669,0.3773,0.7562,0.5739,0.6409
185,4196300764659729792,296.287412,-8.013673,-1.5067,-5.0557,-0.0224,-0.0065,0.21951017964071884,-0.08435299401197582,0.3789,0.97506,0.3653,0.6972,0.5209,0.5906
186,4196300764659732992,296.288869,-8.011626,-2.2273,-4.8593,-0.0209,-0.0044,-0.5010898203592813,0.11204700598802386,-0.1889,0.99007,0.3523,0.4193,0.3297,0.3719
187,4196300695940249472,296.292923,-8.016885,-1.6207,-5.0076,-0.0169,-0.0097,0.10551017964071874,-0.036252994011976014,0.1743,0.99872,0.3093,0.1957,0.155,0.1744
189,4196300700235529472,296.294204,-8.016777,-1.0637,-4.3563,-0.0156,-0.0096,0.6625101796407187,0.615047005988024,-0.7626,0.96289,0.4733,1.2391,0.9828,1.0007
191,4196300700235026176,296.294778,-8.015583,-1.462,-4.6418,-0.0151,-0.0084,0.2642101796407188,0.3295470059880241,-2.5011,0.97475,0.2115,1.2327,0.9597,1.0256
214,4196300764665401472,296.286463,-8.00697,-1.8683,-5.3999,-0.0233,0.0003,-0.1420898203592813,-0.42855299401197566,0.2608,0.97383,0.34,0.6674,0.5203,0.6222
215,4196300764659746304,296.288797,-8.006785,-1.7098,-5.0959,-0.021,0.0004,0.01641017964071878,-0.12455299401197628,-0.1457,0.99912,0.3013,0.2224,0.165,0.1882
219,4196300764659735168,296.293655,-8.010881,-1.5428,-4.7459,-0.0162,-0.0037,0.18341017964071882,0.22544700598802425,-0.0735,0.97434,0.5072,1.1169,0.8899,0.8113
223,4196300768954533504,296.290027,-8.004398,-1.8613,-5.5703,-0.0198,0.0028,-0.1350898203592812,-0.5989529940119755,0.2978,0.95665,0.2391,1.1112,0.7777,0.7726
226,4196300768959374976,296.29255,-8.003854,-2.062,-5.1705,-0.0173,0.0034,-0.33578982035928107,-0.19915299401197561,0.1809,0.9971,0.2779,0.2111,0.1584,0.1793
227,4196300764659751680,296.293982,-8.004555,-1.6518,-4.7896,-0.0159,0.0027,0.07441017964071883,0.18174700598802396,0.2471,0.99212,0.296,0.4902,0.3604,0.4052
230,4196300803314276224,296.292058,-8.000801,-1.9078,-4.5843,-0.0178,0.0064,-0.18158982035928117,0.3870470059880242,-0.0462,0.99156,0.3136,0.3647,0.2722,0.3021
247,4196303719597259520,296.272364,-7.998628,-2.0432,-4.9874,-0.0373,0.0086,-0.31698982035928136,-0.01605299401197602,0.1568,0.98923,0.2091,0.1684,0.1269,0.1505
248,4196303788315986432,296.263825,-7.993447,-1.4626,-4.8395,-0.0457,0.0138,0.26361017964071887,0.1318470059880239,0.1873,0.95911,0.2525,0.282,0.2127,0.2331
