,# source_id,ra,dec,pmra,pmdec,x,y,vx,vy,plx,memberprob,pmcorr,pmrae,pmdece,plxe
154,6724035704397634560,271.774953,-43.790166,0.1835,-8.844,-0.1695,-0.0755,-0.15974298310066126,0.07625471467058453,0.157,0.99801,0.1305,0.0188,0.0157,0.0191
731,6724039995046812800,271.752827,-43.714538,0.388,-8.9571,-0.1858,0.0001,0.04475701689933875,-0.036845285329416555,0.0588,0.99277,0.1262,0.0947,0.0729,0.0872
2005,6724028317026209024,271.895601,-43.868119,0.5168,-8.9818,-0.0823,-0.1533,0.17355701689933878,-0.06154528532941583,-0.0191,0.95944,0.1928,0.3573,0.2832,0.3386
2079,6724028553270787712,271.86244,-43.84924,0.1082,-8.7858,-0.1063,-0.1344,-0.23504298310066124,0.1344547146705839,-0.1531,0.96558,0.184,0.3184,0.2548,0.3025
2088,6724028385773200256,271.877852,-43.856915,0.4277,-9.0903,-0.0952,-0.1421,0.08445701689933877,-0.1700452853294152,0.201,0.97227,0.1012,0.2098,0.1661,0.2026
2138,6724028385745779712,271.892005,-43.849581,0.4432,-8.8221,-0.085,-0.1348,0.09995701689933872,0.09815471467058323,-0.0749,0.96998,0.1463,0.369,0.2955,0.3614
2460,6724024537456439296,271.988907,-43.897157,0.6711,-8.9735,-0.0151,-0.1823,0.32785701689933877,-0.05324528532941564,-0.1024,0.95634,-0.1208,0.3068,0.2356,0.2986
2488,6724024739318888704,271.988528,-43.888625,0.2189,-9.0212,-0.0153,-0.1737,-0.12434298310066125,-0.10094528532941638,0.1035,0.98791,0.1131,0.1708,0.1354,0.1622
2503,6724024571816164992,272.006745,-43.889913,0.3671,-8.7167,-0.0022,-0.175,0.023857016899338723,0.2035547146705845,0.0216,0.99244,0.0795,0.0988,0.0784,0.0945
2520,6724025465169441664,271.958657,-43.882716,0.2376,-8.9384,-0.0369,-0.1678,-0.10564298310066125,-0.018145285329415728,0.4856,0.96112,0.0353,0.2568,0.2082,0.2485
2524,6724024808038127744,271.970147,-43.8835,0.3889,-8.7994,-0.0286,-0.1686,0.045657016899338765,0.12085471467058362,0.0872,0.98854,0.025,0.1695,0.1332,0.1678
2708,6724025499529247872,271.943374,-43.869637,0.4362,-8.7951,-0.0479,-0.1548,0.09295701689933872,0.12515471467058426,0.4387,0.96652,-0.0336,0.2417,0.1924,0.2326
2821,6724025774433467520,271.935786,-43.84994,-0.0852,-8.9387,-0.0534,-0.1351,-0.42844298310066126,-0.018445285329416805,0.0134,0.97556,0.0927,0.1991,0.1575,0.1975
2924,6724025533915277824,271.96751,-43.861063,0.2769,-8.9413,-0.0305,-0.1462,-0.06634298310066128,-0.021045285329416075,0.2373,0.99673,0.1249,0.0849,0.0673,0.0872
2986,6724024842419056256,272.013241,-43.864222,0.1877,-8.9463,0.0025,-0.1493,-0.15554298310066125,-0.026045285329416856,0.0795,0.98898,0.0995,0.2385,0.1849,0.2364
3007,6724024842419057024,272.009682,-43.862992,0.4862,-9.0454,-0.0001,-0.1481,0.14295701689933876,-0.12514528532941682,-0.0834,0.9813,0.1045,0.3047,0.235,0.321
3100,6724025843126623360,271.978566,-43.843136,0.3266,-8.8661,-0.0225,-0.1283,-0.016642983100661257,0.054154714670584525,0.1945,0.9988,0.1181,0.0873,0.0685,0.0846
3109,6724025602608387840,271.994001,-43.855873,0.4322,-9.0072,-0.0114,-0.141,0.08895701689933871,-0.08694528532941526,0.2841,0.98288,0.1133,0.2463,0.1942,0.2501
3151,6724025636968162816,271.990337,-43.844602,0.5286,-9.2261,-0.0141,-0.1297,0.1853570168993387,-0.3058452853294167,0.2715,0.96534,0.1185,0.4217,0.325,0.4201
3508,6724026255443353728,272.015743,-43.877285,0.4207,-8.7971,0.0043,-0.1624,0.07745701689933876,0.12315471467058359,0.4161,0.95402,0.1617,0.3746,0.292,0.3478
3567,6724026014925133056,272.055239,-43.872229,0.0558,-8.7074,0.0327,-0.1573,-0.28744298310066124,0.21285471467058414,-0.4682,0.9593,0.1594,0.348,0.2701,0.3225
3763,6721023454852734080,272.102857,-43.882507,0.0563,-8.8768,0.0671,-0.1677,-0.28694298310066124,0.04345471467058459,0.2556,0.96954,0.3034,0.1893,0.1468,0.1807
3817,6724026251153551232,272.027126,-43.868485,0.0105,-8.958,0.0125,-0.1536,-0.33274298310066125,-0.037745285329416234,-0.0864,0.97888,-0.0824,0.2517,0.1971,0.2372
3833,6724026255443344128,272.036215,-43.865489,0.413,-8.8473,0.019,-0.1506,0.06975701689933872,0.07295471467058334,-0.1167,0.99379,0.0615,0.1948,0.1455,0.1739
3835,6724026251151248512,272.036001,-43.864706,0.3814,-8.6535,0.0189,-0.1498,0.03815701689933876,0.26675471467058465,0.1319,0.9892,0.0808,0.0742,0.0594,0.0709
3923,6724026083644627200,272.056539,-43.861809,0.1314,-9.1919,0.0337,-0.1469,-0.21184298310066127,-0.27164528532941645,-0.5277,0.96853,0.0866,0.3032,0.2372,0.3085
3942,6724026324169292288,272.020167,-43.855284,0.2904,-8.9124,0.0075,-0.1404,-0.05284298310066127,0.007854714670584073,-0.2553,0.95474,0.0881,0.547,0.4181,0.588
3983,6724027080077124608,272.016351,-43.843843,0.3618,-9.2366,0.0047,-0.129,0.018557016899338752,-0.3163452853294153,-0.0803,0.96408,0.1855,0.46,0.3662,0.4446
