,# source_id,ra,dec,pmra,pmdec,x,y,vx,vy,plx,memberprob,pmcorr,pmrae,pmdece,plxe
182,4111891192605369728,255.525454,-26.375146,-3.3275,1.6672,-0.1183,-0.1072,-0.0507497395833334,-0.11099181985294093,-0.2343,0.97827,0.0983,0.3827,0.2427,0.3124
494,4111891261324946560,255.508164,-26.354633,-3.1117,1.7407,-0.1338,-0.0867,0.16505026041666682,-0.03749181985294103,0.3799,0.96203,-0.0184,0.3503,0.2375,0.2963
592,4112078968585706368,255.502758,-26.336389,-3.4701,1.6649,-0.1387,-0.0685,-0.19334973958333324,-0.1132918198529409,0.1012,0.99508,-0.1642,0.0792,0.0534,0.0704
1082,4111891398756743296,255.529417,-26.334871,-3.1799,1.6313,-0.1148,-0.067,0.09685026041666678,-0.14689181985294097,-0.0375,0.97786,0.095,0.3944,0.2651,0.3269
1113,4111891398793106176,255.534342,-26.336414,-2.7995,1.7559,-0.1104,-0.0685,0.4772502604166666,-0.02229181985294093,-0.2253,0.95062,0.0741,0.5765,0.3965,0.4329
1120,4111891398793114880,255.530425,-26.331233,-3.795,2.0327,-0.1139,-0.0633,-0.5182497395833332,0.2545081801470592,0.2258,0.96563,-0.0285,0.4247,0.3144,0.3362
1140,4111891433116447104,255.542622,-26.333484,-3.7314,1.7364,-0.1029,-0.0656,-0.4546497395833331,-0.041791819852941,0.2199,0.96401,0.1826,0.6656,0.4518,0.5476
1153,4112079105976493952,255.531645,-26.325727,-3.3337,1.8375,-0.1128,-0.0578,-0.05694973958333316,0.059308180147058964,0.1777,0.99691,0.0082,0.1707,0.1153,0.1561
1266,4112079483933621632,255.539634,-26.315694,-3.1894,2.0007,-0.1056,-0.0478,0.08735026041666671,0.2225081801470592,0.5865,0.97845,0.0749,0.4887,0.3368,0.3936
1267,4112079479644012672,255.541922,-26.317636,-3.2579,1.5705,-0.1036,-0.0497,0.01885026041666693,-0.20769181985294094,0.0944,0.99824,-0.014,0.1145,0.0773,0.1005
1349,4112079415214348928,255.482313,-26.29391,-3.4089,1.8473,-0.157,-0.026,-0.13214973958333331,0.069108180147059,0.2683,0.97721,0.0441,0.3447,0.2223,0.2867
1578,4112079342205147392,255.49822,-26.300416,-3.4838,1.5952,-0.1428,-0.0325,-0.20704973958333328,-0.182991819852941,0.3647,0.97882,-0.047,0.1361,0.0892,0.1207
1692,4112079174696080128,255.516587,-26.301069,-3.6706,1.6079,-0.1263,-0.0332,-0.39384973958333314,-0.17029181985294084,0.2504,0.97341,0.0677,0.4486,0.2992,0.3457
1694,4112079380854528000,255.512621,-26.298275,-3.2575,1.7743,-0.1299,-0.0304,0.019250260416666887,-0.0038918198529409587,0.1864,0.97405,-0.0629,0.5197,0.3586,0.4198
1767,4112079174743947136,255.521466,-26.307117,-2.9745,1.6061,-0.1219,-0.0392,0.3022502604166668,-0.17209181985294086,0.1577,0.98241,-0.039,0.3108,0.2043,0.2664
1786,4112079552653158272,255.529411,-26.303823,-3.0114,1.9621,-0.1148,-0.0359,0.26535026041666665,0.183908180147059,-0.2861,0.98948,-0.0998,0.3005,0.2064,0.2588
1788,4112079101684278144,255.530183,-26.313331,-3.5168,1.539,-0.1141,-0.0454,-0.2400497395833332,-0.23919181985294102,0.4813,0.9785,0.1248,0.3868,0.2498,0.3139
1861,4112079548363577344,255.526447,-26.302203,-3.3543,1.643,-0.1175,-0.0343,-0.07754973958333311,-0.13519181985294093,0.5745,0.9855,-0.033,0.249,0.1641,0.2202
1924,4112079483933657984,255.539364,-26.303279,-2.7622,1.9735,-0.1059,-0.0354,0.5145502604166667,0.19530818014705909,-0.8214,0.95969,-0.0462,0.7304,0.4581,0.5694
2019,4112079380854567424,255.509541,-26.288127,-3.0652,1.5043,-0.1326,-0.0202,0.2115502604166668,-0.273891819852941,0.1373,0.95072,-0.0346,0.4969,0.3388,0.3984
2028,4112079827531175168,255.509039,-26.285972,-3.7345,1.6982,-0.1331,-0.0181,-0.4577497395833334,-0.07999181985294102,0.1966,0.95209,0.0527,0.6523,0.4133,0.5087
2156,4112079861890944000,255.515673,-26.270866,-2.9809,1.5115,-0.1272,-0.003,0.2958502604166666,-0.2666918198529409,-0.0164,0.98747,-0.1298,0.2665,0.1721,0.2182
2172,4112079758859511552,255.522026,-26.287917,-2.8731,1.9794,-0.1215,-0.02,0.40365026041666674,0.2012081801470591,-0.3835,0.96508,-0.0048,0.5626,0.3785,0.4826
2201,4112079758811657088,255.527313,-26.285156,-3.2626,1.9281,-0.1167,-0.0172,0.014150260416666782,0.14990818014705898,0.964,0.96225,-0.0686,0.5664,0.3491,0.4364
2203,4112079758859512960,255.526605,-26.283962,-3.3699,1.9317,-0.1173,-0.016,-0.09314973958333317,0.15350818014705903,0.2445,0.99565,-0.173,0.1025,0.0642,0.0789
