,# source_id,ra,dec,pmra,pmdec,x,y,vx,vy,plx,memberprob,pmcorr,pmrae,pmdece,plxe
399,6736521483568941568,280.773564,-32.367412,1.4839,-4.665,-0.025,-0.0753,-0.041793933265924954,0.09245045500505622,0.0591,0.99729,0.0504,0.0813,0.0636,0.0647
454,6736521651063290752,280.74129,-32.360162,1.4008,-4.77,-0.0523,-0.0681,-0.1248939332659249,-0.012549544994943318,-0.2572,0.97656,0.2683,0.1863,0.1562,0.1632
627,6736521586648160256,280.775075,-32.349005,1.3962,-4.7161,-0.0237,-0.0569,-0.12949393326592484,0.0413504550050563,0.1431,0.99961,0.1863,0.0423,0.0336,0.0333
649,6736521792806590976,280.775349,-32.343122,1.3534,-4.7083,-0.0235,-0.051,-0.17229393326592501,0.04915045500505588,0.2688,0.97274,0.458,0.3329,0.287,0.2803
674,6736521517921577216,280.787005,-32.37361,1.258,-4.6052,-0.0136,-0.0815,-0.26769393326592494,0.1522504550050563,-0.0777,0.95889,0.064,0.2667,0.2084,0.206
699,6736518558665759488,280.80218,-32.370863,1.5881,-4.8513,-0.0008,-0.0788,0.062406066734075116,-0.09384954499494391,0.0738,0.97437,0.162,0.0513,0.0399,0.0392
706,6736518597350912000,280.807325,-32.367869,1.4708,-4.7667,0.0035,-0.0758,-0.054893933265924844,-0.009249544994943903,0.0736,0.99896,0.0327,0.0615,0.0475,0.0505
825,6736518593029604480,280.812947,-32.366199,1.5999,-4.8708,0.0083,-0.0741,0.07420606673407515,-0.11334954499494376,0.1505,0.97967,0.1464,0.1849,0.1497,0.1517
879,6736893840037100672,280.833928,-32.357423,1.424,-4.893,0.026,-0.0653,-0.10169393326592502,-0.13554954499494354,0.0346,0.98822,0.1452,0.1861,0.1538,0.1638
903,6736521616704072448,280.787398,-32.351129,1.846,-4.6758,-0.0133,-0.059,0.32030606673407513,0.08165045500505652,0.4283,0.95125,0.1807,0.2864,0.2315,0.2162
936,6736521621000813312,280.793041,-32.347235,1.5398,-4.5085,-0.0086,-0.0551,0.014106066734075107,0.24895045500505653,-0.0781,0.95565,0.2309,0.545,0.4468,0.4093
940,6736521621000823936,280.784135,-32.343445,1.9304,-4.7394,-0.0161,-0.0513,0.40470606673407494,0.01805045500505642,0.3784,0.96251,0.1434,0.284,0.22,0.2097
957,6736521616704121856,280.792069,-32.340865,1.5129,-4.7045,-0.0094,-0.0488,-0.01279393326592504,0.05295045500505591,0.0582,0.99353,0.2097,0.2656,0.2169,0.2062
959,6736521621000819200,280.793294,-32.340501,1.1536,-4.6098,-0.0083,-0.0484,-0.372093933265925,0.14765045500505636,-0.1506,0.96736,-0.2154,0.4622,0.3265,0.3323
985,6736896928105895296,280.799675,-32.341411,1.4241,-4.5829,-0.0029,-0.0493,-0.10159393326592503,0.17455045500505584,0.0644,0.99209,0.1754,0.2645,0.2138,0.2001
996,6736896863695221120,280.803789,-32.340204,1.3919,-4.8303,0.0005,-0.0481,-0.13379393326592504,-0.072849544994944,0.179,0.99798,0.1284,0.1259,0.1004,0.1015
998,6736896863695221632,280.804156,-32.339485,1.2625,-4.5312,0.0008,-0.0474,-0.263193933265925,0.22625045500505614,0.6255,0.96003,0.195,0.3455,0.281,0.2619
