,# source_id,ra,dec,pmra,pmdec,x,y,vx,vy,plx,memberprob,pmcorr,pmrae,pmdece,plxe
17,4109820434306326784,260.954658,-26.379216,-4.954,-0.6852,-0.0354,-0.0258,-0.1352001992031875,-0.14147051792828702,0.1744,0.98437,-0.0001,0.0981,0.0623,0.0801
204,4109826030557296128,260.987571,-26.396693,-4.7022,-0.5885,-0.0059,-0.0433,0.11659980079681187,-0.04477051792828701,0.0385,0.99477,0.3266,0.121,0.0846,0.0942
284,4109825274643057536,261.002862,-26.395322,-4.592,-0.5622,0.0078,-0.0419,0.2267998007968126,-0.018470517928287022,0.0954,0.99422,0.3141,0.0802,0.0558,0.0638
314,4109820434306655104,260.957198,-26.387137,-4.7832,-0.4926,-0.0331,-0.0337,0.03559980079681235,0.05112948207171303,0.1352,0.99507,0.2361,0.0619,0.0407,0.0465
318,4109820434216008960,260.958306,-26.386891,-4.7463,-0.5144,-0.0321,-0.0335,0.07249980079681251,0.029329482071713042,0.0781,0.99505,0.2823,0.0911,0.0632,0.07
386,4109820228057522560,260.974811,-26.386833,-4.7879,-0.6357,-0.0173,-0.0334,0.03089980079681265,-0.09197051792828703,0.04,0.99264,0.3061,0.21,0.1456,0.1616
434,4109826103577561216,260.976455,-26.383295,-4.7133,-0.6927,-0.0158,-0.0299,0.10549980079681198,-0.14897051792828697,0.1412,0.99566,0.3422,0.1048,0.0731,0.0814
449,4109820434306322560,260.96148,-26.378407,-4.7837,-0.6229,-0.0292,-0.025,0.03509980079681263,-0.079170517928287,0.1285,0.99698,0.3651,0.074,0.053,0.0582
452,4109820434216067968,260.956331,-26.375773,-4.8323,-0.5884,-0.0339,-0.0224,-0.01350019920318779,-0.044670517928287024,-0.2171,0.98955,0.2682,0.2248,0.1502,0.1786
463,4109820429920010752,260.96415,-26.378385,-4.4957,-0.4287,-0.0269,-0.025,0.323099800796812,0.11502948207171299,-0.1454,0.98779,0.3252,0.1711,0.1198,0.1319
