,# source_id,ra,dec,pmra,pmdec,x,y,vx,vy,plx,memberprob,pmcorr,pmrae,pmdece,plxe
1199,5843802154447836416,195.075403,-70.737456,-8.3664,-0.9151,0.0607,0.139,0.08075674234343921,0.0835398445832698,0.1916,0.99321,0.1227,0.02,0.0258,0.0223
1526,5843803833758741120,194.902447,-70.733538,-8.3795,-0.7956,0.0037,0.143,0.06765674234343955,0.20303984458326985,0.2341,0.96393,0.2238,0.0718,0.0857,0.0749
1585,5843800883125487488,194.946501,-70.747314,-8.512,-0.8881,0.0182,0.1292,-0.06484325765656074,0.11053984458326982,-0.0008,0.97773,0.1491,0.1487,0.1728,0.1499
1603,5843802051368609280,195.055025,-70.749284,-8.4028,-1.0574,0.054,0.1271,0.04435674234344056,-0.058760155416730075,0.2471,0.97149,0.1054,0.0355,0.0463,0.0393
1648,5843802051356554240,195.041726,-70.759684,-8.2524,-0.9315,0.0496,0.1168,0.19475674234343998,0.06713984458326983,-0.0425,0.98441,0.1374,0.1307,0.1535,0.1308
1670,5843800638304109952,195.001939,-70.760361,-8.3651,-1.0346,0.0364,0.1161,0.08205674234343974,-0.035960155416730144,0.2632,0.96801,0.1136,0.1586,0.2422,0.1948
1684,5843800569584628992,195.018041,-70.764145,-8.5888,-0.9252,0.0417,0.1123,-0.14164325765656116,0.0734398445832698,0.1488,0.96375,0.125,0.1611,0.1915,0.1664
1770,5843800642607252096,194.98131,-70.762517,-8.4368,-1.0471,0.0296,0.114,0.010356742343439862,-0.0484601554167301,0.0242,0.97636,0.1041,0.1812,0.2169,0.1831
1782,5843800608247502592,194.977783,-70.764755,-8.572,-0.8982,0.0285,0.1117,-0.12484325765655946,0.10043984458326982,0.2494,0.95754,0.0269,0.1832,0.2068,0.1704
1789,5843800573888732544,194.99708,-70.766859,-8.3788,-1.2644,0.0348,0.1096,0.06835674234343969,-0.26576015541673015,-0.1459,0.96461,0.1922,0.216,0.3084,0.2608
1800,5843800539527996288,194.971001,-70.770856,-8.5699,-1.1699,0.0262,0.1056,-0.1227432576565608,-0.17126015541673012,0.2563,0.96582,0.1515,0.113,0.1335,0.1141
1817,5843800608247465088,194.956051,-70.77149,-8.4723,-1.1309,0.0213,0.105,-0.02514325765656089,-0.1322601554167302,0.1729,0.97482,0.0321,0.1901,0.2514,0.2129
1825,5843800608247455488,194.949277,-70.77379,-8.2399,-1.1936,0.0191,0.1027,0.20725674234343927,-0.19496015541673017,0.0283,0.97795,0.0864,0.176,0.2264,0.2006
1871,5843801359857555200,195.165081,-70.758904,-8.3522,-1.046,0.0902,0.1174,0.09495674234343987,-0.04736015541673022,0.2402,0.98131,0.1449,0.0785,0.0864,0.0883
1980,5843801054936174336,195.125571,-70.773128,-8.4216,-1.0331,0.0771,0.1032,0.025556742343439964,-0.03446015541673009,0.1904,0.99523,0.1296,0.0531,0.0678,0.0606
2043,5843800986204553856,195.133173,-70.785385,-8.2868,-1.1945,0.0796,0.091,0.16035674234344022,-0.19586015541673008,-0.1785,0.95637,0.1278,0.2331,0.3021,0.2817
2174,5843800981901032064,195.112439,-70.790394,-8.4137,-1.0713,0.0727,0.086,0.033456742343439316,-0.0726601554167301,0.0974,0.99582,0.1407,0.0766,0.103,0.0903
2186,5843789230869482496,195.151802,-70.795338,-8.4988,-0.9966,0.0857,0.081,-0.05164325765655953,0.0020398445832697787,0.2435,0.98296,0.0958,0.1219,0.1385,0.1223
2217,5843789269533654016,195.176467,-70.806799,-8.5156,-1.2438,0.0937,0.0695,-0.06844325765655945,-0.2451601554167302,0.0976,0.95234,0.2352,0.2617,0.2798,0.2578
2242,5843789235173900160,195.142988,-70.807502,-8.4981,-1.1397,0.0827,0.0688,-0.05094325765656116,-0.14106015541673012,0.1592,0.98771,0.192,0.1398,0.1467,0.1327
2257,5843801295442264832,195.055275,-70.769167,-8.4022,-1.329,0.054,0.1073,0.04495674234343916,-0.33036015541673014,-0.0469,0.95231,0.144,0.208,0.2806,0.2546
2279,5843799817973486848,195.01814,-70.773519,-8.2889,-0.9397,0.0418,0.1029,0.15825674234343978,0.05893984458326984,0.1784,0.96632,0.1445,0.2155,0.2865,0.2591
2286,5843801295442238592,195.045819,-70.774334,-8.4642,-1.0734,0.0509,0.1021,-0.01704325765656023,-0.07476015541673009,-0.194,0.98013,0.1125,0.1873,0.2585,0.2242
