file_name,mean_x,mean_y,mean_vx,mean_vy,size,r_sun,vPhi.vR,rotating,age,RA,DEC,L,B,R_sun,R_gc,X,Y,Z,X.Fe.H.,wt,E.B.V.,V_HB,X.m.M.V,V_t,M_V.t,U.B,B.V,V.R,V.I,spt,ellip
NGC_6453.txt,87.7171352555555,-0.644252162873736,0.241227222222222,-5.92970055555556,180,11.6,-29.0168,0,NA,17 50 51.70,-34 35 57.0,355.72,-3.87,11.6,3.7,11.5,-0.9,-0.8,-1.5,4,0.64,17.88,17.3,10.08,-7.22,0.68,1.31,0.99,2,F8,0.09
NGC_6496.txt,89.7662174397225,-0.863361989918579,-3.09978330442324,-9.38749535993061,2306,11.3,-0.104139,0,10.75+-0.38,17 59 03.68,-44 15 57.4,348.03,-10.01,11.3,4.2,10.9,-2.3,-2,-0.46,3,0.15,16.47,15.74,8.54,-7.2,0.45,0.98,NA,NA,G4,0.16
NGC_6517.txt,90.4602324970845,-0.156998470325905,-1.56358921282799,-4.48501413994169,686,10.6,-0.433623,0,NA,18 01 50.52,-08 57 31.6,19.23,6.76,10.6,4.2,10,3.5,1.3,-1.23,4,1.08,19.1,18.48,10.23,-8.25,0.85,1.75,NA,2.31,F8,0.06
NGC_6522.txt,90.8963796371681,-0.549982856339389,2.60564041297935,-6.47707050147493,339,7.7,0.278174,0,NA,18 03 34.02,-30 02 02.3,1.02,-3.93,7.7,0.6,7.7,0.1,-0.5,-1.34,4,0.48,16.52,15.92,8.27,-7.65,0.65,1.21,0.76,1.51,F7/8,0.06
NGC_6528.txt,91.2061738974359,-0.550450198980656,-2.14897820512821,-5.62966923076923,78,7.9,-4.10136,0,NA,18 04 49.64,-30 03 22.6,1.14,-4.17,7.9,0.6,7.9,0.2,-0.6,-0.11,7,0.54,16.95,16.17,9.6,-6.57,1.09,1.53,0.9,1.74,G3,0.11
NGC_6535.txt,90.9605227946128,-0.00518512191746879,-4.25591066217733,-2.92354668911336,891,6.8,0.12564,0,12.75+-0.50,18 03 50.51,-00 17 51.5,27.18,10.44,6.8,3.9,6,3.1,1.2,-1.79,3,0.34,15.75,15.22,10.47,-4.75,0.29,0.94,NA,NA,G0,0.08
NGC_6539.txt,91.2048895101351,-0.132829163415048,-7.01573277027027,-3.58306948198198,1776,7.8,18.3711,0,NA,18 04 49.68,-07 35 09.1,20.8,6.78,7.8,3,7.2,2.8,0.9,-0.63,5,1.02,18.33,17.62,9.33,-8.29,1.01,1.83,NA,2.23,G4,0.08
NGC_6540_Djorg.txt,91.536150325,-0.504777576962487,-3.74279,-2.7749225,40,5.3,-0.132216,0,NA,18 06 08.6,-27 45 55,3.29,-3.31,5.3,2.8,5.2,0.3,-0.3,-1.35,2,0.66,16.25,15.65,9.3,-6.35,NA,NA,NA,NA,,NA
NGC_6541.txt,92.0090799550576,-0.850029530938708,0.343242983100661,-8.92025471467058,8166,7.5,0.633073,0,12.50+-0.50,18 08 02.36,-43 42 53.6,349.29,-11.19,7.5,2.1,7.3,-1.4,-1.5,-1.81,4,0.14,15.35,14.82,6.3,-8.52,0.13,0.76,0.49,1.01,F6,0.12
NGC_6544.txt,91.8371185266689,-0.450944146395033,-2.31353606172425,-18.6695032986694,8943,3,-2.9341,0,NA,18 07 20.58,-24 59 50.4,5.84,-2.2,3,5.1,2.9,0.3,-0.1,-1.4,4,0.76,15.3,14.71,7.77,-6.94,0.73,1.46,0.98,1.92,F9,0.22
NGC_6553.txt,92.32445625,-0.468402815152784,0.352705485611511,-0.428925449640288,1112,6,-1.47323,0,NA,18 09 17.60,-25 54 31.3,5.26,-3.03,6,2.2,5.9,0.5,-0.3,-0.18,6,0.63,16.6,15.83,8.06,-7.77,1.34,1.73,1.01,2.13,G4,0.17
NGC_6558.txt,92.5754616904762,-0.58518030676475,-1.70988928571429,-4.14913333333333,84,7.4,3.83759,0,NA,18 10 17.60,-31 45 50.0,0.2,-6.02,7.4,1,7.3,0,-0.8,-1.32,5,0.44,16.3,15.7,9.26,-6.44,0.58,1.11,0.71,1.46,F7,NA
NGC_6569.txt,93.4114804340176,-0.586485964344534,-4.14274105571848,-7.37245762463343,682,10.9,21.6552,0,NA,18 13 38.80,-31 49 36.8,0.48,-6.68,10.9,3.1,10.8,0.1,-1.3,-0.76,4,0.53,17.52,16.83,8.55,-8.28,0.74,1.34,0.83,1.69,G1,0
NGC_6584.txt,94.6564180418944,-1.07229387289246,-0.00737540983606557,-7.28450796903461,2196,13.5,1.84322,0,11.75+-0.25,18 18 37.60,-52 12 56.8,342.14,-16.41,13.5,7,12.3,-4,-3.8,-1.5,2,0.1,16.53,15.96,8.27,-7.69,0.17,0.76,0.5,1.04,F6,NA
NGC_6624.txt,95.9181402766798,-0.556582918326331,0.163679644268775,-6.98763063241107,506,7.9,2.85346,0,11.25+-0.50,18 23 40.51,-30 21 39.7,2.79,-7.91,7.9,1.2,7.8,0.4,-1.1,-0.44,4,0.28,16.09,15.36,7.87,-7.49,0.6,1.11,0.67,1.42,G4/5,0.06
NGC_6626_M_28.txt,96.1376895087586,-0.448345372707036,-0.216324676313785,-9.00954501142422,2626,5.5,-2.9087,0,NA,18 24 32.81,-24 52 11.2,7.8,-5.58,5.5,2.7,5.4,0.7,-0.5,-1.32,2,0.4,15.55,14.95,6.79,-8.16,0.46,1.08,0.69,1.41,F8,0.16
NGC_6637_M_69.txt,97.8463645050901,-0.597214871531337,-5.12598073610023,-5.86898543461237,1277,8.8,-0.440104,0,11.00+-0.38,18 31 23.10,-32 20 53.1,1.72,-10.27,8.8,1.7,8.6,0.3,-1.6,-0.64,4,0.18,15.98,15.28,7.64,-7.64,0.48,1.01,0.62,1.28,G2/3,0.01
NGC_6638.txt,97.7332232619048,-0.460478760251721,-2.51165515873016,-4.07435555555556,252,9.4,0.0234477,0,NA,18 30 56.10,-25 29 50.9,7.9,-7.15,9.4,2.2,9.3,1.3,-1.2,-0.95,4,0.41,16.8,16.14,9.02,-7.12,0.56,1.15,0.72,1.5,G0,0.01
NGC_6642.txt,97.9756355791855,-0.421715306104526,-0.145338461538462,-3.87680633484163,221,8.1,-1.61765,0,NA,18 31 54.10,-23 28 30.7,9.81,-6.44,8.1,1.7,8,1.4,-0.9,-1.26,5,0.4,16.4,15.79,9.13,-6.66,0.57,1.11,0.72,1.45,F8,0.03
NGC_6652.txt,98.9401612875112,-0.610527381442315,-5.57319712488769,-4.24155534591195,1113,10,-2.46397,0,11.25+-0.25,18 35 45.63,-32 59 26.6,1.53,-11.38,10,2.7,9.8,0.3,-2,-0.81,4,0.09,15.96,15.28,8.62,-6.66,0.37,0.94,0.52,1.08,G3,0.2
NGC_6656_M_22.txt,99.0999515346162,-0.429936537213283,9.89811988092156,-5.61857327350649,34767,3.2,-7.11853,1,12.50+-0.50,18 36 23.94,-23 54 17.1,9.89,-7.55,3.2,4.9,3.2,0.6,-0.4,-1.7,8,0.34,14.15,13.6,5.1,-8.5,0.28,0.98,0.68,1.42,F5,0.14
NGC_6681_M_70.txt,100.804340739636,-0.596057748961525,1.52569393326592,-4.75745045500506,1978,9,-5.02582,0,12.75+-0.38,18 43 12.76,-32 17 31.6,2.85,-12.51,9,2.2,8.8,0.4,-2,-1.62,3,0.07,15.55,14.99,7.87,-7.12,0.12,0.72,0.47,0.99,F5,0.01
NGC_6712.txt,103.268018673893,-0.152516068537699,3.4563879403794,-4.44685126467931,2214,6.9,0.214824,0,NA,18 53 04.30,-08 42 22.0,25.35,-4.32,6.9,3.5,6.3,3,-0.5,-1.02,4,0.45,16.25,15.6,8.1,-7.5,0.53,1.17,0.72,1.57,F9,0.11
NGC_6715_M_54.txt,103.763950345595,-0.559000388140125,-2.67208856572569,-1.34743915027089,3507,26.5,4.75763,0,11.75+-0.50,18 55 03.33,-30 28 47.5,5.61,-14.09,26.5,18.9,25.6,2.5,-6.5,-1.49,7,0.15,18.16,17.58,7.6,-9.98,0.24,0.85,0.53,1.1,F7/8,0.06
NGC_6717.txt,NA,NA,NA,NA,NA,NA,NA,NA,12.50+-0.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NGC_6717_Pal9.txt,103.77674449247,-0.407029457538744,-3.16692093373494,-5.05452590361446,664,7.1,NA,0,NA,18 55 06.04,-22 42 05.3,12.88,-10.9,7.1,2.4,6.8,1.6,-1.3,-1.26,3,0.22,15.55,14.94,9.28,-5.66,0.35,1,0.65,1.37,F6,0.01
NGC_6723.txt,104.888223864816,-0.687966531718469,1.10747613156307,-2.39551021424261,6628,8.7,-1.0261,0,12.50+-0.25,18 59 33.15,-36 37 56.1,0.07,-17.3,8.7,2.6,8.3,0,-2.6,-1.1,3,0.05,15.48,14.84,7.01,-7.83,0.21,0.75,0.5,1.05,F9,0
NGC_6749.txt,106.316281899851,0.0332065142867508,-2.82420523168909,-6.03332391629298,669,7.9,-0.130702,0,NA,19 05 15.3,+01 54 03,36.2,-2.21,7.9,5,6.4,4.7,-0.3,-1.6,1,1.5,19.7,19.14,12.44,-6.7,0.8,2.14,NA,NA,,NA
NGC_6752.txt,107.716023498016,-1.31640980235843,-3.16783578504796,-4.03748933911444,38055,4,3.4781,1,12.50+-0.25,19 10 52.11,-59 59 04.4,336.49,-25.63,4,5.2,3.3,-1.4,-1.7,-1.54,8,0.04,13.7,13.13,5.4,-7.73,0.07,0.66,0.43,0.93,F4/5,0.04
NGC_6760.txt,107.800288126866,0.0179758747439474,-1.06914552238806,-3.61835286069652,804,7.4,9.35984,0,NA,19 11 12.01,+01 01 49.7,36.11,-3.92,7.4,4.8,5.9,4.3,-0.5,-0.4,3,0.77,17.46,16.72,8.88,-7.84,1.09,1.66,1.01,2.12,G5,0.04
NGC_6779_M_56.txt,109.147666387165,0.553020396655144,-2.04402824829037,1.78174993862879,5703,9.4,5.6266,0,12.75+-0.50,19 16 35.57,+30 11 00.5,62.66,8.34,9.4,9.2,4.3,8.3,1.4,-1.98,2,0.26,16.18,15.68,8.27,-7.41,0.15,0.86,NA,1.16,F5,0.03
NGC_6809_M_55.txt,115.000983402443,-0.568794509192376,-3.43371772396057,-9.3428860222889,23330,5.4,3.27574,0,13.00+-0.25,19 39 59.71,-30 57 53.1,8.79,-23.27,5.4,3.9,4.9,0.8,-2.1,-1.94,4,0.08,14.4,13.89,6.32,-7.57,0.11,0.72,0.48,1,F4,0.02
NGC_6838_M_71.txt,118.444330105652,0.333785133272706,-3.46546224016492,-2.5788767050335,5821,4,1.26249,0,11.00+-0.38,19 53 46.49,+18 46 45.1,56.75,-4.56,4,6.7,2.2,3.4,-0.3,-0.78,11,0.25,14.48,13.8,8.19,-5.61,0.63,1.09,0.63,1.36,G1,0
NGC_6864_M_75.txt,121.521216925277,-0.392300399186017,-0.582592936368943,-2.71788686514886,1713,20.9,0.842938,0,NA,20 06 04.69,-21 55 16.2,20.3,-25.75,20.9,14.7,17.6,6.5,-9.1,-1.29,3,0.16,17.7,17.09,8.52,-8.57,0.28,0.87,0.55,1.16,F9,0.07
NGC_6934.txt,128.547315761433,0.129587125991161,-2.63771546440358,-4.66831456859972,2121,15.6,0.992188,0,11.75+-0.25,20 34 11.37,+07 24 16.1,52.1,-18.89,15.6,12.8,9.1,11.7,-5.1,-1.47,2,0.1,16.86,16.28,8.83,-7.45,0.2,0.77,0.49,0.99,F7/8,0.01
NGC_6981_M_72.txt,133.365737358333,-0.220591646061436,-1.21429049242424,-3.35472511363636,2640,17,-2.58612,0,11.50+-0.25,20 53 27.70,-12 32 14.3,35.16,-32.68,17,12.9,11.7,8.3,-9.2,-1.42,4,0.05,16.9,16.31,9.27,-7.04,0.14,0.72,0.45,0.94,F7,0.02
NGC_7006.txt,135.372435201852,0.286354909056867,-0.216927962962963,-0.494983888888889,540,41.2,-0.178815,0,NA,21 01 29.38,+16 11 14.4,63.77,-19.41,41.2,38.5,17.2,34.8,-13.7,-1.52,6,0.05,18.8,18.23,10.56,-7.67,0.06,0.75,NA,0.98,F6,0.01
NGC_7078_M_15.txt,142.492948081461,0.213958564495183,-0.627269541451564,-3.79890053902217,13172,10.4,-17.7984,0,12.75+-0.25,21 29 58.33,+12 10 01.2,65.01,-27.31,10.4,10.4,3.9,8.3,-4.8,-2.37,11,0.1,15.83,15.39,6.2,-9.19,0.06,0.68,NA,0.85,F3/4,0.05
NGC_7089_M_2.txt,143.36133890982,-0.0143817380311238,3.58733479041916,-2.151042,8350,11.5,-21.3751,0,11.75+-0.25,21 33 27.02,-00 49 23.7,53.37,-35.77,11.5,10.4,5.6,7.5,-6.7,-1.65,5,0.06,16.05,15.5,6.47,-9.03,0.09,0.66,0.46,0.92,F4,0.11
NGC_7099_M_30.txt,145.091386846392,-0.416060086361374,-0.712099355670103,-7.27307197164949,7760,8.1,-0.660733,0,13.00+-0.25,21 40 22.12,-23 10 47.5,27.18,-46.84,8.1,7.1,4.9,2.5,-5.9,-2.27,4,0.03,15.1,14.64,7.19,-7.45,0.03,0.6,0.41,0.86,F3,0.01
NGC_7492.txt,167.110338747748,-0.27590546571291,0.750361036036036,-2.33247027027027,444,26.3,-0.987707,0,NA,23 08 26.63,-15 36 41.4,53.39,-63.48,26.3,25.3,7,9.4,-23.5,-1.78,5,0,17.63,17.1,11.29,-5.81,0.23,0.42,NA,NA,,0.24
Pal_1.txt,-126.672706153846,2.39491898653017,-0.280568269230769,0.164436538461538,104,11.1,-98.104,0,NA,03 33 20.04,+79 34 51.8,130.06,19.03,11.1,17.2,-6.8,8.1,3.6,-0.65,2,0.15,16.4,15.7,13.18,-2.52,NA,0.96,NA,NA,,0.22
Pal_10.txt,109.508919749288,0.32996542544405,-4.39027464387464,-7.16593732193732,351,5.9,9.15272,0,NA,19 18 02.1,+18 34 18,52.43,2.72,5.9,6.4,3.6,4.7,0.3,-0.1,1,1.66,19.8,19.01,13.22,-5.79,NA,NA,NA,NA,,NA
Pal_11.txt,116.310394278443,-0.140197720894685,-1.72621017964072,-4.97134700598802,334,13.4,1.02779,0,NA,19 45 14.4,-08 00 26,31.81,-15.57,13.4,8.2,11,6.8,-3.6,-0.4,4,0.35,17.46,16.72,9.8,-6.92,NA,1.27,NA,NA,,NA
Pal_12.txt,146.662242828169,-0.379731412219087,-3.28478394366197,-3.40118112676056,355,19,-0.473678,0,NA,21 46 38.84,-21 15 09.4,30.51,-47.68,19,15.8,11,6.5,-14.1,-0.85,6,0.02,17.13,16.46,11.99,-4.47,0.34,1.07,NA,NA,,NA
Pal_13.txt,166.686516382353,0.22475847945648,1.71134117647059,0.190372058823529,68,26,5.30333,0,NA,23 06 44.44,+12 46 19.2,87.1,-42.7,26,26.9,1,19.1,-17.6,-1.88,2,0.05,17.75,17.23,13.47,-3.76,-0.11,0.76,NA,NA,,NA
Pal_14.txt,62.751352443038,0.264042869818941,-0.467278481012658,-0.448758227848101,79,76.5,0.366894,0,NA,16 11 00.6,+14 57 28,28.74,42.19,76.5,71.6,49.7,27.3,51.4,-1.62,4,0.04,20.1,19.54,14.74,-4.8,NA,NA,NA,NA,,NA
Pal_15.txt,74.9650612970297,-0.00937909495604192,-0.479658415841584,-0.93819801980198,101,45.1,0.152323,0,NA,16 59 51.0,-00 32 20,18.88,24.3,45.1,38.4,38.9,13.3,18.6,-2.07,4,0.4,20,19.51,14,-5.51,NA,NA,NA,NA,,NA
Pal_2.txt,-108.473719030395,0.577347558154064,1.00659027355623,-1.51211246200608,329,27.2,0.850671,0,NA,04 46 05.91,+31 22 53.4,170.53,-9.07,27.2,35,-26.4,4.4,-4.3,-1.42,1,1.24,21.6,21.01,13.04,-7.97,1.83,2.08,NA,2.65,,0.05
Pal_3.txt,-28.6185764,0.00129530143357077,0.078685,-0.109811666666667,60,92.5,0.916656,0,NA,10 05 31.9,+00 04 18,240.15,41.86,92.5,95.7,-34.3,-59.7,61.7,-1.63,5,0.04,20.51,19.95,14.26,-5.69,NA,NA,NA,NA,,NA
Pal_4.txt,-7.68362272631579,0.528738489761316,-0.110077894736842,-0.455332631578947,95,108.7,-0.228482,0,NA,11 29 16.80,+28 58 24.9,202.31,71.8,108.7,111.2,-31.4,-12.9,103.2,-1.41,5,0.01,20.8,20.21,14.2,-6.01,NA,NA,NA,NA,,NA
Pal_5.txt,49.0195152486773,-0.00208839451957556,-2.64356005291005,-2.64627592592593,378,23.2,1.05452,0,NA,15 16 05.25,-00 06 41.8,0.85,45.86,23.2,18.6,16.2,0.2,16.7,-1.41,2,0.03,17.51,16.92,11.75,-5.17,NA,NA,NA,NA,,NA
Pal_6.txt,85.9262200539682,-0.47457338951925,-9.34753873015873,-5.35322285714286,315,5.8,0.531895,0,NA,17 43 42.2,-26 13 21,2.1,1.78,5.8,2.2,5.8,0.2,0.2,-0.91,3,1.46,19,18.34,11.55,-6.79,NA,2.83,NA,NA,,NA
Pal_8.txt,100.375152187861,-0.353177079554787,-1.96146676300578,-5.68489624277457,346,12.8,1.83174,0,NA,18 41 29.9,-19 49 33,14.11,-6.79,12.8,5.5,12.3,3.1,-1.5,-0.37,3,0.32,17.27,16.53,11.02,-5.51,0.72,1.22,NA,NA,,NA
Pyxis.txt,-43.0124374485981,-0.701020316752172,1.0733308411215,0.109155140186916,107,39.4,-0.447505,0,NA,09 07 57.8,-37 13 17,261.32,7,39.4,41.4,-5.9,-38.7,4.8,-1.2,3,0.21,19.25,18.63,12.9,-5.73,NA,NA,NA,NA,,NA
Rup_106.txt,9.66795818686869,-1.04231836953436,-1.07271447811448,0.510048653198653,594,21.2,-0.557459,0,NA,12 38 40.2,-51 09 01,300.88,11.67,21.2,18.5,10.7,-17.8,4.3,-1.68,6,0.2,17.8,17.25,10.9,-6.35,NA,NA,NA,NA,,NA
Terzan_1_HP_2.txt,83.9465791648936,-0.558988390966172,-2.94003563829787,-4.92114255319149,188,6.7,-3.14407,0,NA,17 35 47.8,-30 28 11,357.57,1,6.7,1.3,6.7,-0.3,0.1,-1.03,3,1.99,20.96,20.31,15.9,-4.41,NA,NA,NA,NA,,NA
Terzan_10.txt,90.7419126614173,-0.471569419447965,-6.99833543307087,-2.51514251968504,127,5.8,1.53622,0,NA,18 03 36.4,-26 04 21,4.49,-1.99,5.8,2.3,5.8,0.5,-0.2,-1,1,2.4,21.9,21.25,14.9,-6.35,NA,NA,NA,NA,,NA
Terzan_12.txt,93.0625504239766,-0.40777877743933,-6.32009064327485,-3.09158830409357,342,4.8,-0.392093,0,NA,18 12 15.8,-22 44 31,8.37,-2.1,4.8,3.4,4.7,0.7,-0.2,-0.5,1,2.06,20.5,19.77,15.63,-4.14,NA,NA,NA,NA,,NA
Terzan_2_HP_3.txt,81.8885422169811,-0.565493655556222,-2.09333018867925,-6.27050943396226,106,7.5,-0.0340359,0,NA,17 27 33.10,-30 48 08.4,356.32,2.3,7.5,0.8,7.5,-0.5,0.3,-0.69,3,1.87,20.87,20.17,14.29,-5.88,NA,NA,NA,NA,,NA
Terzan_3.txt,67.1657709520295,-0.660234796083494,-5.66379215867159,-1.74167804428044,1084,8.2,-15.3658,0,NA,16 28 40.08,-35 21 12.5,345.08,9.19,8.2,2.5,7.8,-2.1,1.3,-0.74,2,0.73,17.51,16.82,12,-4.82,NA,NA,NA,NA,,NA
Terzan_4_HP_4.txt,82.6617404225352,-0.58173850408878,-5.49644225352113,-3.68925774647887,71,7.2,0.28195,0,NA,17 30 39.00,-31 35 43.9,356.02,1.31,7.2,1,7.2,-0.5,0.2,-1.41,4,2,21.07,20.48,16,-4.48,NA,NA,NA,NA,,NA
Terzan_5_11.txt,87.0190452757202,-0.446647443366408,-1.94982798353909,-5.27695308641975,243,6.9,0.0410375,0,NA,17 48 04.80,-24 46 45,3.84,1.69,6.9,1.2,6.9,0.5,0.2,-0.23,3,2.28,22.04,21.27,13.85,-7.42,2.13,2.77,NA,NA,,NA
Terzan_6_HP_5.txt,87.6943505208333,-0.575196972227475,-5.04049375,-7.42127291666667,48,6.8,-0.541328,0,NA,17 50 46.38,-31 16 31.4,358.57,-2.16,6.8,1.3,6.8,-0.2,-0.3,-0.56,2,2.35,22.16,21.44,13.85,-7.59,NA,NA,NA,NA,,NA
Terzan_7.txt,109.432349627615,-0.645573148595895,-2.92475774058577,-1.60853723849372,239,22.8,0.996026,0,NA,19 17 43.92,-34 39 27.8,3.39,-20.07,22.8,15.6,21.4,1.3,-7.8,-0.32,6,0.07,17.76,17.01,12,-5.01,NA,NA,NA,NA,,NA
Terzan_8.txt,115.43429220614,-0.631675160629861,-2.55473070175439,-1.54662828947368,456,26.3,0.0186499,0,NA,19 41 44.41,-33 59 58.1,5.76,-24.56,26.3,19.4,23.8,2.4,-10.9,-2.16,2,0.12,17.95,17.47,12.4,-5.07,NA,NA,NA,NA,,NA
Terzan_9.txt,90.4106613137255,-0.486554504335982,-2.18677973856209,-7.79114248366013,153,7.1,3.05601,0,NA,18 01 38.8,-26 50 23,3.61,-1.99,7.1,1.1,7.1,0.4,-0.2,-1.05,2,1.76,20.35,19.71,16,-3.71,NA,NA,NA,NA,,NA
Ton2_Pismis26.txt,84.0441576499239,-0.730286077304954,-6.07773713850837,-0.718442922374429,657,8.2,1.47229,0,NA,17 36 10.5,-38 33 12,350.8,-3.42,8.2,1.4,8.1,-1.3,-0.5,-0.7,1,1.24,19.1,18.41,12.24,-6.17,NA,NA,NA,NA,,NA
UKS_1.txt,88.6151544285714,-0.434462717905261,-2.13618571428571,-2.7713,7,7.8,-6.01444,0,NA,17 54 27.2,-24 08 43,5.13,0.76,7.8,0.7,7.8,0.7,0.1,-0.64,2,3.14,24.9,24.2,17.29,-6.91,NA,NA,NA,NA,,NA
Whiting_1.txt,-149.259580685714,-0.0568244686511329,-0.400422857142857,-2.02463142857143,35,30.1,0.248442,0,NA,02 02 57,-03 15 10,161.22,-60.76,30.1,34.5,-13.9,4.7,-26.3,-0.7,1,0.03,18.18,17.49,15.03,-2.46,NA,NA,NA,NA,,NA
