Gmag,G_BPmag,G_RPmag,logAge,MH
13.936,16.030,12.624,10.10551,-1.40000
13.030,14.526,11.855,10.10551,-1.40000
12.155,13.350,11.081,10.10551,-1.40000
11.626,12.715,10.597,10.10551,-1.40000
11.226,12.254,10.225,10.10551,-1.40000
10.618,11.575,9.650,10.10551,-1.40000
10.069,10.974,9.128,10.10551,-1.40000
9.653,10.521,8.732,10.10551,-1.40000
9.315,10.153,8.411,10.10551,-1.40000
8.915,9.707,8.036,10.10551,-1.40000
8.419,9.140,7.585,10.10551,-1.40000
7.843,8.468,7.074,10.10551,-1.40000
7.229,7.772,6.522,10.10551,-1.40000
6.655,7.129,6.005,10.10551,-1.40000
6.650,7.123,6.000,10.10551,-1.40000
6.516,6.973,5.880,10.10551,-1.40000
6.387,6.830,5.765,10.10551,-1.40000
6.268,6.697,5.657,10.10551,-1.40000
6.158,6.575,5.558,10.10551,-1.40000
6.077,6.485,5.486,10.10551,-1.40000
5.940,6.334,5.362,10.10551,-1.40000
5.811,6.194,5.245,10.10551,-1.40000
5.685,6.057,5.130,10.10551,-1.40000
5.565,5.927,5.020,10.10551,-1.40000
5.474,5.829,4.936,10.10551,-1.40000
5.445,5.798,4.909,10.10551,-1.40000
5.308,5.652,4.782,10.10551,-1.40000
5.181,5.517,4.663,10.10551,-1.40000
5.054,5.383,4.543,10.10551,-1.40000
4.927,5.250,4.423,10.10551,-1.40000
4.799,5.117,4.301,10.10551,-1.40000
4.694,5.009,4.200,10.10551,-1.40000
4.653,4.966,4.161,10.10551,-1.40000
4.513,4.821,4.025,10.10551,-1.40000
4.379,4.686,3.894,10.10551,-1.40000
4.336,4.642,3.852,10.10551,-1.40000
4.299,4.605,3.815,10.10551,-1.40000
4.146,4.453,3.659,10.10551,-1.40000
4.013,4.325,3.522,10.10551,-1.40000
3.989,4.301,3.496,10.10551,-1.40000
3.938,4.254,3.442,10.10551,-1.40000
3.826,4.152,3.320,10.10551,-1.40000
3.731,4.070,3.210,10.10551,-1.40000
3.649,4.002,3.113,10.10551,-1.40000
3.577,3.946,3.024,10.10551,-1.40000
3.500,3.886,2.931,10.10551,-1.40000
3.419,3.818,2.836,10.10551,-1.40000
3.334,3.742,2.742,10.10551,-1.40000
3.245,3.660,2.647,10.10551,-1.40000
3.229,3.645,2.630,10.10551,-1.40000
3.209,3.626,2.608,10.10551,-1.40000
3.097,3.519,2.492,10.10551,-1.40000
2.994,3.420,2.385,10.10551,-1.40000
2.870,3.300,2.258,10.10551,-1.40000
2.746,3.179,2.130,10.10551,-1.40000
2.611,3.047,1.992,10.10551,-1.40000
2.480,2.919,1.859,10.10551,-1.40000
2.360,2.802,1.736,10.10551,-1.40000
2.258,2.702,1.632,10.10551,-1.40000
2.135,2.582,1.507,10.10551,-1.40000
2.006,2.457,1.375,10.10551,-1.40000
1.878,2.332,1.243,10.10551,-1.40000
1.755,2.212,1.117,10.10551,-1.40000
1.634,2.094,0.993,10.10551,-1.40000
1.514,1.979,0.870,10.10551,-1.40000
1.392,1.860,0.745,10.10551,-1.40000
1.273,1.745,0.623,10.10551,-1.40000
1.152,1.628,0.498,10.10551,-1.40000
