Gmag,G_BPmag,G_RPmag,logAge,MH
13.789,15.671,12.524,10.08814,-1.70000
13.418,15.030,12.214,10.08814,-1.70000
12.737,14.007,11.636,10.08814,-1.70000
11.878,12.928,10.866,10.08814,-1.70000
11.362,12.331,10.389,10.08814,-1.70000
10.970,11.890,10.021,10.08814,-1.70000
10.376,11.239,9.458,10.08814,-1.70000
9.837,10.652,8.944,10.08814,-1.70000
9.423,10.204,8.551,10.08814,-1.70000
9.085,9.836,8.231,10.08814,-1.70000
8.718,9.431,7.888,10.08814,-1.70000
8.258,8.912,7.468,10.08814,-1.70000
7.741,8.325,7.001,10.08814,-1.70000
7.172,7.694,6.479,10.08814,-1.70000
6.617,7.077,5.977,10.08814,-1.70000
6.548,7.000,5.915,10.08814,-1.70000
6.422,6.860,5.803,10.08814,-1.70000
6.302,6.726,5.694,10.08814,-1.70000
6.190,6.602,5.594,10.08814,-1.70000
6.086,6.487,5.501,10.08814,-1.70000
6.049,6.446,5.468,10.08814,-1.70000
6.011,6.404,5.433,10.08814,-1.70000
5.873,6.253,5.308,10.08814,-1.70000
5.744,6.112,5.191,10.08814,-1.70000
5.617,5.975,5.075,10.08814,-1.70000
5.495,5.843,4.962,10.08814,-1.70000
5.451,5.796,4.922,10.08814,-1.70000
5.358,5.696,4.836,10.08814,-1.70000
5.240,5.571,4.727,10.08814,-1.70000
5.118,5.442,4.612,10.08814,-1.70000
5.007,5.324,4.508,10.08814,-1.70000
4.892,5.204,4.400,10.08814,-1.70000
4.770,5.077,4.283,10.08814,-1.70000
4.672,4.975,4.190,10.08814,-1.70000
4.551,4.850,4.074,10.08814,-1.70000
4.421,4.716,3.948,10.08814,-1.70000
4.292,4.585,3.823,10.08814,-1.70000
4.198,4.489,3.730,10.08814,-1.70000
4.162,4.453,3.694,10.08814,-1.70000
4.014,4.307,3.544,10.08814,-1.70000
3.884,4.182,3.409,10.08814,-1.70000
3.860,4.158,3.383,10.08814,-1.70000
3.833,4.133,3.354,10.08814,-1.70000
3.735,4.043,3.247,10.08814,-1.70000
3.648,3.967,3.149,10.08814,-1.70000
3.570,3.900,3.057,10.08814,-1.70000
3.500,3.844,2.972,10.08814,-1.70000
3.436,3.794,2.894,10.08814,-1.70000
3.372,3.744,2.816,10.08814,-1.70000
3.303,3.687,2.733,10.08814,-1.70000
3.213,3.610,2.632,10.08814,-1.70000
3.124,3.528,2.534,10.08814,-1.70000
3.054,3.464,2.460,10.08814,-1.70000
3.017,3.429,2.421,10.08814,-1.70000
2.915,3.331,2.314,10.08814,-1.70000
2.793,3.213,2.188,10.08814,-1.70000
2.682,3.106,2.074,10.08814,-1.70000
2.568,2.995,1.957,10.08814,-1.70000
2.444,2.875,1.831,10.08814,-1.70000
2.321,2.754,1.705,10.08814,-1.70000
2.202,2.637,1.582,10.08814,-1.70000
2.088,2.527,1.467,10.08814,-1.70000
1.968,2.409,1.344,10.08814,-1.70000
1.841,2.285,1.214,10.08814,-1.70000
1.726,2.173,1.096,10.08814,-1.70000
1.611,2.061,0.979,10.08814,-1.70000
1.493,1.946,0.858,10.08814,-1.70000
1.379,1.835,0.742,10.08814,-1.70000
1.261,1.721,0.620,10.08814,-1.70000
1.147,1.610,0.504,10.08814,-1.70000
1.037,1.503,0.390,10.08814,-1.70000
0.922,1.392,0.272,10.08814,-1.70000
0.808,1.282,0.155,10.08814,-1.70000
0.699,1.177,0.042,10.08814,-1.70000
0.591,1.073,-0.069,10.08814,-1.70000
0.477,0.964,-0.186,10.08814,-1.70000
0.370,0.861,-0.297,10.08814,-1.70000
0.264,0.759,-0.408,10.08814,-1.70000
0.155,0.655,-0.520,10.08814,-1.70000
0.054,0.559,-0.625,10.08814,-1.70000
-0.045,0.464,-0.728,10.08814,-1.70000
-0.143,0.371,-0.830,10.08814,-1.70000
-0.202,0.315,-0.891,10.08814,-1.70000
-0.173,0.341,-0.860,10.08814,-1.70000
-0.193,0.323,-0.880,10.08814,-1.70000
-0.296,0.225,-0.988,10.08814,-1.70000
-0.397,0.129,-1.094,10.08814,-1.70000
-0.500,0.032,-1.202,10.08814,-1.70000
-0.594,-0.056,-1.299,10.08814,-1.70000
-0.690,-0.147,-1.401,10.08814,-1.70000
-0.783,-0.232,-1.498,10.08814,-1.70000
-0.876,-0.317,-1.596,10.08814,-1.70000
-0.968,-0.402,-1.694,10.08814,-1.70000
-1.077,-0.501,-1.810,10.08814,-1.70000
-1.165,-0.580,-1.904,10.08814,-1.70000
-1.268,-0.672,-2.016,10.08814,-1.70000
-1.371,-0.763,-2.128,10.08814,-1.70000
-1.476,-0.854,-2.241,10.08814,-1.70000
-1.569,-0.933,-2.343,10.08814,-1.70000
-1.668,-1.018,-2.452,10.08814,-1.70000
-1.760,-1.095,-2.554,10.08814,-1.70000
-1.850,-1.171,-2.653,10.08814,-1.70000
-1.940,-1.247,-2.751,10.08814,-1.70000
-2.023,-1.319,-2.842,10.08814,-1.70000
-2.109,-1.390,-2.937,10.08814,-1.70000
-2.188,-1.455,-3.025,10.08814,-1.70000
-2.247,-1.504,-3.090,10.08814,-1.70000
-2.321,-1.565,-3.172,10.08814,-1.70000
-2.403,-1.632,-3.264,10.08814,-1.70000
-2.484,-1.697,-3.353,10.08814,-1.70000
-2.560,-1.757,-3.439,10.08814,-1.70000
-2.641,-1.821,-3.529,10.08814,-1.70000
-2.716,-1.880,-3.613,10.08814,-1.70000
-2.790,-1.938,-3.696,10.08814,-1.70000
-2.848,-1.982,-3.761,10.08814,-1.70000
0.780,1.020,0.377,10.08814,-1.70000
0.758,1.004,0.349,10.08814,-1.70000
0.728,0.981,0.310,10.08814,-1.70000
0.726,0.977,0.309,10.08814,-1.70000
