Gmag,G_BPmag,G_RPmag,logAge,MH
14.029,16.237,12.695,10.08814,-1.30000
13.595,15.478,12.322,10.08814,-1.30000
13.141,14.733,11.938,10.08814,-1.30000
12.924,14.418,11.749,10.08814,-1.30000
12.252,13.504,11.157,10.08814,-1.30000
11.717,12.850,10.669,10.08814,-1.30000
11.316,12.383,10.296,10.08814,-1.30000
10.704,11.694,9.720,10.08814,-1.30000
10.151,11.087,9.194,10.08814,-1.30000
9.732,10.630,8.795,10.08814,-1.30000
9.390,10.257,8.470,10.08814,-1.30000
9.294,10.149,8.379,10.08814,-1.30000
8.985,9.806,8.090,10.08814,-1.30000
8.824,9.622,7.942,10.08814,-1.30000
8.489,9.239,7.636,10.08814,-1.30000
7.904,8.551,7.118,10.08814,-1.30000
7.279,7.834,6.562,10.08814,-1.30000
6.707,7.190,6.048,10.08814,-1.30000
6.611,7.083,5.963,10.08814,-1.30000
6.471,6.926,5.838,10.08814,-1.30000
6.337,6.777,5.717,10.08814,-1.30000
6.212,6.639,5.605,10.08814,-1.30000
6.135,6.553,5.536,10.08814,-1.30000
6.028,6.434,5.439,10.08814,-1.30000
5.891,6.283,5.315,10.08814,-1.30000
5.763,6.144,5.199,10.08814,-1.30000
5.638,6.008,5.085,10.08814,-1.30000
5.558,5.921,5.011,10.08814,-1.30000
5.539,5.901,4.994,10.08814,-1.30000
5.403,5.755,4.869,10.08814,-1.30000
5.268,5.611,4.742,10.08814,-1.30000
5.143,5.479,4.625,10.08814,-1.30000
5.018,5.347,4.508,10.08814,-1.30000
4.894,5.218,4.390,10.08814,-1.30000
4.855,5.177,4.353,10.08814,-1.30000
4.768,5.087,4.270,10.08814,-1.30000
4.628,4.941,4.135,10.08814,-1.30000
4.493,4.803,4.005,10.08814,-1.30000
4.366,4.673,3.880,10.08814,-1.30000
4.325,4.632,3.840,10.08814,-1.30000
4.288,4.595,3.802,10.08814,-1.30000
4.135,4.443,3.648,10.08814,-1.30000
4.004,4.317,3.513,10.08814,-1.30000
3.980,4.294,3.487,10.08814,-1.30000
3.931,4.248,3.434,10.08814,-1.30000
3.822,4.149,3.315,10.08814,-1.30000
3.730,4.069,3.209,10.08814,-1.30000
3.652,4.005,3.116,10.08814,-1.30000
3.603,3.968,3.056,10.08814,-1.30000
3.583,3.953,3.031,10.08814,-1.30000
3.521,3.906,2.953,10.08814,-1.30000
3.443,3.843,2.860,10.08814,-1.30000
3.357,3.767,2.764,10.08814,-1.30000
3.252,3.671,2.650,10.08814,-1.30000
3.232,3.652,2.629,10.08814,-1.30000
3.121,3.546,2.514,10.08814,-1.30000
3.019,3.448,2.408,10.08814,-1.30000
2.895,3.328,2.280,10.08814,-1.30000
2.771,3.207,2.153,10.08814,-1.30000
2.636,3.075,2.015,10.08814,-1.30000
2.505,2.948,1.882,10.08814,-1.30000
2.385,2.830,1.759,10.08814,-1.30000
2.283,2.731,1.655,10.08814,-1.30000
2.161,2.611,1.530,10.08814,-1.30000
2.033,2.486,1.399,10.08814,-1.30000
1.905,2.362,1.268,10.08814,-1.30000
1.783,2.243,1.143,10.08814,-1.30000
1.663,2.127,1.019,10.08814,-1.30000
1.544,2.013,0.898,10.08814,-1.30000
1.424,1.896,0.774,10.08814,-1.30000
1.307,1.783,0.653,10.08814,-1.30000
1.188,1.668,0.530,10.08814,-1.30000
1.073,1.557,0.411,10.08814,-1.30000
0.961,1.450,0.296,10.08814,-1.30000
0.847,1.341,0.178,10.08814,-1.30000
0.738,1.237,0.065,10.08814,-1.30000
0.627,1.131,-0.051,10.08814,-1.30000
0.520,1.029,-0.162,10.08814,-1.30000
0.413,0.928,-0.273,10.08814,-1.30000
0.306,0.827,-0.385,10.08814,-1.30000
0.206,0.732,-0.489,10.08814,-1.30000
0.146,0.674,-0.552,10.08814,-1.30000
0.180,0.707,-0.515,10.08814,-1.30000
0.193,0.718,-0.501,10.08814,-1.30000
0.096,0.627,-0.603,10.08814,-1.30000
-0.000,0.536,-0.704,10.08814,-1.30000
-0.101,0.442,-0.809,10.08814,-1.30000
-0.202,0.349,-0.916,10.08814,-1.30000
-0.299,0.259,-1.018,10.08814,-1.30000
-0.395,0.171,-1.120,10.08814,-1.30000
-0.490,0.085,-1.221,10.08814,-1.30000
-0.585,-0.002,-1.322,10.08814,-1.30000
-0.676,-0.084,-1.420,10.08814,-1.30000
-0.766,-0.165,-1.517,10.08814,-1.30000
-0.876,-0.263,-1.635,10.08814,-1.30000
-0.983,-0.357,-1.750,10.08814,-1.30000
-1.089,-0.450,-1.866,10.08814,-1.30000
-1.189,-0.536,-1.975,10.08814,-1.30000
-1.287,-0.621,-2.082,10.08814,-1.30000
-1.389,-0.710,-2.192,10.08814,-1.30000
-1.482,-0.790,-2.294,10.08814,-1.30000
-1.576,-0.871,-2.396,10.08814,-1.30000
-1.672,-0.953,-2.501,10.08814,-1.30000
-1.758,-1.026,-2.596,10.08814,-1.30000
-1.847,-1.100,-2.694,10.08814,-1.30000
-1.936,-1.173,-2.793,10.08814,-1.30000
-2.017,-1.237,-2.882,10.08814,-1.30000
-2.098,-1.302,-2.974,10.08814,-1.30000
-2.183,-1.370,-3.068,10.08814,-1.30000
-2.260,-1.431,-3.155,10.08814,-1.30000
-2.341,-1.494,-3.245,10.08814,-1.30000
-2.420,-1.555,-3.334,10.08814,-1.30000
-2.496,-1.614,-3.420,10.08814,-1.30000
-2.571,-1.669,-3.505,10.08814,-1.30000
-2.645,-1.721,-3.589,10.08814,-1.30000
-2.715,-1.770,-3.669,10.08814,-1.30000
-2.765,-1.805,-3.727,10.08814,-1.30000
0.728,1.113,0.159,10.08814,-1.30000
0.687,1.075,0.115,10.08814,-1.30000
0.680,1.069,0.108,10.08814,-1.30000
0.677,1.065,0.106,10.08814,-1.30000
0.675,1.062,0.105,10.08814,-1.30000
0.675,1.061,0.107,10.08814,-1.30000
0.676,1.060,0.110,10.08814,-1.30000
0.678,1.059,0.114,10.08814,-1.30000
0.681,1.059,0.119,10.08814,-1.30000
0.683,1.059,0.124,10.08814,-1.30000
0.685,1.059,0.128,10.08814,-1.30000
0.687,1.058,0.132,10.08814,-1.30000
0.689,1.058,0.136,10.08814,-1.30000
0.690,1.057,0.139,10.08814,-1.30000
0.691,1.057,0.141,10.08814,-1.30000
0.691,1.057,0.142,10.08814,-1.30000
0.691,1.056,0.142,10.08814,-1.30000
0.690,1.055,0.142,10.08814,-1.30000
0.689,1.054,0.142,10.08814,-1.30000
0.688,1.053,0.140,10.08814,-1.30000
0.685,1.051,0.137,10.08814,-1.30000
0.682,1.048,0.132,10.08814,-1.30000
0.677,1.046,0.126,10.08814,-1.30000
0.672,1.042,0.118,10.08814,-1.30000
0.671,1.041,0.117,10.08814,-1.30000
0.669,1.041,0.115,10.08814,-1.30000
0.663,1.036,0.106,10.08814,-1.30000
0.655,1.032,0.095,10.08814,-1.30000
0.646,1.026,0.084,10.08814,-1.30000
0.636,1.019,0.070,10.08814,-1.30000
0.625,1.011,0.056,10.08814,-1.30000
0.612,1.001,0.040,10.08814,-1.30000
0.601,0.992,0.025,10.08814,-1.30000
0.590,0.984,0.012,10.08814,-1.30000
0.567,0.966,-0.015,10.08814,-1.30000
0.538,0.941,-0.049,10.08814,-1.30000
0.500,0.910,-0.093,10.08814,-1.30000
0.423,0.844,-0.180,10.08814,-1.30000
0.348,0.779,-0.265,10.08814,-1.30000
0.269,0.711,-0.353,10.08814,-1.30000
0.193,0.644,-0.439,10.08814,-1.30000
0.107,0.569,-0.533,10.08814,-1.30000
0.028,0.498,-0.620,10.08814,-1.30000
-0.030,0.447,-0.683,10.08814,-1.30000
-0.033,0.444,-0.686,10.08814,-1.30000
-0.125,0.361,-0.787,10.08814,-1.30000
-0.216,0.279,-0.885,10.08814,-1.30000
-0.295,0.208,-0.970,10.08814,-1.30000
-0.347,0.160,-1.027,10.08814,-1.30000
-0.386,0.125,-1.069,10.08814,-1.30000
-0.317,0.187,-0.994,10.08814,-1.30000
-0.273,0.227,-0.946,10.08814,-1.30000
-0.288,0.214,-0.963,10.08814,-1.30000
-0.364,0.146,-1.045,10.08814,-1.30000
-0.469,0.051,-1.159,10.08814,-1.30000
-0.577,-0.046,-1.276,10.08814,-1.30000
-0.675,-0.134,-1.381,10.08814,-1.30000
-0.772,-0.221,-1.486,10.08814,-1.30000
-0.868,-0.306,-1.591,10.08814,-1.30000
-0.962,-0.388,-1.694,10.08814,-1.30000
-1.055,-0.468,-1.796,10.08814,-1.30000
-1.148,-0.547,-1.898,10.08814,-1.30000
-1.237,-0.619,-1.998,10.08814,-1.30000
-1.297,-0.659,-2.073,10.08814,-1.30000
-1.372,-0.706,-2.166,10.08814,-1.30000
-1.459,-0.779,-2.262,10.08814,-1.30000
-1.546,-0.852,-2.358,10.08814,-1.30000
-1.634,-0.928,-2.454,10.08814,-1.30000
-1.727,-1.012,-2.553,10.08814,-1.30000
-1.845,-1.139,-2.665,10.08814,-1.30000
-1.940,-1.271,-2.734,10.08814,-1.30000
