Gmag,G_BPmag,G_RPmag,logAge,MH
13.785,15.662,12.520,10.12222,-1.70000
13.482,15.134,12.268,10.12222,-1.70000
12.734,14.003,11.634,10.12222,-1.70000
11.875,12.925,10.863,10.12222,-1.70000
11.358,12.326,10.385,10.12222,-1.70000
10.964,11.883,10.015,10.12222,-1.70000
10.370,11.232,9.452,10.12222,-1.70000
9.832,10.648,8.940,10.12222,-1.70000
9.420,10.201,8.549,10.12222,-1.70000
9.083,9.833,8.230,10.12222,-1.70000
8.712,9.424,7.883,10.12222,-1.70000
8.247,8.900,7.458,10.12222,-1.70000
7.725,8.307,6.987,10.12222,-1.70000
7.143,7.663,6.453,10.12222,-1.70000
6.574,7.030,5.938,10.12222,-1.70000
6.537,6.988,5.905,10.12222,-1.70000
6.414,6.852,5.795,10.12222,-1.70000
6.301,6.726,5.692,10.12222,-1.70000
6.196,6.610,5.598,10.12222,-1.70000
6.093,6.496,5.505,10.12222,-1.70000
5.985,6.377,5.409,10.12222,-1.70000
5.978,6.369,5.402,10.12222,-1.70000
5.848,6.226,5.284,10.12222,-1.70000
5.720,6.088,5.167,10.12222,-1.70000
5.597,5.955,5.054,10.12222,-1.70000
5.478,5.827,4.945,10.12222,-1.70000
5.356,5.697,4.832,10.12222,-1.70000
5.339,5.679,4.817,10.12222,-1.70000
5.338,5.677,4.815,10.12222,-1.70000
5.214,5.546,4.700,10.12222,-1.70000
5.102,5.427,4.594,10.12222,-1.70000
4.986,5.305,4.485,10.12222,-1.70000
4.862,5.176,4.367,10.12222,-1.70000
4.706,5.015,4.218,10.12222,-1.70000
4.546,4.850,4.064,10.12222,-1.70000
4.424,4.725,3.944,10.12222,-1.70000
4.401,4.701,3.921,10.12222,-1.70000
4.379,4.680,3.901,10.12222,-1.70000
4.282,4.581,3.805,10.12222,-1.70000
4.246,4.545,3.770,10.12222,-1.70000
4.099,4.399,3.620,10.12222,-1.70000
3.970,4.274,3.486,10.12222,-1.70000
3.946,4.252,3.461,10.12222,-1.70000
3.919,4.226,3.432,10.12222,-1.70000
3.819,4.134,3.324,10.12222,-1.70000
3.731,4.056,3.225,10.12222,-1.70000
3.651,3.988,3.132,10.12222,-1.70000
3.579,3.928,3.047,10.12222,-1.70000
3.513,3.874,2.966,10.12222,-1.70000
3.445,3.820,2.885,10.12222,-1.70000
3.371,3.758,2.798,10.12222,-1.70000
3.276,3.674,2.692,10.12222,-1.70000
3.182,3.588,2.591,10.12222,-1.70000
3.110,3.521,2.514,10.12222,-1.70000
3.073,3.486,2.476,10.12222,-1.70000
2.970,3.387,2.369,10.12222,-1.70000
2.849,3.270,2.243,10.12222,-1.70000
2.738,3.163,2.130,10.12222,-1.70000
2.626,3.053,2.014,10.12222,-1.70000
2.502,2.933,1.888,10.12222,-1.70000
2.380,2.813,1.763,10.12222,-1.70000
2.261,2.696,1.641,10.12222,-1.70000
2.148,2.586,1.526,10.12222,-1.70000
2.028,2.469,1.404,10.12222,-1.70000
1.901,2.346,1.275,10.12222,-1.70000
1.786,2.233,1.157,10.12222,-1.70000
1.671,2.121,1.039,10.12222,-1.70000
1.553,2.006,0.918,10.12222,-1.70000
1.439,1.895,0.801,10.12222,-1.70000
1.320,1.779,0.680,10.12222,-1.70000
1.206,1.668,0.562,10.12222,-1.70000
1.095,1.561,0.448,10.12222,-1.70000
0.979,1.449,0.330,10.12222,-1.70000
0.864,1.338,0.211,10.12222,-1.70000
0.754,1.231,0.098,10.12222,-1.70000
0.645,1.126,-0.015,10.12222,-1.70000
0.530,1.016,-0.134,10.12222,-1.70000
0.421,0.911,-0.247,10.12222,-1.70000
0.312,0.807,-0.359,10.12222,-1.70000
0.201,0.701,-0.473,10.12222,-1.70000
0.098,0.602,-0.581,10.12222,-1.70000
-0.005,0.504,-0.687,10.12222,-1.70000
-0.103,0.410,-0.790,10.12222,-1.70000
-0.165,0.351,-0.854,10.12222,-1.70000
-0.142,0.373,-0.829,10.12222,-1.70000
-0.160,0.356,-0.848,10.12222,-1.70000
-0.263,0.258,-0.956,10.12222,-1.70000
-0.364,0.162,-1.061,10.12222,-1.70000
-0.468,0.064,-1.169,10.12222,-1.70000
-0.561,-0.023,-1.267,10.12222,-1.70000
-0.658,-0.114,-1.368,10.12222,-1.70000
-0.751,-0.200,-1.467,10.12222,-1.70000
-0.844,-0.286,-1.565,10.12222,-1.70000
-0.937,-0.371,-1.663,10.12222,-1.70000
-1.047,-0.471,-1.780,10.12222,-1.70000
-1.135,-0.550,-1.875,10.12222,-1.70000
-1.240,-0.643,-1.987,10.12222,-1.70000
-1.343,-0.734,-2.100,10.12222,-1.70000
-1.449,-0.827,-2.215,10.12222,-1.70000
-1.543,-0.907,-2.317,10.12222,-1.70000
-1.643,-0.993,-2.427,10.12222,-1.70000
-1.736,-1.071,-2.531,10.12222,-1.70000
-1.828,-1.148,-2.631,10.12222,-1.70000
-1.918,-1.226,-2.730,10.12222,-1.70000
-2.003,-1.298,-2.823,10.12222,-1.70000
-2.090,-1.371,-2.919,10.12222,-1.70000
-2.171,-1.437,-3.008,10.12222,-1.70000
-2.250,-1.503,-3.096,10.12222,-1.70000
-2.334,-1.571,-3.188,10.12222,-1.70000
-2.407,-1.631,-3.270,10.12222,-1.70000
-2.486,-1.694,-3.357,10.12222,-1.70000
-2.559,-1.752,-3.440,10.12222,-1.70000
-2.632,-1.811,-3.521,10.12222,-1.70000
-2.706,-1.869,-3.604,10.12222,-1.70000
-2.775,-1.923,-3.681,10.12222,-1.70000
-2.848,-1.979,-3.763,10.12222,-1.70000
0.828,1.022,0.492,10.12222,-1.70000
0.789,0.993,0.437,10.12222,-1.70000
0.775,0.982,0.419,10.12222,-1.70000
0.775,0.980,0.421,10.12222,-1.70000
0.775,0.978,0.424,10.12222,-1.70000
0.776,0.976,0.429,10.12222,-1.70000
0.777,0.975,0.434,10.12222,-1.70000
0.779,0.974,0.439,10.12222,-1.70000
0.781,0.973,0.445,10.12222,-1.70000
0.783,0.972,0.451,10.12222,-1.70000
0.784,0.971,0.456,10.12222,-1.70000
0.785,0.970,0.459,10.12222,-1.70000
0.785,0.969,0.461,10.12222,-1.70000
0.784,0.968,0.460,10.12222,-1.70000
0.781,0.967,0.456,10.12222,-1.70000
0.781,0.966,0.455,10.12222,-1.70000
0.778,0.965,0.450,10.12222,-1.70000
0.774,0.964,0.441,10.12222,-1.70000
0.768,0.963,0.430,10.12222,-1.70000
0.762,0.962,0.415,10.12222,-1.70000
0.753,0.961,0.396,10.12222,-1.70000
0.744,0.960,0.376,10.12222,-1.70000
0.734,0.959,0.353,10.12222,-1.70000
0.728,0.959,0.339,10.12222,-1.70000
0.718,0.958,0.315,10.12222,-1.70000
0.707,0.958,0.290,10.12222,-1.70000
0.696,0.958,0.266,10.12222,-1.70000
0.684,0.957,0.239,10.12222,-1.70000
0.672,0.958,0.214,10.12222,-1.70000
0.661,0.957,0.189,10.12222,-1.70000
0.648,0.956,0.163,10.12222,-1.70000
0.636,0.953,0.139,10.12222,-1.70000
0.622,0.949,0.114,10.12222,-1.70000
0.606,0.943,0.087,10.12222,-1.70000
0.594,0.938,0.067,10.12222,-1.70000
0.592,0.937,0.063,10.12222,-1.70000
0.564,0.921,0.023,10.12222,-1.70000
0.516,0.887,-0.039,10.12222,-1.70000
0.451,0.837,-0.120,10.12222,-1.70000
0.384,0.783,-0.201,10.12222,-1.70000
0.301,0.714,-0.297,10.12222,-1.70000
0.220,0.646,-0.390,10.12222,-1.70000
0.143,0.579,-0.476,10.12222,-1.70000
0.072,0.517,-0.554,10.12222,-1.70000
0.041,0.489,-0.588,10.12222,-1.70000
-0.034,0.421,-0.670,10.12222,-1.70000
-0.123,0.340,-0.766,10.12222,-1.70000
-0.200,0.269,-0.849,10.12222,-1.70000
-0.264,0.211,-0.917,10.12222,-1.70000
-0.326,0.153,-0.983,10.12222,-1.70000
-0.307,0.170,-0.963,10.12222,-1.70000
-0.259,0.215,-0.911,10.12222,-1.70000
-0.286,0.191,-0.941,10.12222,-1.70000
-0.349,0.133,-1.009,10.12222,-1.70000
-0.467,0.025,-1.135,10.12222,-1.70000
-0.571,-0.071,-1.246,10.12222,-1.70000
-0.675,-0.166,-1.356,10.12222,-1.70000
-0.774,-0.258,-1.463,10.12222,-1.70000
-0.874,-0.349,-1.569,10.12222,-1.70000
-0.972,-0.440,-1.674,10.12222,-1.70000
-1.070,-0.529,-1.777,10.12222,-1.70000
-1.169,-0.618,-1.883,10.12222,-1.70000
-1.268,-0.707,-1.990,10.12222,-1.70000
-1.367,-0.793,-2.098,10.12222,-1.70000
-1.465,-0.879,-2.206,10.12222,-1.70000
-1.563,-0.962,-2.313,10.12222,-1.70000
-1.660,-1.044,-2.421,10.12222,-1.70000
-1.755,-1.124,-2.527,10.12222,-1.70000
-1.850,-1.202,-2.633,10.12222,-1.70000
-1.941,-1.275,-2.736,10.12222,-1.70000
-2.030,-1.345,-2.836,10.12222,-1.70000
-2.116,-1.415,-2.933,10.12222,-1.70000
-2.211,-1.492,-3.039,10.12222,-1.70000
-2.298,-1.561,-3.136,10.12222,-1.70000
-2.394,-1.638,-3.244,10.12222,-1.70000
-2.393,-1.637,-3.243,10.12222,-1.70000
-2.402,-1.645,-3.254,10.12222,-1.70000
-2.419,-1.658,-3.272,10.12222,-1.70000
-2.437,-1.672,-3.293,10.12222,-1.70000
-2.511,-1.731,-3.376,10.12222,-1.70000
-2.589,-1.791,-3.464,10.12222,-1.70000
-2.634,-1.825,-3.515,10.12222,-1.70000
-2.863,-1.992,-3.779,10.12222,-1.70000
-2.482,-1.701,-3.348,10.12222,-1.70000
-2.162,-1.448,-2.987,10.12222,-1.70000
-1.729,-1.105,-2.495,10.12222,-1.70000
-1.741,-1.114,-2.509,10.12222,-1.70000
-1.958,-1.285,-2.757,10.12222,-1.70000
-2.318,-1.568,-3.164,10.12222,-1.70000
-2.621,-1.802,-3.509,10.12222,-1.70000
-2.815,-1.943,-3.731,10.12222,-1.70000
-2.918,-2.013,-3.852,10.12222,-1.70000
-2.970,-2.045,-3.912,10.12222,-1.70000
-3.001,-2.063,-3.950,10.12222,-1.70000
30.416,30.471,30.294,10.12222,-1.70000
