Gmag,G_BPmag,G_RPmag,logAge,MH
14.135,16.476,12.777,9.96614,-1.20000
13.612,15.548,12.326,9.96614,-1.20000
13.263,14.964,12.030,9.96614,-1.20000
12.848,14.352,11.669,9.96614,-1.20000
12.358,13.673,11.239,9.96614,-1.20000
11.818,13.001,10.748,9.96614,-1.20000
11.420,12.531,10.380,9.96614,-1.20000
10.809,11.836,9.808,9.96614,-1.20000
10.573,11.574,9.584,9.96614,-1.20000
10.252,11.220,9.278,9.96614,-1.20000
9.824,10.753,8.871,9.96614,-1.20000
9.477,10.374,8.540,9.96614,-1.20000
9.070,9.922,8.158,9.96614,-1.20000
8.583,9.368,7.710,9.96614,-1.20000
8.058,8.746,7.245,9.96614,-1.20000
8.006,8.686,7.200,9.96614,-1.20000
7.394,7.969,6.662,9.96614,-1.20000
6.851,7.355,6.175,9.96614,-1.20000
6.811,7.310,6.140,9.96614,-1.20000
6.635,7.111,5.983,9.96614,-1.20000
6.476,6.932,5.842,9.96614,-1.20000
6.321,6.760,5.703,9.96614,-1.20000
6.280,6.714,5.665,9.96614,-1.20000
6.105,6.519,5.509,9.96614,-1.20000
5.945,6.342,5.366,9.96614,-1.20000
5.820,6.204,5.254,9.96614,-1.20000
5.749,6.126,5.189,9.96614,-1.20000
5.641,6.009,5.091,9.96614,-1.20000
5.534,5.892,4.993,9.96614,-1.20000
5.431,5.780,4.899,9.96614,-1.20000
5.332,5.674,4.808,9.96614,-1.20000
5.307,5.647,4.785,9.96614,-1.20000
5.217,5.551,4.701,9.96614,-1.20000
5.113,5.441,4.604,9.96614,-1.20000
5.007,5.330,4.505,9.96614,-1.20000
4.863,5.178,4.369,9.96614,-1.20000
4.721,5.029,4.234,9.96614,-1.20000
4.718,5.027,4.232,9.96614,-1.20000
4.689,4.996,4.204,9.96614,-1.20000
4.573,4.874,4.094,9.96614,-1.20000
4.457,4.754,3.983,9.96614,-1.20000
4.345,4.639,3.876,9.96614,-1.20000
4.195,4.485,3.730,9.96614,-1.20000
4.068,4.356,3.605,9.96614,-1.20000
4.064,4.352,3.601,9.96614,-1.20000
4.015,4.303,3.553,9.96614,-1.20000
3.922,4.211,3.459,9.96614,-1.20000
3.860,4.150,3.395,9.96614,-1.20000
3.735,4.029,3.265,9.96614,-1.20000
3.707,4.003,3.236,9.96614,-1.20000
3.630,3.932,3.152,9.96614,-1.20000
3.546,3.857,3.057,9.96614,-1.20000
3.475,3.797,2.974,9.96614,-1.20000
3.417,3.752,2.901,9.96614,-1.20000
3.372,3.721,2.841,9.96614,-1.20000
3.337,3.700,2.791,9.96614,-1.20000
3.305,3.682,2.744,9.96614,-1.20000
3.253,3.648,2.675,9.96614,-1.20000
3.181,3.589,2.590,9.96614,-1.20000
3.085,3.502,2.484,9.96614,-1.20000
3.052,3.473,2.450,9.96614,-1.20000
2.981,3.405,2.375,9.96614,-1.20000
2.885,3.313,2.275,9.96614,-1.20000
2.783,3.215,2.169,9.96614,-1.20000
2.677,3.112,2.060,9.96614,-1.20000
2.556,2.995,1.936,9.96614,-1.20000
2.449,2.890,1.826,9.96614,-1.20000
2.329,2.774,1.704,9.96614,-1.20000
2.213,2.660,1.585,9.96614,-1.20000
2.098,2.548,1.468,9.96614,-1.20000
1.983,2.436,1.350,9.96614,-1.20000
1.869,2.325,1.233,9.96614,-1.20000
1.750,2.210,1.111,9.96614,-1.20000
1.641,2.105,0.998,9.96614,-1.20000
1.529,1.996,0.883,9.96614,-1.20000
1.414,1.886,0.765,9.96614,-1.20000
1.307,1.783,0.654,9.96614,-1.20000
1.195,1.675,0.539,9.96614,-1.20000
1.087,1.571,0.427,9.96614,-1.20000
0.983,1.471,0.319,9.96614,-1.20000
0.875,1.367,0.207,9.96614,-1.20000
0.769,1.267,0.097,9.96614,-1.20000
0.665,1.168,-0.011,9.96614,-1.20000
0.561,1.069,-0.119,9.96614,-1.20000
0.461,0.974,-0.224,9.96614,-1.20000
0.362,0.881,-0.327,9.96614,-1.20000
0.264,0.788,-0.429,9.96614,-1.20000
0.178,0.707,-0.520,9.96614,-1.20000
0.094,0.627,-0.607,9.96614,-1.20000
0.126,0.657,-0.573,9.96614,-1.20000
0.171,0.698,-0.525,9.96614,-1.20000
0.120,0.650,-0.579,9.96614,-1.20000
0.018,0.555,-0.685,9.96614,-1.20000
-0.080,0.463,-0.788,9.96614,-1.20000
-0.182,0.369,-0.896,9.96614,-1.20000
-0.278,0.280,-0.998,9.96614,-1.20000
-0.377,0.190,-1.103,9.96614,-1.20000
-0.471,0.104,-1.203,9.96614,-1.20000
-0.566,0.018,-1.304,9.96614,-1.20000
-0.660,-0.066,-1.405,9.96614,-1.20000
-0.752,-0.150,-1.504,9.96614,-1.20000
-0.863,-0.248,-1.623,9.96614,-1.20000
-0.954,-0.329,-1.722,9.96614,-1.20000
-1.063,-0.424,-1.840,9.96614,-1.20000
-1.169,-0.516,-1.955,9.96614,-1.20000
-1.275,-0.609,-2.070,9.96614,-1.20000
-1.377,-0.697,-2.180,9.96614,-1.20000
-1.477,-0.783,-2.290,9.96614,-1.20000
-1.581,-0.873,-2.403,9.96614,-1.20000
-1.675,-0.953,-2.506,9.96614,-1.20000
-1.771,-1.033,-2.612,9.96614,-1.20000
-1.867,-1.114,-2.717,9.96614,-1.20000
-1.957,-1.187,-2.818,9.96614,-1.20000
-2.046,-1.257,-2.918,9.96614,-1.20000
-2.140,-1.333,-3.022,9.96614,-1.20000
-2.227,-1.401,-3.120,9.96614,-1.20000
-2.315,-1.469,-3.218,9.96614,-1.20000
-2.404,-1.539,-3.319,9.96614,-1.20000
-2.490,-1.604,-3.416,9.96614,-1.20000
-2.575,-1.668,-3.512,9.96614,-1.20000
-2.659,-1.727,-3.608,9.96614,-1.20000
-2.738,-1.781,-3.699,9.96614,-1.20000
-2.754,-1.792,-3.718,9.96614,-1.20000
0.635,1.056,0.031,9.96614,-1.20000
0.595,1.019,-0.012,9.96614,-1.20000
0.587,1.012,-0.020,9.96614,-1.20000
0.582,1.006,-0.024,9.96614,-1.20000
0.579,1.003,-0.027,9.96614,-1.20000
0.578,1.001,-0.027,9.96614,-1.20000
0.578,1.000,-0.026,9.96614,-1.20000
0.579,1.000,-0.024,9.96614,-1.20000
0.581,0.999,-0.021,9.96614,-1.20000
0.582,0.999,-0.019,9.96614,-1.20000
0.583,0.999,-0.016,9.96614,-1.20000
0.583,0.998,-0.015,9.96614,-1.20000
0.584,0.998,-0.013,9.96614,-1.20000
0.584,0.997,-0.011,9.96614,-1.20000
0.584,0.996,-0.010,9.96614,-1.20000
0.584,0.996,-0.010,9.96614,-1.20000
0.584,0.996,-0.010,9.96614,-1.20000
0.584,0.994,-0.010,9.96614,-1.20000
0.583,0.993,-0.011,9.96614,-1.20000
0.581,0.991,-0.012,9.96614,-1.20000
0.579,0.988,-0.014,9.96614,-1.20000
0.576,0.986,-0.017,9.96614,-1.20000
0.572,0.982,-0.021,9.96614,-1.20000
0.568,0.978,-0.026,9.96614,-1.20000
0.563,0.974,-0.031,9.96614,-1.20000
0.557,0.969,-0.038,9.96614,-1.20000
0.550,0.963,-0.046,9.96614,-1.20000
0.543,0.957,-0.053,9.96614,-1.20000
0.533,0.948,-0.066,9.96614,-1.20000
0.521,0.938,-0.080,9.96614,-1.20000
0.507,0.927,-0.095,9.96614,-1.20000
0.492,0.914,-0.112,9.96614,-1.20000
0.474,0.898,-0.133,9.96614,-1.20000
0.460,0.886,-0.149,9.96614,-1.20000
0.435,0.865,-0.176,9.96614,-1.20000
0.384,0.821,-0.233,9.96614,-1.20000
0.297,0.745,-0.330,9.96614,-1.20000
0.209,0.667,-0.427,9.96614,-1.20000
0.123,0.591,-0.522,9.96614,-1.20000
0.033,0.510,-0.621,9.96614,-1.20000
-0.053,0.434,-0.715,9.96614,-1.20000
-0.101,0.391,-0.767,9.96614,-1.20000
-0.115,0.378,-0.782,9.96614,-1.20000
-0.219,0.284,-0.894,9.96614,-1.20000
-0.308,0.203,-0.991,9.96614,-1.20000
-0.368,0.150,-1.055,9.96614,-1.20000
-0.409,0.112,-1.100,9.96614,-1.20000
-0.450,0.075,-1.144,9.96614,-1.20000
-0.424,0.099,-1.116,9.96614,-1.20000
-0.364,0.152,-1.051,9.96614,-1.20000
-0.386,0.133,-1.075,9.96614,-1.20000
-0.456,0.070,-1.151,9.96614,-1.20000
-0.558,-0.021,-1.261,9.96614,-1.20000
-0.665,-0.117,-1.377,9.96614,-1.20000
-0.765,-0.206,-1.485,9.96614,-1.20000
-0.863,-0.292,-1.592,9.96614,-1.20000
-0.958,-0.375,-1.696,9.96614,-1.20000
-1.052,-0.456,-1.798,9.96614,-1.20000
-1.143,-0.534,-1.899,9.96614,-1.20000
-1.229,-0.600,-1.998,9.96614,-1.20000
-1.292,-0.645,-2.073,9.96614,-1.20000
-1.368,-0.701,-2.163,9.96614,-1.20000
-1.449,-0.765,-2.255,9.96614,-1.20000
-1.532,-0.834,-2.347,9.96614,-1.20000
-1.615,-0.902,-2.439,9.96614,-1.20000
-1.697,-0.969,-2.531,9.96614,-1.20000
-1.773,-1.028,-2.618,9.96614,-1.20000
-1.852,-1.088,-2.708,9.96614,-1.20000
-1.935,-1.153,-2.802,9.96614,-1.20000
-2.024,-1.226,-2.901,9.96614,-1.20000
-2.126,-1.325,-3.003,9.96614,-1.20000
-2.248,-1.475,-3.108,9.96614,-1.20000
-2.304,-1.550,-3.153,9.96614,-1.20000
30.112,30.707,29.366,9.96614,-1.20000
