Gmag,G_BPmag,G_RPmag,logAge,MH
13.648,15.440,12.404,10.08814,-1.75000
13.231,14.741,12.057,10.08814,-1.75000
12.557,13.751,11.487,10.08814,-1.75000
11.695,12.680,10.715,10.08814,-1.75000
11.179,12.086,10.238,10.08814,-1.75000
10.786,11.646,9.871,10.08814,-1.75000
10.193,10.998,9.309,10.08814,-1.75000
9.654,10.414,8.796,10.08814,-1.75000
9.240,9.965,8.404,10.08814,-1.75000
8.900,9.595,8.084,10.08814,-1.75000
8.538,9.197,7.746,10.08814,-1.75000
8.083,8.687,7.331,10.08814,-1.75000
7.575,8.113,6.872,10.08814,-1.75000
7.008,7.488,6.353,10.08814,-1.75000
6.451,6.870,5.851,10.08814,-1.75000
6.386,6.797,5.793,10.08814,-1.75000
6.260,6.658,5.681,10.08814,-1.75000
6.139,6.524,5.573,10.08814,-1.75000
6.027,6.399,5.472,10.08814,-1.75000
5.923,6.284,5.380,10.08814,-1.75000
5.880,6.237,5.341,10.08814,-1.75000
5.847,6.200,5.312,10.08814,-1.75000
5.709,6.049,5.187,10.08814,-1.75000
5.579,5.907,5.069,10.08814,-1.75000
5.451,5.769,4.953,10.08814,-1.75000
5.328,5.636,4.840,10.08814,-1.75000
5.277,5.582,4.794,10.08814,-1.75000
5.190,5.489,4.713,10.08814,-1.75000
5.071,5.363,4.603,10.08814,-1.75000
4.948,5.232,4.488,10.08814,-1.75000
4.836,5.114,4.382,10.08814,-1.75000
4.720,4.993,4.273,10.08814,-1.75000
4.596,4.865,4.156,10.08814,-1.75000
4.487,4.752,4.052,10.08814,-1.75000
4.374,4.635,3.944,10.08814,-1.75000
4.242,4.499,3.817,10.08814,-1.75000
4.112,4.366,3.690,10.08814,-1.75000
4.015,4.268,3.595,10.08814,-1.75000
3.980,4.233,3.560,10.08814,-1.75000
3.833,4.087,3.410,10.08814,-1.75000
3.704,3.963,3.276,10.08814,-1.75000
3.680,3.940,3.251,10.08814,-1.75000
3.654,3.915,3.222,10.08814,-1.75000
3.556,3.825,3.115,10.08814,-1.75000
3.469,3.748,3.016,10.08814,-1.75000
3.390,3.681,2.922,10.08814,-1.75000
3.320,3.625,2.837,10.08814,-1.75000
3.256,3.574,2.756,10.08814,-1.75000
3.191,3.524,2.677,10.08814,-1.75000
3.121,3.466,2.593,10.08814,-1.75000
3.031,3.388,2.490,10.08814,-1.75000
2.940,3.305,2.391,10.08814,-1.75000
2.870,3.240,2.316,10.08814,-1.75000
2.833,3.205,2.277,10.08814,-1.75000
2.730,3.106,2.170,10.08814,-1.75000
2.608,2.988,2.043,10.08814,-1.75000
2.496,2.881,1.929,10.08814,-1.75000
2.383,2.770,1.812,10.08814,-1.75000
2.259,2.649,1.685,10.08814,-1.75000
2.136,2.529,1.560,10.08814,-1.75000
2.016,2.412,1.437,10.08814,-1.75000
1.903,2.301,1.321,10.08814,-1.75000
1.782,2.183,1.198,10.08814,-1.75000
1.656,2.060,1.068,10.08814,-1.75000
1.540,1.947,0.950,10.08814,-1.75000
1.425,1.835,0.832,10.08814,-1.75000
1.307,1.720,0.712,10.08814,-1.75000
1.193,1.609,0.595,10.08814,-1.75000
1.074,1.494,0.473,10.08814,-1.75000
0.960,1.383,0.356,10.08814,-1.75000
0.850,1.275,0.242,10.08814,-1.75000
0.734,1.164,0.123,10.08814,-1.75000
0.620,1.053,0.005,10.08814,-1.75000
0.511,0.948,-0.108,10.08814,-1.75000
0.402,0.843,-0.220,10.08814,-1.75000
0.288,0.734,-0.337,10.08814,-1.75000
0.181,0.631,-0.449,10.08814,-1.75000
0.074,0.528,-0.560,10.08814,-1.75000
-0.036,0.423,-0.673,10.08814,-1.75000
-0.137,0.326,-0.779,10.08814,-1.75000
-0.238,0.230,-0.884,10.08814,-1.75000
-0.339,0.134,-0.989,10.08814,-1.75000
-0.397,0.078,-1.049,10.08814,-1.75000
