"","point_bp_rp","point_gmag"
"1",1,10.1058
"2",2.05,10.2859
"3",2.07,10.2859
"4",2.09,10.2859
"5",2.13,10.2859
"6",1.875,10.5605181818182
"7",1.925,10.5605181818182
"8",1.975,10.5605181818182
"9",2.025,10.5605181818182
"10",2.125,10.5605181818182
"11",1.825,10.86144
"12",1.875,10.86144
"13",1.925,10.86144
"14",1.975,10.86144
"15",1.71,11.21499
"16",1.75,11.21499
"17",1.77,11.21499
"18",1.79,11.21499
"19",1.81,11.21499
"20",1.83,11.21499
"21",1.85,11.21499
"22",1.69,11.4578466666667
"23",1.71,11.4578466666667
"24",1.73,11.4578466666667
"25",1.75,11.4578466666667
"26",1.79,11.4578466666667
"27",1.81,11.4578466666667
"28",1.83,11.4578466666667
"29",1.61,11.775064
"30",1.65,11.775064
"31",1.67,11.775064
"32",1.69,11.775064
"33",1.71,11.775064
"34",1.73,11.775064
"35",1.75,11.775064
"36",1.575,12.0588085714286
"37",1.625,12.0588085714286
"38",1.675,12.0588085714286
"39",1.5,12.3925555555556
"40",1.7,12.3925555555556
"41",1.525,12.7060042553191
"42",1.575,12.7060042553191
"43",1.625,12.7060042553191
"44",1.375,12.9972233333333
"45",1.425,12.9972233333333
"46",1.475,12.9972233333333
"47",1.525,12.9972233333333
"48",1.575,12.9972233333333
"49",1.475,13.3249890410959
"50",1.525,13.3249890410959
"51",1.475,13.5747828125
"52",1.525,13.5747828125
"53",1.5,13.9246574626866
"54",0.55,14.2182990654206
"55",0.65,14.2182990654206
"56",0.75,14.2182990654206
"57",1.45,14.2182990654206
"58",0.5,14.4939632075472
"59",0.7,14.4939632075472
"60",1.3,14.4939632075472
"61",1.5,14.4939632075472
"62",0.45,14.8278106122449
"63",0.55,14.8278106122449
"64",1.35,14.8278106122449
"65",1.45,14.8278106122449
"66",0.5,15.1114996710526
"67",1.3,15.1114996710526
"68",1.5,15.1114996710526
"69",1.35,15.4255307053942
"70",1.25,15.7359392026578
"71",1.35,15.7359392026578
"72",1.3,16.028678041543
"73",1.3,16.3384492105263
"74",1.1,16.6542514767932
"75",1.3,16.6542514767932
"76",1.1,16.954135465587
"77",1.3,16.954135465587
"78",1.1,17.2539769646071
"79",1.1,17.5521668777399
"80",1.1,17.8532338772005
"81",1.1,18.1572331726908
"82",1.3,18.1572331726908
"83",1.1,18.4615169565217
"84",1.3,18.4615169565217
"85",1.1,18.765356986101
"86",1.3,18.765356986101
"87",1.25,19.0655371897518
"88",1.25,19.3672319248826
"89",1.25,19.6696333527357
"90",1.75,19.6696333527357
"91",1.25,19.960046435272
"92",1.75,19.960046435272
"93",1.25,20.257164
"94",1.75,20.257164
"95",0.75,20.5129410958904
"96",1.25,20.5129410958904
"97",1.75,20.5129410958904
