"","point_bp_rp","point_gmag"
"1",1.5,12.205
"2",1.85,12.53111875
"3",1.95,12.53111875
"4",2.05,12.53111875
"5",2.15,12.53111875
"6",1.7,13.2623155555556
"7",1.9,13.2623155555556
"8",1.55,13.8161844155844
"9",1.65,13.8161844155844
"10",1.75,13.8161844155844
"11",1.85,13.8161844155844
"12",1.45,14.49104
"13",1.55,14.49104
"14",1.65,14.49104
"15",1.35,15.1145209876543
"16",1.45,15.1145209876543
"17",1.55,15.1145209876543
"18",1.3,15.7595777777778
"19",1.5,15.7595777777778
"20",0.5,16.3937237623762
"21",1.3,16.3937237623762
"22",1.5,16.3937237623762
"23",1.3,17.0533360576923
"24",1.5,17.0533360576923
"25",1.3,17.6767206088993
"26",1.5,17.6767206088993
"27",1.1,18.3334056962025
"28",1.3,18.3334056962025
"29",1.5,18.3334056962025
"30",1.25,18.9949323958333
"31",0.9,19.5954888888889
"32",1.1,19.5954888888889
"33",1.3,19.5954888888889
"34",0.75,20.1079573875803
"35",1.25,20.1079573875803
"36",1.5,20.5669
