"","point_bp_rp","point_gmag"
"1",3,12.5911
"2",2.575,13.1431
"3",2.625,13.1431
"4",2.725,13.1431
"5",2.25,13.5774233333333
"6",2.35,13.5774233333333
"7",2.45,13.5774233333333
"8",2.05,14.190747826087
"9",2.15,14.190747826087
"10",2.25,14.190747826087
"11",1.9,14.8054591397849
"12",2.1,14.8054591397849
"13",1.75,15.4470350649351
"14",1.85,15.4470350649351
"15",1.95,15.4470350649351
"16",1.75,16.0998054545455
"17",1.85,16.0998054545455
"18",1.75,16.771765648855
"19",1.85,16.771765648855
"20",0.9,17.3076104783599
"21",1.1,17.3076104783599
"22",1.3,17.3076104783599
"23",1.7,17.3076104783599
"24",1.7,17.9771912676056
"25",1.5,18.6185728337237
"26",1.7,18.6185728337237
"27",1.5,19.2660048964218
"28",1.7,19.2660048964218
"29",1.25,19.9005128440367
"30",1.75,19.9005128440367
"31",1.25,20.4032438470729
"32",1.75,20.4032438470729
