"","point_bp_rp","point_gmag"
"1",2.5,14.0333
"2",3.1,14.27775
"3",3.3,14.27775
"4",3.5,14.27775
"5",3.7,14.27775
"6",3.9,14.27775
"7",4.1,14.27775
"8",2.975,14.5518
"9",3.025,14.5518
"10",3.075,14.5518
"11",3.125,14.5518
"12",3.225,14.5518
"13",3.275,14.5518
"14",2.65,15.023525
"15",2.75,15.023525
"16",2.85,15.023525
"17",2.95,15.023525
"18",2.55,15.3598428571429
"19",2.65,15.3598428571429
"20",2.75,15.3598428571429
"21",2.85,15.3598428571429
"22",2.95,15.3598428571429
"23",3.05,15.3598428571429
"24",2.475,15.737745
"25",2.575,15.737745
"26",2.625,15.737745
"27",2.675,15.737745
"28",2.775,15.737745
"29",2.825,15.737745
"30",2.425,16.1099794117647
"31",2.475,16.1099794117647
"32",2.525,16.1099794117647
"33",2.575,16.1099794117647
"34",2.625,16.1099794117647
"35",2.675,16.1099794117647
"36",2.725,16.1099794117647
"37",2.35,16.4579636363636
"38",2.45,16.4579636363636
"39",2.55,16.4579636363636
"40",2.65,16.4579636363636
"41",2.225,16.8650806451613
"42",2.325,16.8650806451613
"43",2.375,16.8650806451613
"44",2.425,16.8650806451613
"45",2.475,16.8650806451613
"46",2.525,16.8650806451613
"47",2.575,16.8650806451613
"48",2.175,17.2792513274336
"49",2.225,17.2792513274336
"50",2.275,17.2792513274336
"51",2.325,17.2792513274336
"52",2.375,17.2792513274336
"53",2.425,17.2792513274336
"54",2.475,17.2792513274336
"55",2.525,17.2792513274336
"56",2.225,17.5345870175439
"57",2.275,17.5345870175439
"58",2.325,17.5345870175439
"59",2.375,17.5345870175439
"60",2.425,17.5345870175439
"61",2.475,17.5345870175439
"62",2.275,17.9173825
"63",2.325,17.9173825
"64",2.375,17.9173825
"65",2.425,17.9173825
"66",2.475,17.9173825
"67",2.525,17.9173825
"68",2.575,17.9173825
"69",2.175,18.33836625
"70",2.225,18.33836625
"71",2.275,18.33836625
"72",2.325,18.33836625
"73",2.375,18.33836625
"74",2.425,18.33836625
"75",2.475,18.33836625
"76",2.15,18.7158646341463
"77",2.25,18.7158646341463
"78",2.35,18.7158646341463
"79",2.45,18.7158646341463
"80",2.15,19.1003053435115
"81",2.25,19.1003053435115
"82",2.35,19.1003053435115
"83",2.45,19.1003053435115
"84",2.55,19.1003053435115
"85",1.9,19.4755061946903
"86",2.1,19.4755061946903
"87",2.3,19.4755061946903
"88",2.5,19.4755061946903
"89",1.9,19.8312842975207
"90",2.1,19.8312842975207
"91",2.3,19.8312842975207
"92",2.5,19.8312842975207
"93",1.75,20.2147356687898
"94",2.25,20.2147356687898
"95",1.75,20.5326357142857
"96",2.25,20.5326357142857
