"","point_bp_rp","point_gmag"
"1",3,11.6625
"2",2.15,12.1816
"3",2.35,12.1816
"4",2.45,12.1816
"5",2.55,12.1816
"6",2.65,12.1816
"7",2.85,12.1816
"8",2.1,12.5192529411765
"9",2.3,12.5192529411765
"10",2.5,12.5192529411765
"11",1.95,12.8379421052632
"12",2.05,12.8379421052632
"13",2.15,12.8379421052632
"14",2.1,13.17812
"15",1.85,13.5075793103448
"16",1.95,13.5075793103448
"17",2.05,13.5075793103448
"18",2.15,13.5075793103448
"19",1.75,13.8279107142857
"20",1.85,13.8279107142857
"21",1.95,13.8279107142857
"22",2.05,13.8279107142857
"23",2.15,13.8279107142857
"24",1.65,14.17254
"25",1.75,14.17254
"26",1.85,14.17254
"27",1.95,14.17254
"28",2.05,14.17254
"29",1.55,14.5003825396825
"30",1.65,14.5003825396825
"31",1.75,14.5003825396825
"32",1.85,14.5003825396825
"33",1.95,14.5003825396825
"34",2.05,14.5003825396825
"35",1.7,14.8449980769231
"36",1.9,14.8449980769231
"37",1.75,15.189982
"38",1.5,15.5567265486726
"39",1.7,15.5567265486726
"40",1.9,15.5567265486726
"41",1.3,15.8444123809524
"42",1.5,15.8444123809524
"43",1.7,15.8444123809524
"44",1.9,15.8444123809524
"45",1.1,16.1620287769784
"46",1.3,16.1620287769784
"47",1.5,16.1620287769784
"48",1.7,16.1620287769784
"49",1.9,16.1620287769784
"50",1.5,16.5184859813084
"51",1.7,16.5184859813084
"52",1.9,16.5184859813084
"53",1.5,16.8552383838384
"54",1.7,16.8552383838384
"55",1.9,16.8552383838384
"56",1.5,17.1978814814815
"57",1.7,17.1978814814815
"58",1.5,17.5251075757576
"59",1.7,17.5251075757576
"60",1.9,17.5251075757576
"61",1.5,17.8588271317829
"62",1.7,17.8588271317829
"63",1.5,18.1927573248408
"64",1.7,18.1927573248408
"65",1.3,18.544226
"66",1.5,18.544226
"67",1.7,18.544226
"68",1.25,18.8615684782609
"69",1.75,18.8615684782609
"70",1.1,19.1591140127389
"71",1.3,19.1591140127389
"72",1.5,19.1591140127389
"73",1.7,19.1591140127389
"74",1.25,19.49306875
"75",1.75,19.49306875
