"","point_bp_rp","point_gmag"
"1",1.5,12.2267
"2",1.525,12.4022066666667
"3",1.575,12.4022066666667
"4",1.625,12.4022066666667
"5",1.225,12.761675
"6",1.275,12.761675
"7",1.325,12.761675
"8",1.375,12.761675
"9",1.425,12.761675
"10",1.475,12.761675
"11",1.525,12.761675
"12",1.25,13.0690806451613
"13",1.35,13.0690806451613
"14",1.45,13.0690806451613
"15",1.275,13.4652
"16",1.325,13.4652
"17",1.375,13.4652
"18",1.175,13.7675666666667
"19",1.225,13.7675666666667
"20",1.275,13.7675666666667
"21",1.325,13.7675666666667
"22",1.125,14.0637902439024
"23",1.175,14.0637902439024
"24",1.225,14.0637902439024
"25",1.275,14.0637902439024
"26",1.1,14.4236906976744
"27",1.3,14.4236906976744
"28",1.1,14.7721517241379
"29",1.1,15.076411
"30",0.85,15.4467298969072
"31",0.95,15.4467298969072
"32",1.05,15.4467298969072
"33",1.15,15.4467298969072
"34",0.35,15.7811300847458
"35",0.45,15.7811300847458
"36",0.55,15.7811300847458
"37",0.65,15.7811300847458
"38",0.75,15.7811300847458
"39",0.85,15.7811300847458
"40",1.05,15.7811300847458
"41",1.15,15.7811300847458
"42",0.25,16.0744444444444
"43",0.35,16.0744444444444
"44",1.05,16.0744444444444
"45",0.9,16.4394262295082
"46",1.1,16.4394262295082
"47",0.1,16.774713986014
"48",0.9,16.774713986014
"49",1.1,16.774713986014
"50",0.9,17.1015159235669
"51",1.1,17.1015159235669
"52",0.9,17.4493023809524
"53",1.1,17.4493023809524
"54",0.9,17.7838495049505
"55",0.9,18.1340263157895
"56",0.7,18.4701822175732
"57",0.9,18.4701822175732
"58",0.65,18.8037909793814
"59",0.75,18.8037909793814
"60",0.85,18.8037909793814
"61",0.7,19.138097996357
"62",0.7,19.4662321349963
"63",0.75,19.8056204379562
"64",0.75,20.1462813639036
"65",0.75,20.4712376767056
"66",0.25,20.730446835443
"67",0.75,20.730446835443
"68",1.25,20.730446835443
