"","point_bp_rp","point_gmag"
"1",1.5,10.8657
"2",1.61,11.19202
"3",1.65,11.19202
"4",1.67,11.19202
"5",1.49,11.486325
"6",1.55,11.486325
"7",1.325,12.03942
"8",1.375,12.03942
"9",1.425,12.03942
"10",1.475,12.03942
"11",1.33,12.3788434782609
"12",1.35,12.3788434782609
"13",1.37,12.3788434782609
"14",1.39,12.3788434782609
"15",1.41,12.3788434782609
"16",1.43,12.3788434782609
"17",1.25,12.8288193548387
"18",1.29,12.8288193548387
"19",1.31,12.8288193548387
"20",1.33,12.8288193548387
"21",1.35,12.8288193548387
"22",1.37,12.8288193548387
"23",1.125,13.29665
"24",1.175,13.29665
"25",1.225,13.29665
"26",1.275,13.29665
"27",1.175,13.7500824561404
"28",1.225,13.7500824561404
"29",1.15,14.1731881578947
"30",0.25,14.6060810344828
"31",0.35,14.6060810344828
"32",1.15,14.6060810344828
"33",0.15,15.017164375
"34",1.05,15.017164375
"35",1.15,15.017164375
"36",1.05,15.4452425149701
"37",1.15,15.4452425149701
"38",1.1,15.8989310880829
"39",0.9,16.3288
"40",1.1,16.3288
"41",0.95,16.7810833333333
"42",1.05,16.7810833333333
"43",0.9,17.2261847560976
"44",0.75,17.6520532351057
"45",0.85,17.6520532351057
"46",0.7,18.0820057035998
"47",0.9,18.0820057035998
"48",0.7,18.5121657415438
"49",0.9,18.5121657415438
"50",0.75,18.9452103517994
"51",0.9,19.3819835523696
"52",1.1,19.3819835523696
"53",0.75,19.8125967372134
"54",1.25,19.8125967372134
"55",0.75,20.2373430488459
"56",1.25,20.2373430488459
"57",0.75,20.5845674463938
"58",1.25,20.5845674463938
"59",1.75,20.5845674463938
