"","point_bp_rp","point_gmag"
"1",0.75,11.3012
"2",1.7,11.5682636363636
"3",1.9,11.5682636363636
"4",1.575,11.91524375
"5",1.625,11.91524375
"6",1.675,11.91524375
"7",1.475,12.3201730769231
"8",1.525,12.3201730769231
"9",1.575,12.3201730769231
"10",1.325,12.7237941176471
"11",1.375,12.7237941176471
"12",1.425,12.7237941176471
"13",1.175,13.1291923076923
"14",1.225,13.1291923076923
"15",1.275,13.1291923076923
"16",1.325,13.1291923076923
"17",1.375,13.1291923076923
"18",1.125,13.5058
"19",1.175,13.5058
"20",1.225,13.5058
"21",1.275,13.5058
"22",1.05,13.9064460784314
"23",1.15,13.9064460784314
"24",1.25,13.9064460784314
"25",1.025,14.3063029411765
"26",1.075,14.3063029411765
"27",1.125,14.3063029411765
"28",1.175,14.3063029411765
"29",0.85,14.74323507109
"30",0.95,14.74323507109
"31",1.05,14.74323507109
"32",1.15,14.74323507109
"33",0.15,15.0783461748634
"34",0.25,15.0783461748634
"35",0.35,15.0783461748634
"36",0.45,15.0783461748634
"37",0.55,15.0783461748634
"38",0.65,15.0783461748634
"39",0.75,15.0783461748634
"40",1.05,15.0783461748634
"41",0.05,15.4971990291262
"42",0.95,15.4971990291262
"43",1.05,15.4971990291262
"44",-0.1,15.9245980295567
"45",0.9,15.9245980295567
"46",1.1,15.9245980295567
"47",0.9,16.3060254310345
"48",1.1,16.3060254310345
"49",0.9,16.729090625
"50",0.85,17.1092159468439
"51",0.95,17.1092159468439
"52",0.75,17.546723268206
"53",0.85,17.546723268206
"54",0.95,17.546723268206
"55",0.7,17.9236793661972
"56",0.9,17.9236793661972
"57",0.65,18.3243698924731
"58",0.75,18.3243698924731
"59",0.7,18.7223906945681
"60",0.7,19.1268834555827
"61",0.9,19.1268834555827
"62",0.75,19.520241129326
"63",0.75,19.9220494343504
"64",0.75,20.3202292019125
"65",1.25,20.3202292019125
"66",0.75,20.6460472073451
"67",1.25,20.6460472073451
