Gmag,G_BPmag,G_RPmag,logAge,MH
15.039,17.844,13.607,9.95424,-1.20000
14.327,16.530,12.979,9.95424,-1.20000
14.221,16.351,12.886,9.95424,-1.20000
13.364,15.076,12.116,9.95424,-1.20000
12.845,14.412,11.636,9.95424,-1.20000
12.460,13.949,11.273,9.95424,-1.20000
11.866,13.262,10.709,9.95424,-1.20000
11.320,12.653,10.185,9.95424,-1.20000
10.900,12.190,9.780,9.95424,-1.20000
10.559,11.817,9.451,9.95424,-1.20000
10.162,11.372,9.072,9.95424,-1.20000
9.692,10.830,8.630,9.95424,-1.20000
9.141,10.170,8.127,9.95424,-1.20000
8.559,9.478,7.598,9.95424,-1.20000
8.040,8.883,7.118,9.95424,-1.20000
7.944,8.774,7.031,9.95424,-1.20000
7.776,8.582,6.876,9.95424,-1.20000
7.624,8.409,6.736,9.95424,-1.20000
7.535,8.310,6.654,9.95424,-1.20000
7.446,8.210,6.571,9.95424,-1.20000
7.278,8.022,6.416,9.95424,-1.20000
7.126,7.850,6.275,9.95424,-1.20000
7.058,7.775,6.212,9.95424,-1.20000
7.049,7.765,6.205,9.95424,-1.20000
6.938,7.642,6.101,9.95424,-1.20000
6.834,7.528,6.005,9.95424,-1.20000
6.731,7.414,5.908,9.95424,-1.20000
6.631,7.306,5.814,9.95424,-1.20000
6.569,7.238,5.755,9.95424,-1.20000
6.534,7.201,5.723,9.95424,-1.20000
6.422,7.081,5.616,9.95424,-1.20000
6.321,6.973,5.520,9.95424,-1.20000
6.218,6.864,5.421,9.95424,-1.20000
6.077,6.714,5.286,9.95424,-1.20000
6.013,6.647,5.225,9.95424,-1.20000
5.907,6.535,5.124,9.95424,-1.20000
5.794,6.416,5.014,9.95424,-1.20000
5.680,6.297,4.904,9.95424,-1.20000
5.571,6.184,4.798,9.95424,-1.20000
5.424,6.032,4.654,9.95424,-1.20000
5.298,5.905,4.530,9.95424,-1.20000
5.294,5.901,4.526,9.95424,-1.20000
5.283,5.889,4.514,9.95424,-1.20000
5.224,5.830,4.456,9.95424,-1.20000
5.090,5.698,4.320,9.95424,-1.20000
4.963,5.577,4.190,9.95424,-1.20000
4.935,5.550,4.161,9.95424,-1.20000
4.856,5.477,4.076,9.95424,-1.20000
4.767,5.399,3.980,9.95424,-1.20000
4.692,5.337,3.895,9.95424,-1.20000
4.629,5.288,3.822,9.95424,-1.20000
4.578,5.254,3.760,9.95424,-1.20000
4.539,5.231,3.709,9.95424,-1.20000
4.503,5.211,3.663,9.95424,-1.20000
4.446,5.174,3.594,9.95424,-1.20000
4.370,5.112,3.509,9.95424,-1.20000
4.271,5.023,3.402,9.95424,-1.20000
4.237,4.993,3.367,9.95424,-1.20000
4.165,4.924,3.292,9.95424,-1.20000
4.067,4.831,3.191,9.95424,-1.20000
3.964,4.732,3.085,9.95424,-1.20000
3.857,4.628,2.976,9.95424,-1.20000
3.735,4.510,2.852,9.95424,-1.20000
3.626,4.405,2.741,9.95424,-1.20000
3.506,4.288,2.620,9.95424,-1.20000
3.388,4.173,2.500,9.95424,-1.20000
3.273,4.061,2.383,9.95424,-1.20000
3.157,3.948,2.264,9.95424,-1.20000
3.042,3.837,2.147,9.95424,-1.20000
2.922,3.721,2.025,9.95424,-1.20000
2.812,3.614,1.912,9.95424,-1.20000
2.699,3.505,1.797,9.95424,-1.20000
2.583,3.394,1.679,9.95424,-1.20000
2.475,3.290,1.568,9.95424,-1.20000
2.362,3.181,1.453,9.95424,-1.20000
2.253,3.077,1.341,9.95424,-1.20000
2.147,2.976,1.233,9.95424,-1.20000
2.038,2.872,1.121,9.95424,-1.20000
1.932,2.771,1.012,9.95424,-1.20000
1.826,2.670,0.904,9.95424,-1.20000
1.722,2.571,0.796,9.95424,-1.20000
1.621,2.476,0.692,9.95424,-1.20000
1.521,2.382,0.589,9.95424,-1.20000
1.423,2.289,0.488,9.95424,-1.20000
