Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
13.611,15.467,15.508,12.372,10.07918,-1.50000
13.110,14.638,14.684,11.950,10.07918,-1.50000
12.665,13.972,14.020,11.574,10.07918,-1.50000
11.789,12.844,12.893,10.797,10.07918,-1.50000
11.262,12.224,12.273,10.314,10.07918,-1.50000
10.863,11.770,11.818,9.941,10.07918,-1.50000
10.257,11.101,11.148,9.370,10.07918,-1.50000
9.707,10.502,10.548,8.848,10.07918,-1.50000
9.289,10.049,10.094,8.452,10.07918,-1.50000
9.145,9.892,9.937,8.315,10.07918,-1.50000
8.951,9.681,9.726,8.131,10.07918,-1.50000
8.585,9.275,9.319,7.792,10.07918,-1.50000
8.557,9.244,9.287,7.765,10.07918,-1.50000
8.443,9.113,9.156,7.662,10.07918,-1.50000
8.063,8.681,8.722,7.319,10.07918,-1.50000
7.498,8.029,8.066,6.821,10.07918,-1.50000
6.903,7.364,7.396,6.285,10.07918,-1.50000
6.338,6.734,6.760,5.778,10.07918,-1.50000
6.209,6.590,6.614,5.664,10.07918,-1.50000
6.081,6.448,6.471,5.550,10.07918,-1.50000
5.958,6.312,6.333,5.439,10.07918,-1.50000
5.844,6.186,6.206,5.338,10.07918,-1.50000
5.767,6.100,6.120,5.270,10.07918,-1.50000
5.665,5.987,6.006,5.178,10.07918,-1.50000
5.526,5.836,5.853,5.054,10.07918,-1.50000
5.397,5.696,5.712,4.936,10.07918,-1.50000
5.271,5.559,5.574,4.821,10.07918,-1.50000
5.182,5.463,5.477,4.740,10.07918,-1.50000
5.140,5.418,5.432,4.702,10.07918,-1.50000
5.015,5.285,5.298,4.587,10.07918,-1.50000
4.900,5.162,5.175,4.480,10.07918,-1.50000
4.779,5.035,5.048,4.367,10.07918,-1.50000
4.671,4.921,4.933,4.265,10.07918,-1.50000
4.560,4.805,4.817,4.161,10.07918,-1.50000
4.458,4.699,4.711,4.065,10.07918,-1.50000
4.356,4.593,4.604,3.967,10.07918,-1.50000
4.232,4.465,4.476,3.849,10.07918,-1.50000
4.110,4.340,4.351,3.731,10.07918,-1.50000
3.989,4.216,4.227,3.613,10.07918,-1.50000
3.902,4.128,4.139,3.528,10.07918,-1.50000
3.865,4.091,4.102,3.491,10.07918,-1.50000
3.712,3.939,3.950,3.335,10.07918,-1.50000
3.576,3.809,3.820,3.194,10.07918,-1.50000
3.551,3.784,3.796,3.167,10.07918,-1.50000
3.524,3.760,3.771,3.138,10.07918,-1.50000
3.430,3.673,3.685,3.034,10.07918,-1.50000
3.348,3.600,3.613,2.941,10.07918,-1.50000
3.274,3.538,3.552,2.853,10.07918,-1.50000
3.211,3.488,3.502,2.775,10.07918,-1.50000
3.155,3.444,3.459,2.704,10.07918,-1.50000
3.098,3.400,3.416,2.634,10.07918,-1.50000
3.037,3.351,3.368,2.559,10.07918,-1.50000
3.019,3.336,3.354,2.538,10.07918,-1.50000
2.981,3.304,3.322,2.493,10.07918,-1.50000
2.905,3.236,3.255,2.408,10.07918,-1.50000
2.812,3.150,3.170,2.308,10.07918,-1.50000
2.776,3.116,3.136,2.269,10.07918,-1.50000
2.675,3.020,3.040,2.164,10.07918,-1.50000
2.555,2.905,2.925,2.040,10.07918,-1.50000
2.445,2.798,2.819,1.927,10.07918,-1.50000
2.333,2.688,2.709,1.811,10.07918,-1.50000
2.209,2.568,2.589,1.684,10.07918,-1.50000
2.086,2.448,2.469,1.558,10.07918,-1.50000
1.967,2.331,2.353,1.436,10.07918,-1.50000
1.855,2.221,2.244,1.322,10.07918,-1.50000
1.735,2.105,2.127,1.199,10.07918,-1.50000
1.610,1.982,2.005,1.071,10.07918,-1.50000
1.495,1.870,1.893,0.953,10.07918,-1.50000
1.381,1.759,1.783,0.836,10.07918,-1.50000
1.265,1.646,1.670,0.717,10.07918,-1.50000
1.153,1.538,1.562,0.603,10.07918,-1.50000
1.037,1.426,1.450,0.483,10.07918,-1.50000
0.926,1.317,1.342,0.368,10.07918,-1.50000
0.818,1.213,1.238,0.257,10.07918,-1.50000
0.705,1.104,1.129,0.141,10.07918,-1.50000
0.595,0.998,1.023,0.027,10.07918,-1.50000
0.489,0.895,0.921,-0.083,10.07918,-1.50000
0.384,0.794,0.821,-0.192,10.07918,-1.50000
0.274,0.689,0.716,-0.306,10.07918,-1.50000
0.170,0.590,0.617,-0.414,10.07918,-1.50000
0.067,0.492,0.520,-0.521,10.07918,-1.50000
-0.036,0.393,0.421,-0.628,10.07918,-1.50000
-0.132,0.302,0.330,-0.728,10.07918,-1.50000
-0.224,0.215,0.244,-0.824,10.07918,-1.50000
-0.307,0.136,0.165,-0.911,10.07918,-1.50000
-0.367,0.079,0.108,-0.973,10.07918,-1.50000
-0.332,0.110,0.140,-0.937,10.07918,-1.50000
-0.328,0.115,0.144,-0.932,10.07918,-1.50000
-0.391,0.055,0.084,-0.998,10.07918,-1.50000
-0.492,-0.041,-0.010,-1.104,10.07918,-1.50000
-0.593,-0.135,-0.104,-1.210,10.07918,-1.50000
-0.693,-0.229,-0.198,-1.315,10.07918,-1.50000
-0.788,-0.317,-0.285,-1.416,10.07918,-1.50000
-0.888,-0.410,-0.377,-1.522,10.07918,-1.50000
-0.982,-0.496,-0.462,-1.622,10.07918,-1.50000
-1.079,-0.585,-0.550,-1.725,10.07918,-1.50000
-1.171,-0.668,-0.632,-1.824,10.07918,-1.50000
-1.286,-0.771,-0.734,-1.948,10.07918,-1.50000
-1.395,-0.868,-0.830,-2.067,10.07918,-1.50000
-1.488,-0.950,-0.911,-2.168,10.07918,-1.50000
-1.592,-1.040,-1.000,-2.282,10.07918,-1.50000
-1.682,-1.118,-1.076,-2.381,10.07918,-1.50000
-1.781,-1.201,-1.158,-2.491,10.07918,-1.50000
-1.882,-1.288,-1.244,-2.603,10.07918,-1.50000
-1.984,-1.376,-1.332,-2.714,10.07918,-1.50000
-2.078,-1.456,-1.411,-2.818,10.07918,-1.50000
-2.176,-1.541,-1.495,-2.926,10.07918,-1.50000
-2.266,-1.615,-1.569,-3.026,10.07918,-1.50000
-2.359,-1.692,-1.645,-3.130,10.07918,-1.50000
-2.451,-1.768,-1.720,-3.233,10.07918,-1.50000
