Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.393,0.586,0.598,0.067
0.395,0.582,0.594,0.076
0.396,0.578,0.590,0.085
0.397,0.575,0.586,0.092
0.398,0.573,0.584,0.096
0.397,0.571,0.582,0.097
0.397,0.570,0.582,0.098
0.397,0.570,0.581,0.097
0.395,0.569,0.580,0.094
0.392,0.569,0.580,0.088
0.389,0.569,0.581,0.079
0.384,0.570,0.582,0.066
0.378,0.571,0.583,0.050
0.371,0.573,0.585,0.032
0.367,0.574,0.587,0.021
0.361,0.577,0.590,0.002
0.353,0.579,0.593,-0.019
0.345,0.581,0.595,-0.040
0.336,0.583,0.597,-0.062
0.326,0.583,0.598,-0.084
0.315,0.580,0.596,-0.106
0.303,0.576,0.592,-0.128
0.290,0.569,0.586,-0.148
0.275,0.560,0.577,-0.171
0.256,0.547,0.565,-0.197
0.254,0.543,0.560,-0.197
0.256,0.546,0.564,-0.196
0.226,0.525,0.543,-0.236
0.176,0.487,0.506,-0.298
0.106,0.431,0.450,-0.383
0.032,0.369,0.389,-0.471
-0.057,0.294,0.315,-0.573
-0.140,0.222,0.244,-0.667
-0.222,0.150,0.174,-0.759
-0.299,0.081,0.106,-0.845
-0.332,0.052,0.076,-0.882
-0.404,-0.014,0.012,-0.960
-0.487,-0.089,-0.063,-1.050
-0.550,-0.147,-0.120,-1.118
-0.580,-0.174,-0.147,-1.150
-0.590,-0.183,-0.156,-1.161
-0.586,-0.180,-0.153,-1.156
-0.579,-0.173,-0.147,-1.149
-0.598,-0.190,-0.163,-1.170
-0.640,-0.228,-0.201,-1.216
-0.757,-0.334,-0.306,-1.343
-0.870,-0.437,-0.407,-1.465
-0.983,-0.540,-0.510,-1.587
-1.085,-0.632,-0.601,-1.697
-1.185,-0.723,-0.691,-1.804
-1.281,-0.810,-0.778,-1.908
-1.379,-0.897,-0.864,-2.015
-1.477,-0.984,-0.948,-2.123
-1.575,-1.068,-1.031,-2.231
-1.672,-1.151,-1.113,-2.339
-1.770,-1.233,-1.194,-2.449
-1.865,-1.313,-1.272,-2.556
-1.959,-1.389,-1.347,-2.662
-2.051,-1.464,-1.420,-2.767
-2.140,-1.536,-1.491,-2.867
-2.222,-1.605,-1.559,-2.960
-2.306,-1.672,-1.626,-3.054
-2.389,-1.739,-1.692,-3.149
-2.484,-1.814,-1.767,-3.257
-2.570,-1.882,-1.834,-3.356
-2.674,-1.962,-1.913,-3.475
-2.685,-1.971,-1.921,-3.488
-2.701,-1.982,-1.933,-3.505
-2.733,-2.007,-1.957,-3.543
-2.769,-2.033,-1.984,-3.584
-2.807,-2.062,-2.012,-3.628
-2.848,-2.093,-2.043,-3.676
-3.328,-2.457,-2.405,-4.222
-3.035,-2.233,-2.182,-3.890
-2.757,-2.032,-1.982,-3.567
-2.380,-1.742,-1.696,-3.132
-2.394,-1.752,-1.706,-3.147
-2.593,-1.908,-1.860,-3.377
-2.886,-2.127,-2.076,-3.716
-3.123,-2.291,-2.239,-3.995
-3.271,-2.386,-2.334,-4.173
-3.351,-2.435,-2.383,-4.270
-3.392,-2.459,-2.407,-4.319
-3.418,-2.474,-2.422,-4.351
30.049,30.042,30.033,30.044
