Gmag,G_BPbrmag,G_BPftmag,G_RPmag
13.515,15.202,15.244,12.316
13.337,14.902,14.947,12.169
12.463,13.611,13.661,11.431
12.378,13.498,13.547,11.359
11.930,12.942,12.992,10.958
11.513,12.439,12.488,10.582
11.361,12.264,12.312,10.442
11.001,11.853,11.901,10.110
10.613,11.420,11.467,9.746
10.022,10.776,10.821,9.187
9.477,10.187,10.231,8.670
9.058,9.734,9.776,8.274
8.809,9.463,9.505,8.039
8.714,9.361,9.402,7.950
8.367,8.980,9.021,7.626
7.929,8.491,8.529,7.226
7.441,7.944,7.978,6.786
6.907,7.356,7.385,6.298
6.382,6.774,6.798,5.825
6.322,6.707,6.731,5.772
6.186,6.556,6.578,5.651
6.030,6.383,6.403,5.512
5.888,6.225,6.244,5.386
5.854,6.187,6.205,5.356
5.832,6.162,6.180,5.336
5.669,5.982,5.999,5.191
5.517,5.816,5.831,5.055
5.372,5.658,5.672,4.924
5.331,5.613,5.626,4.886
5.263,5.540,5.553,4.825
5.124,5.390,5.402,4.698
4.985,5.241,5.253,4.571
4.857,5.105,5.116,4.453
4.756,4.998,5.009,4.360
4.715,4.954,4.965,4.322
4.578,4.810,4.820,4.195
4.442,4.667,4.677,4.068
4.313,4.532,4.541,3.948
4.181,4.394,4.403,3.822
4.050,4.258,4.267,3.698
4.015,4.222,4.231,3.665
3.901,4.104,4.113,3.557
3.767,3.967,3.976,3.428
3.607,3.803,3.812,3.272
3.582,3.778,3.787,3.247
3.537,3.733,3.742,3.202
3.402,3.600,3.609,3.066
3.274,3.476,3.486,2.931
3.250,3.454,3.463,2.906
3.224,3.429,3.439,2.878
3.129,3.342,3.352,2.772
3.045,3.269,3.280,2.673
2.971,3.208,3.220,2.582
2.905,3.158,3.170,2.497
2.847,3.116,3.130,2.418
2.793,3.079,3.094,2.345
2.737,3.038,3.054,2.271
2.661,2.977,2.994,2.179
2.577,2.903,2.920,2.085
2.477,2.811,2.830,1.976
2.440,2.775,2.794,1.937
2.335,2.675,2.694,1.827
2.212,2.558,2.577,1.700
2.100,2.448,2.468,1.583
1.985,2.337,2.357,1.465
1.859,2.215,2.235,1.337
1.735,2.093,2.113,1.209
1.614,1.975,1.995,1.085
1.499,1.863,1.884,0.968
1.378,1.745,1.766,0.844
1.252,1.622,1.643,0.715
1.137,1.509,1.531,0.597
1.055,1.430,1.452,0.513
0.961,1.338,1.360,0.416
0.845,1.226,1.248,0.298
0.733,1.117,1.140,0.182
0.619,1.006,1.029,0.065
0.505,0.895,0.919,-0.053
0.392,0.786,0.810,-0.169
0.279,0.677,0.701,-0.286
0.167,0.569,0.594,-0.402
0.055,0.461,0.486,-0.518
-0.059,0.352,0.378,-0.635
-0.170,0.246,0.272,-0.751
-0.284,0.136,0.163,-0.869
-0.391,0.034,0.061,-0.980
-0.499,-0.069,-0.042,-1.092
-0.608,-0.173,-0.145,-1.206
-0.712,-0.272,-0.244,-1.315
-0.692,-0.253,-0.225,-1.293
-0.669,-0.233,-0.205,-1.269
-0.764,-0.322,-0.293,-1.368
-0.861,-0.414,-0.385,-1.470
-0.958,-0.506,-0.476,-1.571
-1.052,-0.594,-0.564,-1.670
-1.143,-0.680,-0.650,-1.765
-1.237,-0.767,-0.736,-1.864
-1.326,-0.850,-0.818,-1.959
-1.420,-0.937,-0.904,-2.058
-1.525,-1.032,-0.998,-2.171
-1.615,-1.113,-1.078,-2.267
-1.717,-1.204,-1.168,-2.378
-1.803,-1.280,-1.243,-2.471
-1.903,-1.368,-1.330,-2.581
-2.001,-1.453,-1.413,-2.689
-2.099,-1.537,-1.496,-2.797
-2.189,-1.612,-1.570,-2.897
-2.282,-1.690,-1.646,-3.001
-2.370,-1.761,-1.717,-3.100
-2.453,-1.832,-1.786,-3.193
-2.540,-1.904,-1.859,-3.289
-2.617,-1.967,-1.921,-3.376
-2.696,-2.033,-1.986,-3.465
-2.776,-2.098,-2.050,-3.554
-2.847,-2.156,-2.108,-3.634
-2.924,-2.219,-2.170,-3.719
-2.997,-2.277,-2.228,-3.802
-3.066,-2.331,-2.282,-3.880
-3.133,-2.384,-2.334,-3.956
-3.154,-2.401,-2.351,-3.980
0.362,0.609,0.623,-0.038
0.314,0.574,0.589,-0.102
0.309,0.569,0.584,-0.107
0.306,0.566,0.580,-0.109
0.304,0.562,0.576,-0.110
0.302,0.558,0.573,-0.109
0.301,0.555,0.569,-0.107
0.301,0.551,0.565,-0.104
0.300,0.548,0.562,-0.101
0.300,0.544,0.558,-0.097
0.300,0.541,0.555,-0.094
0.299,0.538,0.552,-0.091
0.299,0.535,0.548,-0.088
0.298,0.533,0.546,-0.087
0.297,0.530,0.544,-0.087
0.297,0.530,0.544,-0.087
0.295,0.529,0.543,-0.088
0.293,0.528,0.542,-0.091
0.291,0.528,0.542,-0.096
0.289,0.528,0.542,-0.102
0.286,0.529,0.543,-0.110
0.282,0.529,0.543,-0.119
0.277,0.530,0.544,-0.130
0.275,0.530,0.544,-0.135
0.270,0.530,0.544,-0.146
0.264,0.529,0.544,-0.159
0.257,0.528,0.543,-0.172
0.249,0.525,0.541,-0.186
0.241,0.521,0.537,-0.199
0.233,0.517,0.533,-0.212
0.221,0.510,0.526,-0.229
0.205,0.500,0.517,-0.252
0.188,0.488,0.505,-0.275
0.180,0.482,0.499,-0.286
0.155,0.463,0.481,-0.318
0.117,0.434,0.452,-0.364
0.055,0.383,0.402,-0.439
-0.016,0.323,0.343,-0.523
-0.094,0.256,0.277,-0.612
-0.172,0.189,0.210,-0.700
-0.250,0.120,0.142,-0.787
-0.321,0.056,0.079,-0.864
-0.327,0.050,0.073,-0.871
-0.381,0.000,0.024,-0.930
-0.489,-0.099,-0.075,-1.046
-0.585,-0.188,-0.163,-1.148
-0.675,-0.271,-0.246,-1.244
-0.733,-0.326,-0.300,-1.306
-0.701,-0.296,-0.271,-1.271
-0.640,-0.240,-0.215,-1.207
-0.689,-0.284,-0.259,-1.260
-0.791,-0.378,-0.352,-1.369
-0.874,-0.455,-0.429,-1.458
-0.972,-0.547,-0.519,-1.562
-1.071,-0.638,-0.610,-1.667
-1.169,-0.729,-0.700,-1.771
-1.267,-0.820,-0.790,-1.875
-1.364,-0.910,-0.880,-1.979
-1.461,-1.000,-0.969,-2.082
-1.558,-1.089,-1.058,-2.185
-1.655,-1.176,-1.143,-2.289
-1.750,-1.261,-1.228,-2.393
-1.844,-1.344,-1.309,-2.496
-1.938,-1.425,-1.389,-2.599
-2.031,-1.505,-1.467,-2.702
-2.126,-1.585,-1.546,-2.808
-2.219,-1.663,-1.623,-2.912
-2.317,-1.744,-1.702,-3.022
-2.417,-1.824,-1.781,-3.137
-2.507,-1.893,-1.849,-3.241
-2.589,-1.959,-1.914,-3.334
-2.672,-2.027,-1.981,-3.428
-2.809,-2.137,-2.090,-3.583
-3.108,-2.371,-2.322,-3.923
-3.131,-2.388,-2.339,-3.950
-3.157,-2.408,-2.358,-3.980
-3.199,-2.439,-2.389,-4.029
-3.256,-2.481,-2.431,-4.095
-3.268,-2.490,-2.440,-4.109
-3.299,-2.495,-2.444,-4.156
-2.924,-2.214,-2.165,-3.723
-2.621,-1.975,-1.928,-3.378
-2.165,-1.617,-1.577,-2.853
-2.174,-1.623,-1.583,-2.865
-2.363,-1.768,-1.725,-3.084
-2.719,-2.044,-1.997,-3.495
-3.025,-2.277,-2.228,-3.848
-3.218,-2.415,-2.364,-4.074
-3.317,-2.477,-2.426,-4.193
-3.361,-2.500,-2.449,-4.248
-3.383,-2.508,-2.456,-4.278
30.055,30.048,30.039,30.050
