Gmag,G_BPbrmag,G_BPftmag,G_RPmag
-0.217,0.180,0.206,-0.777
-0.300,0.106,0.133,-0.868
-0.380,0.035,0.063,-0.956
-0.389,0.026,0.054,-0.966
-0.457,-0.035,-0.006,-1.040
-0.536,-0.107,-0.077,-1.127
-0.601,-0.165,-0.135,-1.197
-0.626,-0.188,-0.157,-1.224
-0.615,-0.178,-0.147,-1.212
-0.571,-0.139,-0.109,-1.165
-0.542,-0.112,-0.083,-1.133
-0.599,-0.163,-0.133,-1.195
-0.673,-0.230,-0.199,-1.276
-0.791,-0.336,-0.304,-1.405
-0.910,-0.442,-0.409,-1.534
-1.026,-0.544,-0.510,-1.661
-1.128,-0.634,-0.598,-1.774
-1.225,-0.718,-0.680,-1.880
-1.317,-0.798,-0.759,-1.983
-1.408,-0.874,-0.835,-2.083
-1.496,-0.948,-0.907,-2.182
-1.575,-1.003,-0.960,-2.280
-1.642,-1.044,-0.999,-2.366
-1.723,-1.110,-1.064,-2.458
-1.804,-1.177,-1.131,-2.548
-1.885,-1.244,-1.197,-2.639
-1.966,-1.310,-1.262,-2.731
-2.044,-1.373,-1.325,-2.818
-2.132,-1.451,-1.402,-2.914
-2.250,-1.577,-1.529,-3.025
-2.356,-1.708,-1.661,-3.113
-2.438,-1.835,-1.789,-3.163
29.970,30.688,30.733,29.159
