Gmag,G_BPbrmag,G_BPftmag,G_RPmag
13.558,15.331,15.373,12.338
13.510,15.249,15.291,12.299
12.516,13.721,13.770,11.463
11.645,12.632,12.681,10.685
11.123,12.027,12.075,10.204
10.726,11.582,11.629,9.833
10.234,11.041,11.088,9.368
10.127,10.924,10.971,9.267
9.583,10.334,10.379,8.751
9.167,9.883,9.927,8.357
8.828,9.514,9.557,8.036
8.451,9.098,9.139,7.686
7.977,8.563,8.602,7.256
7.442,7.955,7.991,6.779
6.859,7.309,7.340,6.249
6.293,6.681,6.705,5.741
6.260,6.644,6.668,5.711
6.133,6.502,6.524,5.598
6.009,6.365,6.387,5.488
5.896,6.240,6.260,5.387
5.790,6.123,6.142,5.292
5.715,6.039,6.057,5.225
5.714,6.038,6.056,5.224
5.574,5.886,5.902,5.099
5.444,5.744,5.759,4.981
5.316,5.606,5.620,4.865
5.193,5.473,5.487,4.752
5.103,5.376,5.389,4.669
5.055,5.325,5.338,4.625
4.937,5.200,5.212,4.516
4.814,5.070,5.082,4.402
4.703,4.953,4.964,4.298
4.588,4.833,4.844,4.190
4.466,4.706,4.717,4.074
4.314,4.548,4.559,3.928
4.294,4.528,4.539,3.910
4.249,4.481,4.492,3.866
4.120,4.349,4.359,3.742
3.992,4.218,4.229,3.618
3.899,4.123,4.134,3.526
3.863,4.087,4.098,3.490
3.714,3.940,3.950,3.339
3.583,3.814,3.825,3.203
3.559,3.791,3.802,3.177
3.532,3.766,3.777,3.148
3.435,3.676,3.688,3.042
3.350,3.600,3.613,2.945
3.273,3.535,3.548,2.854
3.205,3.480,3.494,2.771
3.143,3.431,3.446,2.693
3.080,3.381,3.397,2.616
3.012,3.325,3.342,2.534
2.924,3.249,3.267,2.434
2.836,3.168,3.187,2.337
2.767,3.104,3.123,2.263
2.730,3.069,3.088,2.225
2.628,2.972,2.991,2.118
2.508,2.855,2.875,1.993
2.397,2.748,2.768,1.880
2.285,2.639,2.659,1.764
2.161,2.518,2.539,1.637
2.039,2.399,2.420,1.512
1.920,2.282,2.303,1.390
1.807,2.172,2.193,1.275
1.687,2.055,2.076,1.152
1.561,1.932,1.954,1.023
1.446,1.819,1.842,0.906
1.332,1.708,1.730,0.788
1.214,1.594,1.616,0.668
1.101,1.484,1.507,0.552
0.984,1.369,1.393,0.431
0.870,1.259,1.283,0.315
0.761,1.153,1.177,0.202
0.647,1.042,1.067,0.084
0.533,0.933,0.958,-0.033
0.425,0.829,0.854,-0.145
0.317,0.725,0.751,-0.256
0.205,0.617,0.643,-0.373
0.098,0.515,0.541,-0.483
-0.008,0.413,0.440,-0.593
-0.116,0.310,0.337,-0.705
-0.216,0.215,0.243,-0.809
-0.314,0.121,0.149,-0.912
-0.408,0.031,0.060,-1.010
-0.468,-0.026,0.003,-1.072
-0.439,0.001,0.030,-1.041
-0.458,-0.017,0.012,-1.061
-0.561,-0.114,-0.085,-1.169
-0.661,-0.209,-0.179,-1.274
-0.765,-0.307,-0.276,-1.382
-0.858,-0.394,-0.363,-1.480
-0.955,-0.485,-0.453,-1.583
-1.048,-0.570,-0.538,-1.681
-1.141,-0.656,-0.622,-1.780
-1.233,-0.740,-0.706,-1.878
-1.342,-0.839,-0.803,-1.996
-1.430,-0.918,-0.881,-2.091
-1.534,-1.010,-0.972,-2.204
-1.637,-1.100,-1.061,-2.317
-1.742,-1.191,-1.151,-2.432
-1.835,-1.271,-1.229,-2.535
-1.935,-1.355,-1.312,-2.645
-2.027,-1.431,-1.387,-2.749
-2.117,-1.509,-1.465,-2.848
-2.207,-1.586,-1.541,-2.947
-2.292,-1.659,-1.613,-3.041
-2.378,-1.729,-1.683,-3.137
-2.458,-1.796,-1.748,-3.226
-2.537,-1.861,-1.813,-3.315
-2.620,-1.928,-1.880,-3.407
-2.691,-1.985,-1.937,-3.488
-2.769,-2.048,-1.998,-3.576
-2.843,-2.105,-2.056,-3.659
-2.916,-2.163,-2.113,-3.742
-2.988,-2.220,-2.170,-3.824
-3.057,-2.274,-2.223,-3.902
-3.129,-2.327,-2.276,-3.984
0.434,0.620,0.632,0.116
0.406,0.599,0.611,0.079
0.386,0.583,0.595,0.053
0.384,0.579,0.591,0.052
0.382,0.576,0.588,0.053
0.382,0.574,0.586,0.056
0.383,0.571,0.583,0.060
0.383,0.570,0.581,0.065
0.385,0.568,0.579,0.071
0.386,0.566,0.577,0.077
0.387,0.563,0.575,0.083
0.388,0.561,0.573,0.087
0.388,0.560,0.571,0.090
0.388,0.558,0.569,0.092
0.387,0.557,0.568,0.091
0.386,0.557,0.568,0.091
0.386,0.557,0.568,0.090
0.384,0.556,0.567,0.085
0.381,0.556,0.567,0.078
0.377,0.556,0.567,0.069
0.372,0.556,0.567,0.058
0.367,0.556,0.568,0.045
0.361,0.556,0.568,0.029
0.354,0.557,0.570,0.011
0.353,0.557,0.570,0.010
0.352,0.558,0.570,0.007
0.345,0.559,0.572,-0.012
0.337,0.560,0.573,-0.031
0.328,0.560,0.574,-0.052
0.319,0.560,0.574,-0.074
0.309,0.559,0.573,-0.094
0.298,0.556,0.571,-0.116
0.286,0.552,0.568,-0.137
0.275,0.548,0.563,-0.157
0.261,0.541,0.557,-0.179
0.244,0.531,0.547,-0.205
0.246,0.533,0.549,-0.201
0.222,0.517,0.534,-0.236
0.187,0.492,0.509,-0.281
0.118,0.437,0.455,-0.366
0.029,0.363,0.383,-0.471
-0.065,0.284,0.305,-0.581
-0.160,0.201,0.223,-0.689
-0.252,0.121,0.144,-0.791
-0.308,0.070,0.093,-0.853
-0.405,-0.018,0.007,-0.958
-0.494,-0.099,-0.074,-1.054
-0.558,-0.158,-0.133,-1.123
-0.609,-0.205,-0.179,-1.178
-0.645,-0.239,-0.213,-1.217
-0.619,-0.215,-0.189,-1.188
-0.580,-0.179,-0.154,-1.147
-0.618,-0.213,-0.187,-1.188
-0.670,-0.260,-0.234,-1.244
-0.768,-0.350,-0.323,-1.350
-0.875,-0.448,-0.420,-1.464
-0.977,-0.542,-0.513,-1.574
-1.077,-0.634,-0.605,-1.682
-1.176,-0.725,-0.695,-1.788
-1.274,-0.815,-0.784,-1.893
-1.371,-0.904,-0.872,-1.996
-1.470,-0.992,-0.959,-2.103
-1.569,-1.080,-1.046,-2.211
-1.667,-1.166,-1.130,-2.319
-1.766,-1.250,-1.214,-2.428
-1.864,-1.334,-1.296,-2.538
-1.960,-1.414,-1.375,-2.645
-2.055,-1.493,-1.452,-2.752
-2.149,-1.569,-1.527,-2.859
-2.236,-1.639,-1.595,-2.959
-2.323,-1.709,-1.664,-3.057
-2.408,-1.778,-1.732,-3.154
-2.500,-1.852,-1.806,-3.258
-2.596,-1.929,-1.882,-3.367
-2.691,-2.005,-1.957,-3.475
-2.738,-2.041,-1.993,-3.528
-2.778,-2.073,-2.024,-3.574
-2.825,-2.110,-2.061,-3.628
-2.884,-2.154,-2.105,-3.695
-3.211,-2.395,-2.344,-4.073
-2.864,-2.133,-2.083,-3.676
-2.563,-1.900,-1.853,-3.331
-2.147,-1.574,-1.532,-2.853
-2.159,-1.583,-1.540,-2.867
-2.366,-1.743,-1.698,-3.106
-2.704,-2.009,-1.960,-3.494
-2.986,-2.220,-2.170,-3.820
-3.165,-2.345,-2.294,-4.030
-3.260,-2.407,-2.355,-4.143
-3.308,-2.436,-2.385,-4.202
-3.338,-2.453,-2.402,-4.239
30.052,30.045,30.036,30.047
