Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
14.698,17.697,17.742,13.255,10.13830,-0.60000
14.025,16.553,16.598,12.647,10.13830,-0.60000
13.920,16.377,16.423,12.554,10.13830,-0.60000
12.935,14.794,14.840,11.680,10.13830,-0.60000
12.298,13.868,13.915,11.116,10.13830,-0.60000
11.830,13.238,13.286,10.696,10.13830,-0.60000
11.136,12.371,12.419,10.063,10.13830,-0.60000
10.525,11.657,11.705,9.494,10.13830,-0.60000
10.070,11.142,11.190,9.065,10.13830,-0.60000
9.841,10.884,10.931,8.850,10.13830,-0.60000
9.681,10.704,10.752,8.699,10.13830,-0.60000
9.231,10.187,10.235,8.282,10.13830,-0.60000
8.730,9.614,9.662,7.820,10.13830,-0.60000
8.168,8.962,9.009,7.311,10.13830,-0.60000
7.505,8.175,8.220,6.728,10.13830,-0.60000
7.053,7.627,7.670,6.346,10.13830,-0.60000
6.856,7.393,7.434,6.177,10.13830,-0.60000
6.238,6.679,6.714,5.641,10.13830,-0.60000
6.122,6.548,6.582,5.539,10.13830,-0.60000
6.013,6.425,6.457,5.442,10.13830,-0.60000
5.908,6.309,6.340,5.349,10.13830,-0.60000
5.803,6.193,6.222,5.256,10.13830,-0.60000
5.681,6.057,6.085,5.146,10.13830,-0.60000
5.656,6.030,6.058,5.124,10.13830,-0.60000
5.644,6.017,6.045,5.113,10.13830,-0.60000
5.518,5.878,5.904,4.999,10.13830,-0.60000
5.396,5.744,5.770,4.889,10.13830,-0.60000
5.276,5.614,5.638,4.780,10.13830,-0.60000
5.166,5.494,5.517,4.679,10.13830,-0.60000
5.055,5.375,5.397,4.577,10.13830,-0.60000
5.048,5.367,5.389,4.571,10.13830,-0.60000
4.952,5.265,5.287,4.482,10.13830,-0.60000
4.846,5.153,5.174,4.382,10.13830,-0.60000
4.744,5.046,5.067,4.286,10.13830,-0.60000
4.613,4.909,4.929,4.161,10.13830,-0.60000
4.484,4.775,4.795,4.037,10.13830,-0.60000
4.381,4.670,4.689,3.937,10.13830,-0.60000
4.342,4.630,4.649,3.899,10.13830,-0.60000
4.315,4.602,4.622,3.872,10.13830,-0.60000
4.273,4.561,4.580,3.831,10.13830,-0.60000
4.154,4.442,4.461,3.710,10.13830,-0.60000
4.022,4.313,4.333,3.574,10.13830,-0.60000
3.998,4.290,4.310,3.550,10.13830,-0.60000
3.898,4.198,4.218,3.442,10.13830,-0.60000
3.800,4.114,4.135,3.329,10.13830,-0.60000
3.738,4.069,4.092,3.247,10.13830,-0.60000
3.696,4.046,4.071,3.186,10.13830,-0.60000
3.652,4.019,4.045,3.125,10.13830,-0.60000
3.583,3.965,3.993,3.041,10.13830,-0.60000
3.500,3.892,3.921,2.947,10.13830,-0.60000
3.450,3.847,3.877,2.893,10.13830,-0.60000
3.428,3.826,3.856,2.870,10.13830,-0.60000
3.323,3.727,3.757,2.760,10.13830,-0.60000
3.224,3.632,3.662,2.657,10.13830,-0.60000
3.117,3.527,3.558,2.547,10.13830,-0.60000
3.019,3.433,3.463,2.447,10.13830,-0.60000
2.904,3.320,3.351,2.329,10.13830,-0.60000
2.800,3.218,3.249,2.222,10.13830,-0.60000
2.693,3.114,3.145,2.113,10.13830,-0.60000
2.592,3.015,3.047,2.010,10.13830,-0.60000
2.481,2.906,2.938,1.896,10.13830,-0.60000
2.377,2.805,2.837,1.790,10.13830,-0.60000
2.267,2.698,2.730,1.678,10.13830,-0.60000
2.165,2.598,2.631,1.573,10.13830,-0.60000
2.065,2.502,2.534,1.471,10.13830,-0.60000
1.963,2.403,2.436,1.366,10.13830,-0.60000
1.867,2.311,2.344,1.266,10.13830,-0.60000
1.776,2.223,2.257,1.172,10.13830,-0.60000
1.682,2.134,2.167,1.075,10.13830,-0.60000
1.564,2.020,2.054,0.952,10.13830,-0.60000
1.476,1.936,1.971,0.861,10.13830,-0.60000
1.368,1.832,1.867,0.748,10.13830,-0.60000
1.285,1.753,1.788,0.661,10.13830,-0.60000
1.180,1.654,1.690,0.553,10.13830,-0.60000
1.083,1.561,1.597,0.451,10.13830,-0.60000
0.985,1.469,1.505,0.349,10.13830,-0.60000
0.897,1.386,1.422,0.256,10.13830,-0.60000
0.813,1.307,1.344,0.167,10.13830,-0.60000
0.739,1.238,1.276,0.090,10.13830,-0.60000
0.677,1.181,1.218,0.025,10.13830,-0.60000
0.634,1.140,1.178,-0.021,10.13830,-0.60000
0.688,1.189,1.226,0.038,10.13830,-0.60000
0.713,1.211,1.248,0.064,10.13830,-0.60000
0.701,1.200,1.237,0.052,10.13830,-0.60000
0.598,1.104,1.142,-0.057,10.13830,-0.60000
0.494,1.008,1.046,-0.168,10.13830,-0.60000
0.390,0.912,0.951,-0.278,10.13830,-0.60000
0.290,0.820,0.859,-0.385,10.13830,-0.60000
0.188,0.726,0.766,-0.493,10.13830,-0.60000
0.091,0.638,0.678,-0.597,10.13830,-0.60000
-0.007,0.548,0.589,-0.702,10.13830,-0.60000
-0.103,0.462,0.504,-0.804,10.13830,-0.60000
-0.200,0.375,0.417,-0.908,10.13830,-0.60000
-0.292,0.292,0.335,-1.008,10.13830,-0.60000
-0.385,0.208,0.252,-1.108,10.13830,-0.60000
-0.476,0.128,0.172,-1.206,10.13830,-0.60000
-0.567,0.047,0.092,-1.303,10.13830,-0.60000
-0.654,-0.030,0.015,-1.397,10.13830,-0.60000
-0.741,-0.107,-0.061,-1.491,10.13830,-0.60000
-0.828,-0.184,-0.137,-1.585,10.13830,-0.60000
-0.910,-0.255,-0.208,-1.676,10.13830,-0.60000
-0.995,-0.328,-0.280,-1.769,10.13830,-0.60000
-1.095,-0.413,-0.365,-1.879,10.13830,-0.60000
-1.174,-0.480,-0.431,-1.967,10.13830,-0.60000
-1.257,-0.550,-0.501,-2.058,10.13830,-0.60000
-1.351,-0.627,-0.578,-2.162,10.13830,-0.60000
-1.429,-0.692,-0.642,-2.249,10.13830,-0.60000
-1.507,-0.756,-0.706,-2.336,10.13830,-0.60000
-1.598,-0.830,-0.779,-2.438,10.13830,-0.60000
-1.689,-0.901,-0.850,-2.541,10.13830,-0.60000
-1.764,-0.960,-0.909,-2.626,10.13830,-0.60000
-1.847,-1.021,-0.970,-2.721,10.13830,-0.60000
-1.933,-1.085,-1.034,-2.819,10.13830,-0.60000
-2.014,-1.143,-1.091,-2.914,10.13830,-0.60000
-2.095,-1.200,-1.148,-3.009,10.13830,-0.60000
-2.169,-1.248,-1.196,-3.097,10.13830,-0.60000
-2.242,-1.291,-1.239,-3.184,10.13830,-0.60000
-2.311,-1.329,-1.277,-3.269,10.13830,-0.60000
-2.374,-1.355,-1.303,-3.351,10.13830,-0.60000
-2.433,-1.372,-1.320,-3.428,10.13830,-0.60000
-2.485,-1.380,-1.329,-3.499,10.13830,-0.60000
-2.531,-1.373,-1.321,-3.567,10.13830,-0.60000
-2.577,-1.366,-1.314,-3.634,10.13830,-0.60000
-2.615,-1.341,-1.290,-3.695,10.13830,-0.60000
-2.640,-1.317,-1.266,-3.736,10.13830,-0.60000
0.504,0.917,0.948,-0.068,10.13830,-0.60000
0.476,0.891,0.922,-0.098,10.13830,-0.60000
0.468,0.883,0.914,-0.107,10.13830,-0.60000
0.464,0.880,0.910,-0.110,10.13830,-0.60000
0.464,0.878,0.909,-0.109,10.13830,-0.60000
0.466,0.879,0.910,-0.106,10.13830,-0.60000
0.470,0.881,0.911,-0.101,10.13830,-0.60000
0.474,0.883,0.914,-0.095,10.13830,-0.60000
0.478,0.886,0.916,-0.089,10.13830,-0.60000
0.482,0.888,0.918,-0.084,10.13830,-0.60000
0.485,0.890,0.920,-0.079,10.13830,-0.60000
0.488,0.891,0.921,-0.075,10.13830,-0.60000
0.491,0.892,0.922,-0.071,10.13830,-0.60000
0.492,0.893,0.923,-0.068,10.13830,-0.60000
0.494,0.894,0.923,-0.066,10.13830,-0.60000
0.494,0.894,0.923,-0.066,10.13830,-0.60000
