Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
15.030,17.999,18.046,13.572,10.02119,-0.30000
14.817,17.779,17.826,13.359,10.02119,-0.30000
14.514,17.434,17.481,13.062,10.02119,-0.30000
13.504,15.821,15.868,12.151,10.02119,-0.30000
12.834,14.807,14.854,11.549,10.02119,-0.30000
12.338,14.097,14.145,11.103,10.02119,-0.30000
11.620,13.135,13.183,10.451,10.02119,-0.30000
10.972,12.328,12.376,9.853,10.02119,-0.30000
10.483,11.750,11.798,9.397,10.02119,-0.30000
10.467,11.731,11.779,9.382,10.02119,-0.30000
10.070,11.272,11.320,9.009,10.02119,-0.30000
9.635,10.764,10.812,8.605,10.02119,-0.30000
9.538,10.649,10.697,8.516,10.02119,-0.30000
9.158,10.203,10.250,8.166,10.02119,-0.30000
9.111,10.147,10.195,8.124,10.02119,-0.30000
8.634,9.582,9.629,7.691,10.02119,-0.30000
8.363,9.260,9.308,7.448,10.02119,-0.30000
8.050,8.894,8.941,7.166,10.02119,-0.30000
7.468,8.196,8.243,6.655,10.02119,-0.30000
7.256,7.935,7.982,6.475,10.02119,-0.30000
6.857,7.447,7.493,6.140,10.02119,-0.30000
6.533,7.063,7.106,5.863,10.02119,-0.30000
6.300,6.793,6.833,5.662,10.02119,-0.30000
6.215,6.694,6.734,5.588,10.02119,-0.30000
6.060,6.517,6.555,5.453,10.02119,-0.30000
5.915,6.351,6.388,5.326,10.02119,-0.30000
5.787,6.207,6.243,5.214,10.02119,-0.30000
5.688,6.097,6.132,5.125,10.02119,-0.30000
5.571,5.967,6.000,5.020,10.02119,-0.30000
5.460,5.844,5.875,4.921,10.02119,-0.30000
5.351,5.724,5.754,4.823,10.02119,-0.30000
5.310,5.678,5.708,4.786,10.02119,-0.30000
5.217,5.576,5.605,4.702,10.02119,-0.30000
5.108,5.457,5.486,4.602,10.02119,-0.30000
5.001,5.343,5.370,4.505,10.02119,-0.30000
4.897,5.230,5.257,4.408,10.02119,-0.30000
4.828,5.156,5.182,4.344,10.02119,-0.30000
4.817,5.145,5.170,4.334,10.02119,-0.30000
4.699,5.019,5.044,4.224,10.02119,-0.30000
4.586,4.900,4.924,4.118,10.02119,-0.30000
4.478,4.786,4.809,4.016,10.02119,-0.30000
4.375,4.679,4.702,3.918,10.02119,-0.30000
4.299,4.600,4.623,3.844,10.02119,-0.30000
4.286,4.587,4.610,3.832,10.02119,-0.30000
4.184,4.482,4.504,3.733,10.02119,-0.30000
4.164,4.462,4.484,3.714,10.02119,-0.30000
4.106,4.403,4.426,3.656,10.02119,-0.30000
3.976,4.274,4.296,3.526,10.02119,-0.30000
3.849,4.149,4.172,3.395,10.02119,-0.30000
3.826,4.127,4.150,3.371,10.02119,-0.30000
