Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
14.480,17.305,17.349,13.067,10.07004,-0.75000
13.937,16.357,16.401,12.582,10.07004,-0.75000
13.701,15.948,15.993,12.374,10.07004,-0.75000
12.752,14.437,14.484,11.541,10.07004,-0.75000
12.138,13.570,13.617,10.998,10.07004,-0.75000
11.689,12.981,13.029,10.596,10.07004,-0.75000
11.038,12.192,12.241,9.998,10.07004,-0.75000
10.449,11.513,11.561,9.448,10.07004,-0.75000
9.999,11.008,11.056,9.024,10.07004,-0.75000
9.622,10.588,10.636,8.669,10.07004,-0.75000
9.216,10.130,10.178,8.289,10.07004,-0.75000
8.757,9.609,9.656,7.864,10.07004,-0.75000
8.239,9.013,9.059,7.393,10.07004,-0.75000
7.643,8.308,8.352,6.868,10.07004,-0.75000
7.024,7.567,7.608,6.340,10.07004,-0.75000
6.701,7.190,7.228,6.061,10.07004,-0.75000
6.451,6.905,6.939,5.843,10.07004,-0.75000
6.331,6.767,6.800,5.737,10.07004,-0.75000
6.163,6.578,6.609,5.590,10.07004,-0.75000
6.004,6.399,6.428,5.449,10.07004,-0.75000
5.914,6.298,6.326,5.369,10.07004,-0.75000
5.858,6.236,6.263,5.319,10.07004,-0.75000
5.700,6.062,6.087,5.177,10.07004,-0.75000
5.559,5.907,5.931,5.051,10.07004,-0.75000
5.425,5.760,5.782,4.931,10.07004,-0.75000
5.381,5.712,5.734,4.891,10.07004,-0.75000
5.301,5.625,5.646,4.818,10.07004,-0.75000
5.182,5.496,5.516,4.709,10.07004,-0.75000
5.063,5.368,5.388,4.600,10.07004,-0.75000
4.954,5.251,5.270,4.499,10.07004,-0.75000
4.844,5.135,5.153,4.397,10.07004,-0.75000
4.814,5.102,5.120,4.369,10.07004,-0.75000
4.733,5.017,5.035,4.293,10.07004,-0.75000
4.603,4.881,4.898,4.169,10.07004,-0.75000
4.474,4.747,4.764,4.046,10.07004,-0.75000
4.347,4.616,4.633,3.924,10.07004,-0.75000
4.218,4.485,4.501,3.799,10.07004,-0.75000
4.127,4.392,4.408,3.709,10.07004,-0.75000
4.111,4.376,4.392,3.693,10.07004,-0.75000
4.074,4.339,4.355,3.656,10.07004,-0.75000
3.967,4.232,4.248,3.548,10.07004,-0.75000
3.835,4.104,4.120,3.413,10.07004,-0.75000
3.787,4.057,4.073,3.363,10.07004,-0.75000
3.699,3.974,3.991,3.268,10.07004,-0.75000
3.599,3.886,3.904,3.156,10.07004,-0.75000
3.522,3.825,3.844,3.060,10.07004,-0.75000
3.480,3.800,3.821,3.001,10.07004,-0.75000
3.445,3.784,3.806,2.944,10.07004,-0.75000
3.394,3.750,3.774,2.877,10.07004,-0.75000
3.317,3.686,3.711,2.786,10.07004,-0.75000
3.213,3.592,3.618,2.673,10.07004,-0.75000
3.197,3.576,3.603,2.655,10.07004,-0.75000
3.082,3.467,3.494,2.535,10.07004,-0.75000
2.978,3.367,3.394,2.427,10.07004,-0.75000
2.852,3.245,3.272,2.297,10.07004,-0.75000
2.752,3.147,3.175,2.194,10.07004,-0.75000
2.621,3.020,3.049,2.061,10.07004,-0.75000
2.515,2.917,2.945,1.952,10.07004,-0.75000
2.416,2.820,2.849,1.851,10.07004,-0.75000
2.316,2.722,2.751,1.748,10.07004,-0.75000
2.214,2.623,2.652,1.643,10.07004,-0.75000
2.116,2.528,2.557,1.543,10.07004,-0.75000
2.016,2.431,2.460,1.441,10.07004,-0.75000
1.894,2.312,2.342,1.315,10.07004,-0.75000
1.795,2.217,2.247,1.213,10.07004,-0.75000
1.670,2.096,2.127,1.084,10.07004,-0.75000
1.550,1.981,2.011,0.960,10.07004,-0.75000
1.434,1.869,1.901,0.840,10.07004,-0.75000
1.318,1.758,1.790,0.719,10.07004,-0.75000
1.211,1.656,1.688,0.608,10.07004,-0.75000
1.104,1.553,1.586,0.496,10.07004,-0.75000
0.997,1.452,1.484,0.385,10.07004,-0.75000
0.896,1.355,1.388,0.280,10.07004,-0.75000
0.796,1.261,1.295,0.175,10.07004,-0.75000
0.702,1.172,1.206,0.076,10.07004,-0.75000
0.611,1.086,1.121,-0.020,10.07004,-0.75000
0.522,1.003,1.038,-0.114,10.07004,-0.75000
0.444,0.930,0.966,-0.195,10.07004,-0.75000
0.382,0.872,0.908,-0.260,10.07004,-0.75000
0.404,0.892,0.927,-0.237,10.07004,-0.75000
0.467,0.950,0.985,-0.168,10.07004,-0.75000
0.452,0.935,0.970,-0.185,10.07004,-0.75000
0.352,0.842,0.878,-0.291,10.07004,-0.75000
0.248,0.745,0.782,-0.401,10.07004,-0.75000
0.144,0.649,0.686,-0.511,10.07004,-0.75000
0.043,0.556,0.593,-0.618,10.07004,-0.75000
-0.058,0.463,0.501,-0.726,10.07004,-0.75000
-0.154,0.376,0.414,-0.829,10.07004,-0.75000
-0.253,0.287,0.326,-0.934,10.07004,-0.75000
-0.349,0.200,0.240,-1.038,10.07004,-0.75000
-0.445,0.114,0.155,-1.141,10.07004,-0.75000
-0.536,0.032,0.074,-1.240,10.07004,-0.75000
-0.629,-0.051,-0.008,-1.339,10.07004,-0.75000
-0.718,-0.130,-0.086,-1.436,10.07004,-0.75000
-0.807,-0.209,-0.164,-1.532,10.07004,-0.75000
-0.892,-0.284,-0.239,-1.624,10.07004,-0.75000
-0.979,-0.360,-0.315,-1.718,10.07004,-0.75000
-1.063,-0.433,-0.387,-1.811,10.07004,-0.75000
-1.144,-0.503,-0.456,-1.899,10.07004,-0.75000
-1.227,-0.574,-0.527,-1.991,10.07004,-0.75000
-1.324,-0.657,-0.609,-2.097,10.07004,-0.75000
-1.400,-0.721,-0.673,-2.181,10.07004,-0.75000
-1.478,-0.787,-0.738,-2.268,10.07004,-0.75000
-1.569,-0.863,-0.814,-2.368,10.07004,-0.75000
-1.642,-0.924,-0.874,-2.450,10.07004,-0.75000
-1.715,-0.984,-0.934,-2.532,10.07004,-0.75000
-1.802,-1.054,-1.004,-2.628,10.07004,-0.75000
-1.886,-1.120,-1.069,-2.724,10.07004,-0.75000
-1.955,-1.174,-1.124,-2.802,10.07004,-0.75000
-2.034,-1.235,-1.184,-2.891,10.07004,-0.75000
-2.111,-1.293,-1.242,-2.981,10.07004,-0.75000
-2.188,-1.351,-1.299,-3.068,10.07004,-0.75000
-2.264,-1.407,-1.355,-3.155,10.07004,-0.75000
-2.333,-1.455,-1.403,-3.235,10.07004,-0.75000
-2.401,-1.503,-1.451,-3.315,10.07004,-0.75000
-2.468,-1.548,-1.496,-3.393,10.07004,-0.75000
-2.530,-1.584,-1.532,-3.468,10.07004,-0.75000
-2.588,-1.616,-1.563,-3.540,10.07004,-0.75000
-2.642,-1.644,-1.592,-3.607,10.07004,-0.75000
-2.692,-1.664,-1.612,-3.670,10.07004,-0.75000
-2.740,-1.681,-1.629,-3.733,10.07004,-0.75000
-2.787,-1.698,-1.646,-3.793,10.07004,-0.75000
-2.818,-1.708,-1.655,-3.834,10.07004,-0.75000
0.437,0.832,0.860,-0.120,10.07004,-0.75000
0.405,0.802,0.830,-0.154,10.07004,-0.75000
0.396,0.794,0.822,-0.163,10.07004,-0.75000
0.392,0.790,0.818,-0.167,10.07004,-0.75000
0.391,0.788,0.816,-0.167,10.07004,-0.75000
0.392,0.788,0.816,-0.165,10.07004,-0.75000
0.395,0.788,0.817,-0.161,10.07004,-0.75000
0.398,0.790,0.818,-0.157,10.07004,-0.75000
0.401,0.792,0.819,-0.152,10.07004,-0.75000
0.404,0.793,0.821,-0.148,10.07004,-0.75000
0.406,0.794,0.822,-0.144,10.07004,-0.75000
0.408,0.795,0.823,-0.140,10.07004,-0.75000
0.410,0.796,0.823,-0.137,10.07004,-0.75000
0.412,0.796,0.823,-0.135,10.07004,-0.75000
0.413,0.796,0.823,-0.133,10.07004,-0.75000
0.413,0.796,0.823,-0.133,10.07004,-0.75000
0.413,0.796,0.823,-0.133,10.07004,-0.75000
0.413,0.796,0.823,-0.132,10.07004,-0.75000
0.413,0.795,0.822,-0.131,10.07004,-0.75000
0.412,0.794,0.821,-0.132,10.07004,-0.75000
0.410,0.792,0.819,-0.133,10.07004,-0.75000
0.408,0.790,0.817,-0.136,10.07004,-0.75000
0.405,0.787,0.814,-0.139,10.07004,-0.75000
0.401,0.783,0.810,-0.144,10.07004,-0.75000
0.399,0.782,0.809,-0.145,10.07004,-0.75000
0.394,0.777,0.805,-0.151,10.07004,-0.75000
0.388,0.772,0.799,-0.158,10.07004,-0.75000
0.380,0.765,0.793,-0.167,10.07004,-0.75000
0.371,0.758,0.785,-0.177,10.07004,-0.75000
0.362,0.749,0.777,-0.188,10.07004,-0.75000
0.351,0.741,0.768,-0.200,10.07004,-0.75000
0.340,0.731,0.759,-0.212,10.07004,-0.75000
0.337,0.728,0.756,-0.216,10.07004,-0.75000
0.323,0.716,0.744,-0.232,10.07004,-0.75000
0.298,0.695,0.723,-0.261,10.07004,-0.75000
0.254,0.657,0.686,-0.310,10.07004,-0.75000
0.183,0.596,0.626,-0.390,10.07004,-0.75000
0.105,0.528,0.558,-0.478,10.07004,-0.75000
0.028,0.461,0.492,-0.563,10.07004,-0.75000
-0.057,0.387,0.419,-0.658,10.07004,-0.75000
-0.136,0.317,0.350,-0.747,10.07004,-0.75000
-0.214,0.249,0.283,-0.833,10.07004,-0.75000
-0.283,0.189,0.224,-0.909,10.07004,-0.75000
-0.325,0.152,0.187,-0.956,10.07004,-0.75000
-0.339,0.140,0.175,-0.971,10.07004,-0.75000
-0.448,0.045,0.082,-1.091,10.07004,-0.75000
-0.533,-0.029,0.009,-1.186,10.07004,-0.75000
-0.570,-0.061,-0.023,-1.227,10.07004,-0.75000
-0.501,-0.001,0.036,-1.150,10.07004,-0.75000
-0.523,-0.020,0.018,-1.174,10.07004,-0.75000
-0.619,-0.102,-0.063,-1.281,10.07004,-0.75000
-0.701,-0.173,-0.133,-1.372,10.07004,-0.75000
-0.779,-0.239,-0.198,-1.459,10.07004,-0.75000
-0.863,-0.312,-0.270,-1.552,10.07004,-0.75000
-0.946,-0.382,-0.339,-1.643,10.07004,-0.75000
-1.027,-0.452,-0.408,-1.734,10.07004,-0.75000
-1.107,-0.520,-0.475,-1.822,10.07004,-0.75000
-1.186,-0.586,-0.541,-1.910,10.07004,-0.75000
-1.263,-0.650,-0.604,-1.997,10.07004,-0.75000
-1.338,-0.712,-0.666,-2.081,10.07004,-0.75000
-1.374,-0.741,-0.694,-2.123,10.07004,-0.75000
-1.445,-0.797,-0.750,-2.204,10.07004,-0.75000
-1.501,-0.828,-0.780,-2.278,10.07004,-0.75000
-1.565,-0.872,-0.823,-2.356,10.07004,-0.75000
-1.636,-0.926,-0.876,-2.438,10.07004,-0.75000
-1.705,-0.979,-0.929,-2.517,10.07004,-0.75000
-1.775,-1.032,-0.982,-2.598,10.07004,-0.75000
-1.848,-1.087,-1.037,-2.682,10.07004,-0.75000
-1.916,-1.139,-1.088,-2.759,10.07004,-0.75000
-1.975,-1.186,-1.135,-2.826,10.07004,-0.75000
-2.036,-1.237,-1.186,-2.893,10.07004,-0.75000
-2.114,-1.307,-1.256,-2.975,10.07004,-0.75000
-2.204,-1.404,-1.353,-3.062,10.07004,-0.75000
-2.337,-1.581,-1.530,-3.167,10.07004,-0.75000
-2.440,-1.731,-1.681,-3.239,10.07004,-0.75000
29.919,30.583,30.627,29.145,10.07004,-0.75000
