Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.535,1.019,1.057,-0.097
0.540,1.022,1.060,-0.091
0.545,1.025,1.063,-0.085
0.549,1.028,1.066,-0.079
0.553,1.030,1.069,-0.074
0.556,1.032,1.070,-0.069
0.559,1.034,1.072,-0.066
0.562,1.035,1.073,-0.063
0.564,1.036,1.074,-0.060
0.565,1.037,1.075,-0.057
0.566,1.038,1.075,-0.056
0.567,1.038,1.075,-0.054
0.567,1.037,1.075,-0.054
0.566,1.036,1.074,-0.054
0.565,1.035,1.072,-0.056
0.563,1.032,1.070,-0.058
0.559,1.029,1.067,-0.061
0.559,1.029,1.066,-0.062
0.558,1.028,1.066,-0.063
0.553,1.024,1.062,-0.068
0.547,1.019,1.057,-0.075
0.540,1.013,1.051,-0.083
0.532,1.006,1.044,-0.092
0.522,0.997,1.035,-0.103
0.511,0.987,1.026,-0.116
0.497,0.976,1.014,-0.131
0.481,0.962,1.000,-0.149
0.476,0.957,0.996,-0.155
0.451,0.936,0.974,-0.183
0.403,0.895,0.934,-0.236
0.320,0.823,0.863,-0.329
0.239,0.753,0.793,-0.419
0.159,0.684,0.725,-0.508
0.080,0.616,0.659,-0.596
-0.004,0.545,0.587,-0.689
-0.079,0.480,0.523,-0.773
-0.155,0.416,0.460,-0.857
-0.201,0.376,0.420,-0.908
-0.202,0.375,0.419,-0.910
-0.235,0.347,0.392,-0.946
-0.314,0.279,0.324,-1.033
-0.393,0.211,0.257,-1.121
-0.455,0.158,0.205,-1.189
-0.505,0.115,0.162,-1.244
-0.467,0.147,0.194,-1.202
-0.417,0.191,0.237,-1.147
-0.360,0.239,0.285,-1.084
-0.333,0.263,0.308,-1.054
-0.395,0.209,0.255,-1.123
-0.484,0.133,0.180,-1.222
-0.579,0.052,0.099,-1.326
-0.666,-0.023,0.025,-1.422
-0.751,-0.096,-0.047,-1.516
-0.834,-0.165,-0.117,-1.608
-0.915,-0.231,-0.182,-1.698
-0.994,-0.297,-0.247,-1.788
-1.072,-0.359,-0.310,-1.876
-1.150,-0.421,-0.371,-1.964
-1.224,-0.478,-0.427,-2.050
-1.293,-0.525,-0.474,-2.133
-1.321,-0.521,-0.470,-2.181
-1.389,-0.567,-0.516,-2.261
-1.458,-0.615,-0.564,-2.344
-1.522,-0.653,-0.602,-2.422
-1.586,-0.690,-0.638,-2.500
-1.646,-0.721,-0.669,-2.577
-1.696,-0.740,-0.688,-2.643
-1.746,-0.756,-0.704,-2.709
-1.789,-0.756,-0.705,-2.772
-1.828,-0.748,-0.697,-2.834
-1.862,-0.732,-0.680,-2.888
-1.887,-0.693,-0.642,-2.939
-1.914,-0.654,-0.603,-2.992
-1.944,-0.602,-0.551,-3.048
-1.990,-0.608,-0.558,-3.106
-2.004,-0.586,-0.536,-3.132
-2.031,-0.598,-0.548,-3.165
-2.065,-0.598,-0.548,-3.209
-2.026,-0.807,-0.756,-3.086
-2.050,-0.768,-0.717,-3.134
-2.031,-0.825,-0.774,-3.086
-2.029,-0.841,-0.790,-3.077
-2.056,-0.852,-0.800,-3.111
-2.082,-0.852,-0.801,-3.147
-2.117,-0.847,-0.796,-3.197
-2.144,-0.846,-0.795,-3.234
-2.173,-0.853,-0.802,-3.270
-2.236,-0.923,-0.872,-3.330
-2.338,-1.077,-1.025,-3.414
-2.495,-1.351,-1.299,-3.525
-2.650,-1.625,-1.572,-3.627
-2.699,-1.711,-1.658,-3.659
31.626,31.518,31.479,31.809
