Gmag,G_BPbrmag,G_BPftmag,G_RPmag
14.067,16.456,16.496,12.725
13.689,15.783,15.825,12.395
13.207,14.972,15.017,11.981
12.267,13.597,13.645,11.164
11.696,12.867,12.915,10.652
11.279,12.369,12.417,10.269
10.647,11.644,11.693,9.680
10.078,11.011,11.059,9.142
9.645,10.537,10.584,8.732
9.289,10.148,10.195,8.394
8.866,9.676,9.722,7.998
8.361,9.103,9.149,7.534
7.764,8.401,8.444,7.008
7.097,7.617,7.656,6.429
6.501,6.939,6.971,5.905
6.488,6.925,6.957,5.893
6.302,6.715,6.744,5.730
6.132,6.523,6.551,5.579
5.969,6.342,6.367,5.434
5.920,6.288,6.313,5.390
5.887,6.251,6.276,5.360
5.736,6.085,6.108,5.224
5.596,5.931,5.952,5.099
5.457,5.778,5.799,4.974
5.351,5.663,5.682,4.878
5.290,5.597,5.616,4.823
5.186,5.485,5.503,4.728
5.084,5.376,5.393,4.634
4.943,5.225,5.241,4.504
4.804,5.077,5.092,4.373
4.706,4.974,4.989,4.282
4.596,4.860,4.874,4.178
4.432,4.689,4.703,4.021
4.267,4.520,4.534,3.862
4.110,4.360,4.373,3.708
4.073,4.322,4.336,3.671
4.005,4.254,4.268,3.604
3.860,4.111,4.125,3.457
3.789,4.042,4.056,3.383
3.757,4.011,4.025,3.350
3.732,3.987,4.001,3.324
3.639,3.900,3.915,3.223
3.528,3.801,3.817,3.099
3.445,3.732,3.749,3.000
3.382,3.685,3.704,2.919
3.323,3.644,3.664,2.840
3.256,3.592,3.614,2.757
3.176,3.524,3.546,2.665
3.093,3.448,3.471,2.574
3.047,3.406,3.429,2.525
3.028,3.388,3.411,2.504
2.920,3.285,3.309,2.392
2.820,3.188,3.213,2.288
2.700,3.072,3.096,2.164
2.579,2.954,2.979,2.040
2.446,2.825,2.850,1.904
2.318,2.699,2.724,1.773
2.199,2.584,2.609,1.652
2.100,2.486,2.512,1.549
1.980,2.370,2.396,1.427
1.856,2.248,2.275,1.299
1.731,2.128,2.154,1.172
1.612,2.012,2.039,1.049
1.495,1.899,1.927,0.929
1.381,1.789,1.816,0.810
1.265,1.677,1.705,0.691
1.153,1.569,1.598,0.575
1.039,1.460,1.488,0.457
0.930,1.354,1.383,0.343
0.824,1.253,1.282,0.233
0.717,1.151,1.181,0.122
0.615,1.054,1.084,0.015
0.511,0.955,0.986,-0.093
0.411,0.861,0.892,-0.198
0.313,0.768,0.800,-0.301
0.218,0.679,0.711,-0.400
0.132,0.597,0.630,-0.491
0.080,0.548,0.581,-0.545
0.131,0.595,0.628,-0.490
0.141,0.604,0.637,-0.479
0.056,0.524,0.557,-0.569
-0.041,0.433,0.467,-0.671
-0.140,0.340,0.374,-0.775
-0.237,0.250,0.285,-0.878
-0.337,0.159,0.195,-0.984
-0.432,0.072,0.108,-1.086
-0.528,-0.015,0.022,-1.189
-0.621,-0.100,-0.061,-1.289
-0.714,-0.183,-0.144,-1.389
-0.804,-0.264,-0.224,-1.486
-0.895,-0.345,-0.305,-1.584
-0.983,-0.423,-0.381,-1.679
-1.070,-0.500,-0.457,-1.773
-1.154,-0.574,-0.530,-1.865
-1.256,-0.663,-0.619,-1.976
-1.337,-0.734,-0.689,-2.065
-1.433,-0.817,-0.772,-2.171
-1.531,-0.901,-0.855,-2.278
-1.609,-0.969,-0.922,-2.364
-1.700,-1.046,-0.999,-2.464
-1.793,-1.125,-1.077,-2.567
-1.886,-1.203,-1.155,-2.670
-1.970,-1.272,-1.223,-2.764
-2.056,-1.341,-1.292,-2.860
-2.141,-1.409,-1.360,-2.957
-2.224,-1.474,-1.424,-3.050
-2.305,-1.539,-1.488,-3.142
-2.384,-1.600,-1.549,-3.232
-2.465,-1.662,-1.611,-3.324
-2.540,-1.719,-1.667,-3.409
-2.616,-1.775,-1.724,-3.496
-2.690,-1.829,-1.777,-3.582
-2.761,-1.877,-1.825,-3.665
-2.829,-1.923,-1.870,-3.744
-2.893,-1.964,-1.912,-3.821
-2.955,-2.004,-1.952,-3.894
-2.968,-2.012,-1.959,-3.909
0.412,0.761,0.784,-0.101
0.376,0.727,0.750,-0.140
0.366,0.718,0.741,-0.149
0.363,0.714,0.737,-0.153
0.361,0.712,0.734,-0.154
0.361,0.711,0.734,-0.152
0.363,0.711,0.734,-0.149
0.365,0.712,0.734,-0.145
0.368,0.713,0.735,-0.141
0.371,0.714,0.736,-0.136
0.373,0.715,0.737,-0.132
0.376,0.716,0.738,-0.128
0.377,0.716,0.738,-0.125
0.379,0.716,0.738,-0.123
0.380,0.716,0.738,-0.120
0.380,0.716,0.738,-0.120
0.380,0.716,0.738,-0.120
0.380,0.716,0.738,-0.119
0.380,0.715,0.737,-0.119
0.378,0.713,0.735,-0.120
0.377,0.712,0.733,-0.122
0.374,0.709,0.731,-0.124
0.371,0.706,0.728,-0.128
0.366,0.702,0.724,-0.134
0.365,0.701,0.723,-0.135
0.362,0.699,0.721,-0.139
0.356,0.694,0.716,-0.145
0.349,0.689,0.711,-0.154
0.342,0.682,0.705,-0.163
0.332,0.675,0.697,-0.174
0.321,0.666,0.688,-0.187
0.310,0.656,0.679,-0.201
0.297,0.646,0.669,-0.215
0.282,0.633,0.656,-0.232
0.263,0.617,0.640,-0.255
0.258,0.613,0.636,-0.261
0.221,0.581,0.605,-0.303
0.161,0.530,0.554,-0.371
0.079,0.458,0.483,-0.464
-0.008,0.382,0.409,-0.561
-0.088,0.312,0.339,-0.651
-0.172,0.238,0.267,-0.744
-0.249,0.171,0.200,-0.830
-0.326,0.103,0.133,-0.914
-0.349,0.082,0.113,-0.940
-0.444,-0.003,0.029,-1.044
-0.531,-0.080,-0.048,-1.139
-0.604,-0.145,-0.113,-1.220
-0.652,-0.188,-0.155,-1.272
-0.670,-0.205,-0.172,-1.292
-0.620,-0.160,-0.127,-1.237
-0.586,-0.130,-0.097,-1.200
-0.595,-0.137,-0.105,-1.210
-0.660,-0.195,-0.162,-1.282
-0.768,-0.290,-0.255,-1.400
-0.882,-0.389,-0.353,-1.525
-0.984,-0.478,-0.440,-1.638
-1.082,-0.563,-0.524,-1.747
-1.178,-0.645,-0.605,-1.853
-1.270,-0.723,-0.682,-1.956
-1.362,-0.800,-0.757,-2.058
-1.450,-0.874,-0.830,-2.158
-1.530,-0.933,-0.889,-2.252
-1.574,-0.952,-0.906,-2.315
-1.656,-1.019,-0.972,-2.409
-1.740,-1.087,-1.040,-2.502
-1.823,-1.156,-1.108,-2.595
-1.910,-1.228,-1.179,-2.693
-2.010,-1.320,-1.271,-2.798
-2.157,-1.487,-1.438,-2.930
-2.294,-1.676,-1.630,-3.030
30.143,31.070,31.118,29.212
