Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
15.371,18.286,18.333,13.892,10.01072,-0.00000
14.910,17.812,17.860,13.433,10.01072,-0.00000
14.132,16.867,16.914,12.684,10.01072,-0.00000
13.408,15.785,15.833,12.029,10.01072,-0.00000
12.880,15.021,15.068,11.549,10.01072,-0.00000
12.114,13.967,14.014,10.848,10.01072,-0.00000
11.409,13.040,13.087,10.202,10.01072,-0.00000
10.905,12.423,12.470,9.732,10.01072,-0.00000
10.466,11.900,11.947,9.319,10.01072,-0.00000
10.452,11.883,11.930,9.307,10.01072,-0.00000
10.021,11.359,11.405,8.908,10.01072,-0.00000
9.560,10.804,10.851,8.482,10.01072,-0.00000
9.062,10.203,10.250,8.027,10.01072,-0.00000
8.488,9.506,9.553,7.511,10.01072,-0.00000
8.284,9.253,9.301,7.332,10.01072,-0.00000
7.912,8.801,8.850,7.004,10.01072,-0.00000
7.310,8.063,8.112,6.484,10.01072,-0.00000
6.718,7.336,7.383,5.983,10.01072,-0.00000
6.575,7.164,7.211,5.861,10.01072,-0.00000
6.340,6.886,6.931,5.660,10.01072,-0.00000
6.176,6.694,6.738,5.519,10.01072,-0.00000
6.163,6.679,6.722,5.507,10.01072,-0.00000
5.976,6.465,6.507,5.343,10.01072,-0.00000
5.810,6.277,6.318,5.196,10.01072,-0.00000
5.695,6.148,6.188,5.094,10.01072,-0.00000
5.655,6.103,6.142,5.059,10.01072,-0.00000
5.496,5.926,5.964,4.916,10.01072,-0.00000
5.355,5.771,5.808,4.789,10.01072,-0.00000
5.229,5.633,5.668,4.675,10.01072,-0.00000
5.142,5.537,5.571,4.595,10.01072,-0.00000
4.997,5.379,5.413,4.464,10.01072,-0.00000
4.863,5.233,5.266,4.341,10.01072,-0.00000
4.758,5.120,5.151,4.243,10.01072,-0.00000
4.714,5.073,5.104,4.202,10.01072,-0.00000
4.549,4.898,4.928,4.048,10.01072,-0.00000
4.401,4.744,4.773,3.907,10.01072,-0.00000
4.277,4.614,4.643,3.787,10.01072,-0.00000
4.266,4.603,4.632,3.777,10.01072,-0.00000
4.259,4.596,4.624,3.770,10.01072,-0.00000
4.156,4.491,4.519,3.669,10.01072,-0.00000
4.073,4.408,4.436,3.587,10.01072,-0.00000
3.977,4.313,4.341,3.489,10.01072,-0.00000
3.912,4.250,4.278,3.422,10.01072,-0.00000
3.890,4.229,4.258,3.399,10.01072,-0.00000
3.803,4.150,4.179,3.303,10.01072,-0.00000
3.730,4.096,4.128,3.211,10.01072,-0.00000
3.720,4.096,4.129,3.190,10.01072,-0.00000
3.715,4.097,4.130,3.180,10.01072,-0.00000
3.729,4.135,4.170,3.172,10.01072,-0.00000
3.747,4.174,4.211,3.168,10.01072,-0.00000
3.738,4.187,4.226,3.139,10.01072,-0.00000
3.679,4.147,4.187,3.063,10.01072,-0.00000
