Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.902,1.278,1.299,0.357
0.788,1.167,1.188,0.240
0.676,1.058,1.079,0.124
0.560,0.945,0.967,0.006
0.449,0.838,0.860,-0.109
0.337,0.729,0.751,-0.225
0.224,0.620,0.643,-0.340
0.116,0.516,0.539,-0.452
0.009,0.412,0.435,-0.563
-0.104,0.303,0.327,-0.679
-0.208,0.203,0.227,-0.787
-0.313,0.102,0.127,-0.895
-0.421,-0.003,0.022,-1.007
-0.523,-0.100,-0.075,-1.113
-0.626,-0.198,-0.172,-1.219
-0.730,-0.298,-0.272,-1.327
-0.803,-0.368,-0.342,-1.403
-0.795,-0.361,-0.334,-1.394
-0.811,-0.376,-0.350,-1.411
-0.909,-0.469,-0.442,-1.513
-1.013,-0.569,-0.542,-1.622
-1.108,-0.659,-0.631,-1.720
-1.206,-0.753,-0.725,-1.823
-1.306,-0.847,-0.818,-1.926
-1.398,-0.934,-0.905,-2.023
-1.497,-1.025,-0.995,-2.128
-1.590,-1.112,-1.081,-2.227
-1.683,-1.196,-1.164,-2.327
-1.776,-1.280,-1.247,-2.427
-1.884,-1.377,-1.343,-2.543
-1.977,-1.458,-1.423,-2.644
-2.079,-1.548,-1.511,-2.755
-2.168,-1.626,-1.588,-2.854
-2.264,-1.706,-1.667,-2.960
-2.350,-1.780,-1.740,-3.054
-2.443,-1.855,-1.814,-3.160
-2.544,-1.936,-1.893,-3.275
-2.630,-2.002,-1.958,-3.375
-2.708,-2.061,-2.015,-3.465
-2.792,-2.128,-2.082,-3.561
-2.884,-2.203,-2.156,-3.664
-2.966,-2.270,-2.223,-3.756
-3.052,-2.339,-2.291,-3.852
-3.130,-2.402,-2.353,-3.940
-3.150,-2.419,-2.370,-3.963
0.985,0.977,0.974,0.995
0.935,0.929,0.926,0.940
0.851,0.849,0.847,0.848
0.845,0.844,0.842,0.842
0.843,0.842,0.840,0.839
0.839,0.838,0.837,0.835
0.833,0.833,0.831,0.828
0.825,0.826,0.824,0.818
0.814,0.816,0.815,0.806
0.802,0.805,0.804,0.791
0.787,0.791,0.791,0.774
0.771,0.776,0.776,0.754
0.752,0.759,0.759,0.732
0.730,0.740,0.740,0.706
0.707,0.720,0.720,0.679
0.682,0.697,0.698,0.648
0.655,0.673,0.675,0.614
0.625,0.648,0.650,0.576
0.595,0.623,0.626,0.538
0.564,0.597,0.600,0.497
0.535,0.574,0.578,0.456
0.506,0.552,0.556,0.414
0.500,0.548,0.552,0.406
0.487,0.538,0.543,0.387
0.460,0.519,0.525,0.345
0.435,0.503,0.509,0.304
0.409,0.488,0.495,0.259
0.387,0.478,0.485,0.217
0.368,0.470,0.478,0.178
0.349,0.463,0.472,0.140
0.332,0.458,0.466,0.104
0.316,0.453,0.463,0.069
0.300,0.449,0.458,0.036
0.279,0.443,0.453,-0.009
0.256,0.436,0.447,-0.055
0.232,0.429,0.440,-0.104
0.204,0.418,0.430,-0.155
0.177,0.409,0.421,-0.203
0.153,0.400,0.413,-0.248
0.129,0.392,0.406,-0.292
0.104,0.381,0.396,-0.335
0.069,0.362,0.378,-0.388
0.022,0.331,0.347,-0.453
-0.031,0.291,0.309,-0.522
-0.093,0.243,0.261,-0.597
-0.146,0.198,0.217,-0.660
-0.215,0.138,0.157,-0.738
-0.303,0.059,0.079,-0.835
-0.394,-0.024,-0.003,-0.934
-0.483,-0.105,-0.084,-1.029
-0.560,-0.177,-0.155,-1.113
-0.581,-0.197,-0.175,-1.134
-0.540,-0.159,-0.137,-1.090
-0.582,-0.195,-0.173,-1.137
-0.680,-0.286,-0.263,-1.243
-0.804,-0.402,-0.378,-1.375
-0.906,-0.496,-0.472,-1.483
-1.006,-0.590,-0.565,-1.589
-1.106,-0.684,-0.658,-1.695
-1.206,-0.778,-0.751,-1.801
-1.306,-0.871,-0.844,-1.906
-1.403,-0.962,-0.935,-2.009
-1.502,-1.054,-1.026,-2.113
-1.599,-1.145,-1.116,-2.216
-1.696,-1.234,-1.205,-2.318
-1.792,-1.323,-1.293,-2.422
-1.889,-1.409,-1.378,-2.526
-1.985,-1.495,-1.463,-2.631
-2.082,-1.579,-1.546,-2.737
-2.178,-1.662,-1.627,-2.843
-2.272,-1.742,-1.706,-2.947
-2.363,-1.819,-1.781,-3.050
-2.449,-1.889,-1.850,-3.146
-2.538,-1.960,-1.919,-3.249
-2.618,-2.022,-1.980,-3.341
-2.707,-2.088,-2.045,-3.445
-2.720,-2.098,-2.054,-3.461
-2.738,-2.111,-2.067,-3.482
-2.764,-2.129,-2.085,-3.512
-2.800,-2.154,-2.109,-3.556
-2.858,-2.195,-2.149,-3.626
-2.938,-2.258,-2.212,-3.716
-2.969,-2.269,-2.221,-3.761
-2.470,-1.888,-1.847,-3.183
-2.102,-1.586,-1.551,-2.767
-1.589,-1.133,-1.104,-2.208
-1.602,-1.144,-1.115,-2.222
-1.780,-1.304,-1.273,-2.414
-2.231,-1.689,-1.651,-2.915
-2.625,-1.993,-1.948,-3.373
-2.880,-2.186,-2.139,-3.669
-3.020,-2.293,-2.245,-3.829
-3.086,-2.342,-2.293,-3.907
-3.123,-2.365,-2.316,-3.951
30.065,30.059,30.050,30.058
