Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.646,0.679,0.682,0.579
0.605,0.643,0.647,0.528
0.559,0.603,0.608,0.472
0.559,0.603,0.607,0.473
0.561,0.604,0.608,0.476
0.563,0.605,0.609,0.479
0.564,0.606,0.610,0.481
0.565,0.606,0.611,0.481
0.564,0.606,0.610,0.480
0.562,0.604,0.609,0.478
0.558,0.602,0.606,0.472
0.553,0.598,0.602,0.464
0.547,0.593,0.598,0.454
0.538,0.587,0.592,0.441
0.528,0.580,0.585,0.426
0.516,0.572,0.577,0.407
0.503,0.564,0.569,0.386
0.487,0.553,0.559,0.359
0.473,0.545,0.552,0.333
0.456,0.537,0.544,0.303
0.441,0.531,0.538,0.272
0.425,0.525,0.533,0.240
0.422,0.524,0.532,0.234
0.415,0.522,0.530,0.217
0.400,0.518,0.527,0.184
0.386,0.515,0.525,0.152
0.372,0.514,0.524,0.118
0.358,0.513,0.523,0.084
0.345,0.513,0.523,0.052
0.331,0.513,0.524,0.018
0.318,0.513,0.525,-0.015
0.305,0.515,0.527,-0.046
0.291,0.515,0.527,-0.078
0.273,0.512,0.525,-0.117
0.251,0.504,0.518,-0.157
0.224,0.491,0.505,-0.202
0.188,0.468,0.483,-0.252
0.160,0.449,0.465,-0.292
0.124,0.423,0.440,-0.339
0.098,0.404,0.422,-0.374
0.061,0.376,0.394,-0.419
0.023,0.347,0.365,-0.467
-0.034,0.300,0.319,-0.536
-0.093,0.252,0.272,-0.605
-0.161,0.194,0.214,-0.683
-0.216,0.145,0.166,-0.745
-0.291,0.078,0.099,-0.827
-0.380,-0.004,0.019,-0.924
-0.476,-0.093,-0.069,-1.028
-0.570,-0.178,-0.155,-1.128
-0.659,-0.261,-0.237,-1.223
-0.650,-0.254,-0.230,-1.214
-0.607,-0.213,-0.189,-1.167
-0.612,-0.217,-0.193,-1.174
-0.689,-0.288,-0.264,-1.257
-0.811,-0.401,-0.375,-1.388
-0.912,-0.494,-0.468,-1.494
-1.011,-0.587,-0.560,-1.600
-1.110,-0.679,-0.651,-1.705
-1.209,-0.771,-0.743,-1.810
-1.307,-0.863,-0.834,-1.914
-1.405,-0.954,-0.924,-2.018
-1.502,-1.044,-1.014,-2.121
-1.599,-1.133,-1.102,-2.224
-1.696,-1.221,-1.189,-2.328
-1.793,-1.307,-1.274,-2.434
-1.889,-1.392,-1.358,-2.539
-1.985,-1.475,-1.440,-2.643
-2.081,-1.558,-1.522,-2.750
-2.178,-1.641,-1.603,-2.858
-2.272,-1.720,-1.680,-2.963
-2.366,-1.797,-1.756,-3.069
-2.452,-1.866,-1.823,-3.168
-2.544,-1.936,-1.892,-3.274
-2.627,-1.998,-1.953,-3.371
-2.713,-2.067,-2.021,-3.469
-2.704,-2.060,-2.014,-3.459
-2.716,-2.069,-2.023,-3.472
-2.736,-2.086,-2.040,-3.495
-2.789,-2.128,-2.081,-3.554
-2.868,-2.191,-2.144,-3.645
-2.975,-2.276,-2.227,-3.766
-2.993,-2.270,-2.221,-3.801
-2.499,-1.876,-1.831,-3.240
-2.148,-1.601,-1.562,-2.834
-1.666,-1.191,-1.159,-2.299
-1.679,-1.201,-1.169,-2.313
-1.885,-1.379,-1.343,-2.542
-2.316,-1.730,-1.688,-3.030
-2.679,-2.011,-1.964,-3.451
-2.916,-2.197,-2.148,-3.720
-3.042,-2.291,-2.241,-3.866
-3.101,-2.332,-2.282,-3.936
-3.134,-2.351,-2.301,-3.977
30.058,30.051,30.042,30.053
