Gmag,G_BPbrmag,G_BPftmag,G_RPmag
13.555,15.326,15.367,12.336
13.294,14.881,14.926,12.120
12.515,13.718,13.767,11.461
11.643,12.629,12.679,10.683
11.120,12.024,12.072,10.201
10.722,11.577,11.624,9.829
10.123,10.920,10.966,9.263
9.580,10.330,10.375,8.747
9.165,9.881,9.925,8.355
8.826,9.512,9.555,8.035
8.446,9.092,9.134,7.682
7.969,8.554,8.593,7.249
7.430,7.941,7.976,6.768
6.837,7.285,7.316,6.229
6.260,6.645,6.669,5.711
6.219,6.598,6.622,5.674
6.095,6.461,6.483,5.564
5.980,6.333,6.354,5.461
5.873,6.216,6.235,5.365
5.769,6.101,6.119,5.272
5.666,5.987,6.005,5.181
5.653,5.972,5.990,5.169
5.522,5.830,5.846,5.050
5.393,5.690,5.706,4.934
5.270,5.557,5.572,4.821
5.150,5.429,5.442,4.711
5.029,5.299,5.312,4.599
5.018,5.288,5.301,4.590
5.010,5.279,5.291,4.582
4.886,5.148,5.160,4.467
4.774,5.029,5.041,4.362
4.658,4.908,4.920,4.253
4.535,4.780,4.791,4.136
4.381,4.620,4.631,3.989
4.222,4.457,4.468,3.837
4.101,4.334,4.344,3.719
4.090,4.322,4.332,3.707
4.057,4.289,4.299,3.676
3.962,4.192,4.202,3.582
3.926,4.156,4.167,3.546
3.777,4.009,4.020,3.396
3.648,3.884,3.895,3.262
3.624,3.861,3.872,3.236
3.597,3.836,3.847,3.207
3.499,3.745,3.757,3.100
3.413,3.667,3.680,3.002
3.335,3.600,3.614,2.910
3.265,3.543,3.557,2.827
3.200,3.491,3.506,2.748
3.134,3.438,3.454,2.667
3.063,3.378,3.395,2.583
2.970,3.296,3.314,2.478
2.878,3.211,3.230,2.378
2.807,3.145,3.164,2.302
2.770,3.110,3.129,2.264
2.668,3.012,3.032,2.157
2.548,2.896,2.916,2.033
2.438,2.789,2.810,1.920
2.326,2.680,2.701,1.804
2.203,2.560,2.581,1.679
2.081,2.441,2.462,1.554
1.962,2.325,2.346,1.432
1.850,2.215,2.236,1.317
1.730,2.098,2.120,1.195
1.604,1.975,1.997,1.067
1.489,1.863,1.885,0.949
1.375,1.751,1.774,0.832
1.258,1.637,1.660,0.712
1.144,1.526,1.550,0.595
1.026,1.412,1.435,0.474
0.913,1.301,1.325,0.357
0.802,1.195,1.219,0.244
0.688,1.084,1.108,0.126
0.574,0.974,0.998,0.008
0.465,0.868,0.893,-0.104
0.356,0.764,0.790,-0.217
0.243,0.655,0.681,-0.334
0.135,0.551,0.578,-0.446
0.028,0.448,0.475,-0.558
-0.082,0.344,0.371,-0.671
-0.184,0.247,0.274,-0.777
-0.284,0.151,0.179,-0.882
-0.379,0.060,0.089,-0.981
-0.441,0.001,0.030,-1.045
-0.415,0.025,0.053,-1.018
-0.434,0.007,0.036,-1.037
-0.537,-0.090,-0.061,-1.145
-0.637,-0.185,-0.155,-1.250
-0.740,-0.282,-0.252,-1.358
-0.834,-0.370,-0.339,-1.456
-0.931,-0.461,-0.429,-1.559
-1.024,-0.547,-0.514,-1.658
-1.117,-0.632,-0.599,-1.757
-1.210,-0.717,-0.683,-1.856
-1.320,-0.816,-0.781,-1.973
-1.408,-0.896,-0.859,-2.069
-1.513,-0.988,-0.951,-2.183
-1.616,-1.079,-1.040,-2.296
-1.722,-1.171,-1.131,-2.412
-1.816,-1.251,-1.209,-2.515
-1.916,-1.336,-1.294,-2.627
-2.009,-1.413,-1.369,-2.731
-2.100,-1.492,-1.447,-2.831
-2.191,-1.570,-1.525,-2.931
-2.277,-1.643,-1.597,-3.026
-2.364,-1.715,-1.668,-3.123
-2.445,-1.782,-1.735,-3.214
-2.525,-1.848,-1.800,-3.303
-2.609,-1.916,-1.868,-3.397
-2.681,-1.974,-1.926,-3.479
-2.761,-2.038,-1.989,-3.568
-2.836,-2.097,-2.048,-3.653
-2.910,-2.156,-2.106,-3.737
-2.984,-2.214,-2.164,-3.821
-3.055,-2.269,-2.218,-3.900
-3.128,-2.324,-2.273,-3.985
0.464,0.616,0.627,0.196
0.424,0.587,0.598,0.140
0.415,0.579,0.590,0.129
0.414,0.576,0.587,0.130
0.413,0.574,0.584,0.133
0.414,0.571,0.582,0.137
0.415,0.569,0.580,0.143
0.416,0.568,0.578,0.149
0.418,0.566,0.576,0.156
0.420,0.564,0.574,0.163
0.421,0.562,0.572,0.169
0.421,0.560,0.570,0.174
0.422,0.559,0.568,0.177
0.421,0.557,0.567,0.178
0.420,0.556,0.566,0.175
0.419,0.556,0.566,0.175
0.418,0.555,0.565,0.171
0.414,0.554,0.564,0.164
0.410,0.554,0.564,0.155
0.405,0.554,0.564,0.142
0.398,0.553,0.564,0.125
0.391,0.554,0.564,0.106
0.382,0.554,0.565,0.085
0.378,0.555,0.566,0.072
0.369,0.555,0.567,0.050
0.360,0.556,0.568,0.028
0.351,0.556,0.569,0.005
0.341,0.558,0.571,-0.020
0.331,0.558,0.572,-0.043
0.321,0.558,0.572,-0.066
0.309,0.556,0.570,-0.090
0.298,0.553,0.568,-0.112
0.285,0.549,0.564,-0.136
0.269,0.541,0.557,-0.162
0.258,0.536,0.552,-0.180
0.256,0.536,0.552,-0.183
0.229,0.519,0.536,-0.221
0.183,0.485,0.503,-0.282
0.118,0.434,0.452,-0.363
0.049,0.378,0.398,-0.446
-0.034,0.308,0.329,-0.544
-0.115,0.240,0.261,-0.636
-0.192,0.173,0.195,-0.724
-0.264,0.109,0.132,-0.803
-0.293,0.083,0.107,-0.835
-0.294,0.082,0.106,-0.837
-0.369,0.015,0.038,-0.918
-0.453,-0.062,-0.038,-1.009
-0.528,-0.131,-0.106,-1.090
-0.584,-0.182,-0.157,-1.150
-0.633,-0.228,-0.202,-1.204
-0.620,-0.216,-0.190,-1.189
-0.582,-0.181,-0.155,-1.148
-0.607,-0.203,-0.177,-1.176
-0.662,-0.254,-0.227,-1.236
-0.779,-0.360,-0.333,-1.362
-0.882,-0.455,-0.427,-1.473
-0.985,-0.550,-0.521,-1.583
-1.084,-0.640,-0.611,-1.690
-1.184,-0.731,-0.701,-1.796
-1.281,-0.821,-0.790,-1.900
-1.377,-0.909,-0.877,-2.003
-1.476,-0.997,-0.964,-2.111
-1.575,-1.084,-1.050,-2.219
-1.673,-1.169,-1.134,-2.326
-1.771,-1.253,-1.216,-2.435
-1.868,-1.336,-1.297,-2.543
-1.963,-1.415,-1.375,-2.650
-2.058,-1.493,-1.452,-2.757
-2.150,-1.568,-1.525,-2.862
-2.238,-1.637,-1.593,-2.962
-2.324,-1.708,-1.662,-3.060
-2.410,-1.777,-1.731,-3.157
-2.504,-1.852,-1.806,-3.264
-2.589,-1.921,-1.874,-3.361
-2.686,-1.998,-1.949,-3.471
-2.689,-2.000,-1.952,-3.474
-2.698,-2.007,-1.959,-3.485
-2.715,-2.021,-1.972,-3.505
-2.737,-2.037,-1.989,-3.529
-2.798,-2.085,-2.036,-3.599
-2.867,-2.138,-2.088,-3.678
-3.198,-2.383,-2.332,-4.060
-2.846,-2.117,-2.067,-3.658
-2.541,-1.881,-1.834,-3.308
-2.128,-1.556,-1.514,-2.832
-2.140,-1.565,-1.522,-2.846
-2.349,-1.727,-1.682,-3.089
-2.688,-1.994,-1.946,-3.478
-2.971,-2.207,-2.156,-3.804
-3.150,-2.332,-2.281,-4.014
