Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
15.028,17.997,18.044,13.569,10.13830,-0.30000
14.510,17.428,17.475,13.058,10.13830,-0.30000
13.499,15.812,15.859,12.147,10.13830,-0.30000
12.828,14.797,14.844,11.544,10.13830,-0.30000
12.331,14.085,14.133,11.096,10.13830,-0.30000
12.180,13.878,13.926,10.960,10.13830,-0.30000
11.606,13.118,13.166,10.437,10.13830,-0.30000
10.954,12.309,12.357,9.836,10.13830,-0.30000
10.468,11.735,11.782,9.383,10.13830,-0.30000
10.058,11.259,11.307,8.997,10.13830,-0.30000
9.621,10.748,10.796,8.591,10.13830,-0.30000
9.443,10.538,10.585,8.428,10.13830,-0.30000
9.138,10.179,10.226,8.147,10.13830,-0.30000
8.603,9.545,9.593,7.663,10.13830,-0.30000
8.128,8.986,9.033,7.236,10.13830,-0.30000
7.996,8.830,8.878,7.116,10.13830,-0.30000
7.863,8.671,8.719,7.000,10.13830,-0.30000
7.386,8.098,8.145,6.582,10.13830,-0.30000
6.742,7.312,7.357,6.040,10.13830,-0.30000
6.672,7.229,7.273,5.980,10.13830,-0.30000
6.294,6.790,6.830,5.653,10.13830,-0.30000
6.155,6.629,6.669,5.532,10.13830,-0.30000
6.081,6.544,6.583,5.467,10.13830,-0.30000
5.958,6.406,6.443,5.360,10.13830,-0.30000
5.843,6.275,6.312,5.258,10.13830,-0.30000
5.729,6.148,6.183,5.157,10.13830,-0.30000
5.628,6.035,6.069,5.067,10.13830,-0.30000
5.594,5.998,6.032,5.036,10.13830,-0.30000
5.468,5.859,5.891,4.922,10.13830,-0.30000
5.320,5.697,5.728,4.788,10.13830,-0.30000
5.188,5.553,5.582,4.668,10.13830,-0.30000
5.060,5.413,5.442,4.550,10.13830,-0.30000
5.040,5.393,5.421,4.532,10.13830,-0.30000
5.029,5.380,5.408,4.521,10.13830,-0.30000
4.925,5.270,5.298,4.425,10.13830,-0.30000
4.830,5.169,5.196,4.336,10.13830,-0.30000
4.733,5.066,5.093,4.244,10.13830,-0.30000
4.639,4.968,4.994,4.155,10.13830,-0.30000
4.546,4.871,4.897,4.066,10.13830,-0.30000
4.432,4.753,4.778,3.955,10.13830,-0.30000
4.410,4.731,4.756,3.934,10.13830,-0.30000
4.328,4.648,4.673,3.854,10.13830,-0.30000
4.218,4.538,4.563,3.742,10.13830,-0.30000
4.098,4.422,4.447,3.619,10.13830,-0.30000
4.056,4.383,4.409,3.574,10.13830,-0.30000
3.949,4.290,4.317,3.453,10.13830,-0.30000
3.890,4.250,4.279,3.373,10.13830,-0.30000
3.863,4.245,4.276,3.324,10.13830,-0.30000
3.838,4.242,4.275,3.278,10.13830,-0.30000
3.781,4.205,4.240,3.203,10.13830,-0.30000
3.697,4.132,4.168,3.107,10.13830,-0.30000
3.661,4.100,4.136,3.068,10.13830,-0.30000
3.624,4.066,4.102,3.029,10.13830,-0.30000
3.517,3.965,4.001,2.917,10.13830,-0.30000
3.417,3.868,3.905,2.813,10.13830,-0.30000
3.309,3.763,3.800,2.703,10.13830,-0.30000
3.197,3.653,3.690,2.588,10.13830,-0.30000
3.093,3.551,3.588,2.482,10.13830,-0.30000
2.986,3.447,3.484,2.374,10.13830,-0.30000
2.876,3.340,3.377,2.261,10.13830,-0.30000
2.774,3.239,3.277,2.156,10.13830,-0.30000
2.670,3.138,3.176,2.050,10.13830,-0.30000
2.563,3.034,3.072,1.941,10.13830,-0.30000
2.455,2.929,2.967,1.830,10.13830,-0.30000
2.352,2.830,2.868,1.724,10.13830,-0.30000
2.256,2.737,2.776,1.625,10.13830,-0.30000
2.152,2.637,2.676,1.517,10.13830,-0.30000
