Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
13.617,15.478,15.519,12.377,10.00000,-1.50000
13.009,14.483,14.529,11.865,10.00000,-1.50000
12.670,13.979,14.027,11.578,10.00000,-1.50000
11.794,12.850,12.899,10.801,10.00000,-1.50000
11.269,12.232,12.281,10.320,10.00000,-1.50000
10.873,11.782,11.830,9.951,10.00000,-1.50000
10.271,11.116,11.163,9.383,10.00000,-1.50000
9.718,10.513,10.559,8.859,10.00000,-1.50000
9.297,10.057,10.102,8.459,10.00000,-1.50000
9.176,9.926,9.971,8.344,10.00000,-1.50000
8.956,9.688,9.732,8.136,10.00000,-1.50000
8.569,9.258,9.301,7.777,10.00000,-1.50000
8.084,8.706,8.747,7.338,10.00000,-1.50000
7.532,8.069,8.106,6.850,10.00000,-1.50000
6.958,7.424,7.457,6.335,10.00000,-1.50000
6.417,6.821,6.848,5.850,10.00000,-1.50000
6.381,6.781,6.807,5.818,10.00000,-1.50000
6.242,6.625,6.650,5.695,10.00000,-1.50000
6.082,6.447,6.470,5.552,10.00000,-1.50000
5.936,6.285,6.306,5.422,10.00000,-1.50000
5.881,6.223,6.244,5.373,10.00000,-1.50000
5.878,6.221,6.241,5.371,10.00000,-1.50000
5.715,6.040,6.059,5.226,10.00000,-1.50000
5.563,5.873,5.890,5.090,10.00000,-1.50000
5.418,5.715,5.731,4.960,10.00000,-1.50000
5.355,5.646,5.662,4.902,10.00000,-1.50000
5.310,5.597,5.612,4.862,10.00000,-1.50000
5.172,5.449,5.463,4.736,10.00000,-1.50000
5.036,5.302,5.315,4.611,10.00000,-1.50000
4.910,5.169,5.181,4.496,10.00000,-1.50000
4.787,5.037,5.049,4.381,10.00000,-1.50000
4.784,5.034,5.046,4.379,10.00000,-1.50000
4.773,5.023,5.035,4.368,10.00000,-1.50000
4.639,4.882,4.893,4.244,10.00000,-1.50000
4.508,4.744,4.755,4.121,10.00000,-1.50000
4.385,4.615,4.626,4.005,10.00000,-1.50000
4.259,4.484,4.495,3.886,10.00000,-1.50000
4.137,4.357,4.367,3.770,10.00000,-1.50000
4.055,4.273,4.283,3.691,10.00000,-1.50000
3.999,4.215,4.225,3.638,10.00000,-1.50000
3.876,4.089,4.099,3.519,10.00000,-1.50000
3.729,3.939,3.949,3.376,10.00000,-1.50000
3.707,3.917,3.927,3.354,10.00000,-1.50000
3.660,3.870,3.880,3.308,10.00000,-1.50000
3.519,3.730,3.740,3.164,10.00000,-1.50000
3.381,3.597,3.608,3.020,10.00000,-1.50000
3.355,3.573,3.584,2.993,10.00000,-1.50000
3.329,3.549,3.559,2.964,10.00000,-1.50000
3.236,3.464,3.475,2.860,10.00000,-1.50000
3.157,3.395,3.407,2.768,10.00000,-1.50000
3.088,3.338,3.351,2.685,10.00000,-1.50000
3.030,3.293,3.307,2.610,10.00000,-1.50000
2.980,3.257,3.272,2.543,10.00000,-1.50000
2.935,3.227,3.243,2.482,10.00000,-1.50000
2.886,3.192,3.209,2.418,10.00000,-1.50000
2.819,3.139,3.157,2.335,10.00000,-1.50000
2.744,3.073,3.092,2.250,10.00000,-1.50000
2.656,2.993,3.013,2.153,10.00000,-1.50000
2.620,2.959,2.979,2.115,10.00000,-1.50000
2.519,2.863,2.883,2.009,10.00000,-1.50000
2.400,2.748,2.769,1.885,10.00000,-1.50000
2.289,2.641,2.662,1.771,10.00000,-1.50000
2.176,2.531,2.552,1.654,10.00000,-1.50000
2.051,2.409,2.431,1.526,10.00000,-1.50000
1.928,2.289,2.311,1.400,10.00000,-1.50000
1.808,2.172,2.194,1.277,10.00000,-1.50000
1.695,2.062,2.084,1.162,10.00000,-1.50000
1.575,1.945,1.967,1.039,10.00000,-1.50000
1.449,1.822,1.845,0.910,10.00000,-1.50000
1.335,1.711,1.734,0.793,10.00000,-1.50000
1.222,1.601,1.624,0.677,10.00000,-1.50000
1.106,1.489,1.513,0.558,10.00000,-1.50000
1.096,1.479,1.503,0.547,10.00000,-1.50000
1.047,1.431,1.455,0.497,10.00000,-1.50000
0.937,1.324,1.348,0.383,10.00000,-1.50000
0.824,1.215,1.240,0.267,10.00000,-1.50000
0.712,1.107,1.132,0.152,10.00000,-1.50000
0.602,1.001,1.026,0.039,10.00000,-1.50000
0.492,0.894,0.920,-0.076,10.00000,-1.50000
0.382,0.789,0.815,-0.190,10.00000,-1.50000
0.272,0.683,0.710,-0.304,10.00000,-1.50000
0.161,0.577,0.604,-0.419,10.00000,-1.50000
0.052,0.473,0.501,-0.532,10.00000,-1.50000
-0.058,0.368,0.396,-0.647,10.00000,-1.50000
-0.162,0.269,0.297,-0.756,10.00000,-1.50000
-0.264,0.172,0.201,-0.862,10.00000,-1.50000
-0.365,0.077,0.106,-0.967,10.00000,-1.50000
-0.456,-0.010,0.019,-1.062,10.00000,-1.50000
-0.430,0.014,0.043,-1.035,10.00000,-1.50000
-0.401,0.041,0.070,-1.004,10.00000,-1.50000
-0.495,-0.049,-0.019,-1.103,10.00000,-1.50000
-0.595,-0.142,-0.112,-1.208,10.00000,-1.50000
-0.694,-0.236,-0.205,-1.312,10.00000,-1.50000
-0.792,-0.327,-0.296,-1.415,10.00000,-1.50000
-0.889,-0.417,-0.384,-1.518,10.00000,-1.50000
-0.988,-0.508,-0.475,-1.622,10.00000,-1.50000
-1.082,-0.594,-0.560,-1.723,10.00000,-1.50000
-1.179,-0.683,-0.648,-1.827,10.00000,-1.50000
-1.291,-0.783,-0.747,-1.947,10.00000,-1.50000
-1.386,-0.869,-0.832,-2.050,10.00000,-1.50000
-1.495,-0.965,-0.927,-2.169,10.00000,-1.50000
-1.587,-1.046,-1.006,-2.269,10.00000,-1.50000
-1.694,-1.138,-1.097,-2.387,10.00000,-1.50000
-1.800,-1.229,-1.187,-2.505,10.00000,-1.50000
-1.906,-1.318,-1.275,-2.621,10.00000,-1.50000
-2.002,-1.401,-1.357,-2.728,10.00000,-1.50000
-2.105,-1.490,-1.445,-2.840,10.00000,-1.50000
-2.202,-1.573,-1.527,-2.947,10.00000,-1.50000
-2.296,-1.653,-1.606,-3.052,10.00000,-1.50000
-2.393,-1.733,-1.686,-3.160,10.00000,-1.50000
-2.481,-1.805,-1.757,-3.260,10.00000,-1.50000
-2.570,-1.876,-1.828,-3.360,10.00000,-1.50000
-2.662,-1.950,-1.901,-3.463,10.00000,-1.50000
-2.745,-2.015,-1.965,-3.557,10.00000,-1.50000
-2.833,-2.085,-2.035,-3.657,10.00000,-1.50000
-2.919,-2.152,-2.102,-3.755,10.00000,-1.50000
-3.004,-2.218,-2.167,-3.851,10.00000,-1.50000
-3.085,-2.278,-2.227,-3.944,10.00000,-1.50000
-3.111,-2.297,-2.246,-3.974,10.00000,-1.50000
0.327,0.637,0.656,-0.147,10.00000,-1.50000
0.281,0.595,0.613,-0.198,10.00000,-1.50000
0.275,0.590,0.608,-0.203,10.00000,-1.50000
0.271,0.586,0.604,-0.207,10.00000,-1.50000
0.269,0.582,0.601,-0.208,10.00000,-1.50000
0.268,0.580,0.598,-0.208,10.00000,-1.50000
0.267,0.578,0.596,-0.207,10.00000,-1.50000
0.268,0.577,0.595,-0.205,10.00000,-1.50000
0.269,0.576,0.594,-0.201,10.00000,-1.50000
0.270,0.575,0.593,-0.198,10.00000,-1.50000
0.270,0.574,0.592,-0.196,10.00000,-1.50000
0.271,0.572,0.590,-0.193,10.00000,-1.50000
0.272,0.571,0.589,-0.190,10.00000,-1.50000
0.272,0.570,0.588,-0.188,10.00000,-1.50000
0.272,0.569,0.586,-0.187,10.00000,-1.50000
0.272,0.569,0.586,-0.187,10.00000,-1.50000
0.271,0.567,0.585,-0.187,10.00000,-1.50000
0.270,0.565,0.583,-0.187,10.00000,-1.50000
0.269,0.564,0.581,-0.188,10.00000,-1.50000
0.266,0.562,0.579,-0.190,10.00000,-1.50000
0.264,0.559,0.577,-0.194,10.00000,-1.50000
0.260,0.556,0.574,-0.199,10.00000,-1.50000
0.255,0.553,0.570,-0.205,10.00000,-1.50000
0.253,0.551,0.569,-0.208,10.00000,-1.50000
0.247,0.548,0.565,-0.215,10.00000,-1.50000
0.241,0.543,0.561,-0.223,10.00000,-1.50000
0.235,0.539,0.557,-0.232,10.00000,-1.50000
0.227,0.533,0.552,-0.242,10.00000,-1.50000
0.219,0.527,0.545,-0.253,10.00000,-1.50000
0.211,0.521,0.539,-0.263,10.00000,-1.50000
0.200,0.513,0.532,-0.277,10.00000,-1.50000
0.186,0.502,0.521,-0.295,10.00000,-1.50000
0.169,0.489,0.508,-0.316,10.00000,-1.50000
0.154,0.477,0.497,-0.333,10.00000,-1.50000
0.129,0.456,0.476,-0.364,10.00000,-1.50000
0.090,0.424,0.444,-0.409,10.00000,-1.50000
0.026,0.369,0.390,-0.484,10.00000,-1.50000
-0.049,0.305,0.326,-0.569,10.00000,-1.50000
-0.132,0.233,0.255,-0.662,10.00000,-1.50000
-0.216,0.158,0.182,-0.755,10.00000,-1.50000
-0.301,0.082,0.106,-0.850,10.00000,-1.50000
-0.378,0.012,0.037,-0.934,10.00000,-1.50000
-0.384,0.007,0.032,-0.941,10.00000,-1.50000
-0.440,-0.044,-0.019,-1.001,10.00000,-1.50000
-0.549,-0.144,-0.118,-1.118,10.00000,-1.50000
-0.643,-0.230,-0.203,-1.220,10.00000,-1.50000
-0.732,-0.312,-0.284,-1.315,10.00000,-1.50000
-0.791,-0.366,-0.338,-1.378,10.00000,-1.50000
-0.735,-0.315,-0.288,-1.318,10.00000,-1.50000
-0.653,-0.240,-0.213,-1.230,10.00000,-1.50000
-0.706,-0.288,-0.260,-1.288,10.00000,-1.50000
-0.806,-0.379,-0.351,-1.396,10.00000,-1.50000
-0.888,-0.454,-0.425,-1.484,10.00000,-1.50000
-0.980,-0.538,-0.508,-1.583,10.00000,-1.50000
-1.076,-0.626,-0.596,-1.686,10.00000,-1.50000
-1.172,-0.714,-0.683,-1.789,10.00000,-1.50000
-1.267,-0.801,-0.769,-1.892,10.00000,-1.50000
-1.364,-0.887,-0.854,-1.996,10.00000,-1.50000
-1.461,-0.974,-0.940,-2.102,10.00000,-1.50000
-1.557,-1.058,-1.022,-2.207,10.00000,-1.50000
-1.652,-1.140,-1.103,-2.311,10.00000,-1.50000
-1.746,-1.221,-1.182,-2.416,10.00000,-1.50000
-1.838,-1.299,-1.259,-2.519,10.00000,-1.50000
-1.929,-1.374,-1.334,-2.621,10.00000,-1.50000
-2.019,-1.449,-1.406,-2.723,10.00000,-1.50000
-2.109,-1.521,-1.478,-2.826,10.00000,-1.50000
-2.199,-1.595,-1.551,-2.926,10.00000,-1.50000
-2.286,-1.668,-1.623,-3.024,10.00000,-1.50000
-2.376,-1.741,-1.695,-3.125,10.00000,-1.50000
-2.463,-1.811,-1.764,-3.223,10.00000,-1.50000
-2.545,-1.877,-1.829,-3.317,10.00000,-1.50000
-2.628,-1.943,-1.895,-3.412,10.00000,-1.50000
-2.725,-2.017,-1.968,-3.523,10.00000,-1.50000
-2.852,-2.114,-2.064,-3.669,10.00000,-1.50000
-2.898,-2.148,-2.098,-3.722,10.00000,-1.50000
-2.966,-2.199,-2.149,-3.801,10.00000,-1.50000
-3.053,-2.263,-2.212,-3.902,10.00000,-1.50000
-3.120,-2.309,-2.257,-3.982,10.00000,-1.50000
-3.132,-2.317,-2.265,-3.996,10.00000,-1.50000
-3.130,-2.316,-2.264,-3.994,10.00000,-1.50000
-3.338,-2.474,-2.422,-4.229,10.00000,-1.50000
-3.055,-2.268,-2.217,-3.903,10.00000,-1.50000
-2.789,-2.070,-2.021,-3.594,10.00000,-1.50000
-2.395,-1.766,-1.721,-3.141,10.00000,-1.50000
-2.406,-1.774,-1.728,-3.154,10.00000,-1.50000
-2.598,-1.923,-1.875,-3.374,10.00000,-1.50000
-2.891,-2.142,-2.092,-3.715,10.00000,-1.50000
-3.132,-2.311,-2.259,-3.999,10.00000,-1.50000
-3.282,-2.405,-2.353,-4.180,10.00000,-1.50000
-3.362,-2.452,-2.400,-4.277,10.00000,-1.50000
-3.401,-2.472,-2.420,-4.326,10.00000,-1.50000
-3.424,-2.481,-2.429,-4.356,10.00000,-1.50000
30.049,30.042,30.033,30.044,10.00000,-1.50000
