Gmag,G_BPbrmag,G_BPftmag,G_RPmag
-2.029,-1.535,-1.502,-2.679
-2.125,-1.618,-1.584,-2.784
-2.221,-1.701,-1.666,-2.890
-2.316,-1.782,-1.745,-2.996
-2.411,-1.860,-1.822,-3.101
-2.501,-1.933,-1.893,-3.203
-2.592,-2.005,-1.963,-3.308
-2.687,-2.077,-2.034,-3.419
-2.741,-2.118,-2.074,-3.483
-2.749,-2.123,-2.079,-3.493
-2.740,-2.116,-2.072,-3.481
-2.736,-2.113,-2.070,-3.477
-2.766,-2.135,-2.091,-3.512
-2.790,-2.152,-2.107,-3.542
-2.825,-2.177,-2.131,-3.584
-2.916,-2.245,-2.198,-3.689
-3.033,-2.337,-2.290,-3.823
-3.135,-2.416,-2.367,-3.940
-3.143,-2.409,-2.360,-3.958
-2.670,-2.044,-2.000,-3.414
-2.316,-1.769,-1.731,-3.005
-1.798,-1.325,-1.295,-2.430
-1.803,-1.329,-1.298,-2.436
-1.966,-1.470,-1.437,-2.616
-2.390,-1.822,-1.782,-3.093
-2.757,-2.093,-2.047,-3.525
-2.994,-2.278,-2.230,-3.796
-3.112,-2.367,-2.318,-3.933
-3.159,-2.399,-2.349,-3.990
-3.175,-2.404,-2.354,-4.011
30.065,30.059,30.050,30.058
