Gmag,G_BPbrmag,G_BPftmag,G_RPmag
12.069,13.033,13.084,11.119
11.655,12.537,12.586,10.747
10.991,11.768,11.813,10.142
10.553,11.283,11.327,9.732
10.217,10.920,10.963,9.413
10.185,10.885,10.928,9.383
9.679,10.343,10.385,8.902
9.183,9.814,9.853,8.428
8.798,9.402,9.440,8.062
8.471,9.052,9.089,7.752
8.157,8.715,8.751,7.457
8.144,8.701,8.737,7.444
7.747,8.266,8.299,7.076
7.306,7.786,7.816,6.669
6.769,7.198,7.223,6.176
6.222,6.592,6.612,5.684
6.143,6.505,6.524,5.613
6.030,6.379,6.397,5.513
5.920,6.256,6.273,5.415
5.790,6.112,6.128,5.300
5.673,5.984,5.999,5.196
5.647,5.955,5.970,5.172
5.559,5.859,5.873,5.093
5.441,5.732,5.745,4.986
5.327,5.608,5.621,4.881
5.221,5.494,5.506,4.785
5.114,5.380,5.391,4.688
5.001,5.259,5.269,4.583
4.919,5.172,5.182,4.508
4.789,5.034,5.044,4.387
4.670,4.910,4.919,4.276
4.547,4.781,4.790,4.160
4.412,4.641,4.650,4.032
4.241,4.464,4.473,3.869
4.061,4.279,4.288,3.695
4.057,4.275,4.284,3.691
4.013,4.230,4.239,3.649
3.878,4.092,4.101,3.517
3.757,3.970,3.979,3.398
3.710,3.923,3.932,3.350
3.572,3.788,3.797,3.210
3.464,3.683,3.693,3.096
3.439,3.660,3.670,3.070
3.411,3.634,3.644,3.040
3.309,3.540,3.550,2.926
3.217,3.459,3.469,2.820
3.132,3.388,3.399,2.719
3.055,3.325,3.338,2.624
2.982,3.266,3.279,2.534
2.906,3.204,3.218,2.443
2.824,3.133,3.149,2.347
2.719,3.040,3.056,2.231
2.620,2.949,2.965,2.123
2.545,2.878,2.895,2.044
2.471,2.807,2.824,1.966
2.369,2.709,2.726,1.860
2.261,2.603,2.621,1.748
2.150,2.496,2.514,1.635
2.026,2.375,2.393,1.508
1.914,2.265,2.284,1.393
1.791,2.145,2.164,1.267
1.660,2.017,2.036,1.133
1.544,1.904,1.923,1.015
1.423,1.785,1.804,0.891
1.304,1.669,1.688,0.769
1.186,1.554,1.574,0.648
1.070,1.441,1.461,0.530
0.950,1.324,1.344,0.407
0.833,1.210,1.230,0.287
0.720,1.100,1.121,0.171
0.608,0.991,1.012,0.056
0.494,0.880,0.902,-0.061
0.384,0.773,0.795,-0.175
0.273,0.666,0.688,-0.289
0.162,0.559,0.581,-0.403
0.056,0.456,0.479,-0.513
-0.050,0.354,0.377,-0.622
-0.160,0.248,0.271,-0.736
-0.262,0.150,0.174,-0.841
-0.364,0.051,0.076,-0.947
-0.470,-0.051,-0.026,-1.056
-0.569,-0.145,-0.120,-1.159
-0.668,-0.240,-0.215,-1.262
-0.765,-0.333,-0.307,-1.362
-0.839,-0.404,-0.378,-1.440
-0.828,-0.394,-0.368,-1.428
-0.845,-0.410,-0.384,-1.445
-0.942,-0.503,-0.476,-1.546
-1.047,-0.603,-0.575,-1.655
-1.140,-0.692,-0.664,-1.753
-1.239,-0.785,-0.757,-1.855
-1.337,-0.878,-0.850,-1.958
-1.429,-0.965,-0.936,-2.054
-1.527,-1.055,-1.025,-2.158
-1.620,-1.141,-1.110,-2.256
-1.711,-1.224,-1.192,-2.355
-1.803,-1.307,-1.274,-2.454
-1.910,-1.403,-1.370,-2.569
-2.001,-1.483,-1.448,-2.668
-2.102,-1.571,-1.535,-2.778
-2.190,-1.648,-1.611,-2.875
-2.285,-1.728,-1.689,-2.980
-2.369,-1.800,-1.760,-3.073
-2.461,-1.875,-1.834,-3.177
-2.560,-1.954,-1.911,-3.290
-2.645,-2.019,-1.975,-3.387
-2.720,-2.076,-2.031,-3.475
-2.802,-2.141,-2.095,-3.569
-2.892,-2.213,-2.167,-3.669
-2.972,-2.279,-2.232,-3.759
-3.055,-2.346,-2.298,-3.853
-3.130,-2.406,-2.358,-3.937
-3.150,-2.422,-2.374,-3.959
0.806,0.812,0.811,0.790
0.778,0.786,0.786,0.758
0.681,0.696,0.697,0.648
0.680,0.695,0.696,0.647
0.680,0.695,0.696,0.647
0.679,0.694,0.695,0.646
0.676,0.692,0.693,0.642
0.672,0.688,0.689,0.636
0.666,0.683,0.684,0.629
0.658,0.676,0.677,0.619
0.649,0.668,0.670,0.607
0.638,0.659,0.661,0.593
0.623,0.646,0.649,0.575
0.607,0.632,0.635,0.554
0.590,0.618,0.621,0.531
0.570,0.602,0.605,0.505
0.549,0.585,0.589,0.475
0.528,0.569,0.573,0.445
0.505,0.552,0.556,0.411
0.481,0.535,0.540,0.375
0.456,0.518,0.524,0.335
0.434,0.505,0.511,0.297
0.431,0.503,0.510,0.293
0.428,0.501,0.508,0.287
0.409,0.492,0.499,0.252
0.391,0.484,0.492,0.216
0.372,0.478,0.486,0.177
0.355,0.473,0.481,0.139
0.339,0.470,0.479,0.103
0.324,0.467,0.477,0.068
0.309,0.465,0.475,0.032
0.294,0.464,0.474,-0.002
0.280,0.462,0.473,-0.035
0.262,0.460,0.471,-0.075
0.259,0.460,0.471,-0.083
0.240,0.458,0.470,-0.124
0.213,0.452,0.465,-0.179
0.161,0.429,0.444,-0.266
0.092,0.386,0.402,-0.366
0.022,0.336,0.353,-0.458
-0.053,0.277,0.295,-0.552
-0.126,0.217,0.236,-0.639
-0.178,0.173,0.193,-0.698
-0.199,0.155,0.174,-0.722
-0.295,0.068,0.089,-0.828
-0.390,-0.019,0.002,-0.931
-0.486,-0.107,-0.086,-1.034
-0.575,-0.189,-0.167,-1.129
-0.630,-0.241,-0.219,-1.188
-0.577,-0.192,-0.170,-1.130
-0.563,-0.178,-0.156,-1.117
-0.640,-0.249,-0.226,-1.200
-0.757,-0.357,-0.334,-1.324
-0.858,-0.451,-0.427,-1.432
-0.957,-0.544,-0.520,-1.537
-1.057,-0.638,-0.612,-1.643
-1.157,-0.731,-0.705,-1.748
-1.255,-0.824,-0.797,-1.852
-1.353,-0.915,-0.888,-1.956
-1.451,-1.007,-0.980,-2.059
-1.549,-1.099,-1.070,-2.162
-1.645,-1.188,-1.159,-2.264
-1.741,-1.277,-1.248,-2.366
-1.838,-1.364,-1.334,-2.470
-1.934,-1.450,-1.419,-2.574
