Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.00012351,-2.10000,10.04139,0.0969537646,1.1451442242,0.097,-2.910,3.5370,5.434,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-9.55e-17,0.00,7.467e-01,2.531e-01,2.346e-05,6.329e-06,5.740e-05,-1.000,1.304e-04,12.044,12.514,13.629,13.679,11.497
0.00012351,-2.10000,10.04139,0.0974637941,1.1495645046,0.097,-2.898,3.5385,5.430,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-9.84e-17,0.00,7.466e-01,2.532e-01,2.346e-05,6.329e-06,5.740e-05,-1.000,1.305e-04,12.014,12.479,13.582,13.632,11.466
0.00012351,-2.10000,10.04139,0.1068295985,1.2257492542,0.106,-2.689,3.5649,5.366,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.64e-16,0.00,7.447e-01,2.551e-01,2.346e-05,6.329e-06,5.740e-05,-1.000,1.304e-04,11.493,11.860,12.798,12.848,10.923
0.00012351,-2.10000,10.04139,0.1265812516,1.3612058163,0.126,-2.432,3.5899,5.282,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.99e-16,0.00,7.419e-01,2.580e-01,2.346e-05,6.329e-06,5.740e-05,-1.000,1.304e-04,10.849,11.134,11.948,11.995,10.263
0.00012351,-2.10000,10.04139,0.1463329047,1.4716402292,0.146,-2.263,3.6023,5.226,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-4.38e-16,0.00,7.400e-01,2.598e-01,2.346e-05,6.329e-06,5.740e-05,-1.000,1.304e-04,10.427,10.675,11.436,11.481,9.836
0.00012351,-2.10000,10.04139,0.1660845429,1.5642192364,0.166,-2.131,3.6103,5.181,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-5.86e-16,0.00,7.390e-01,2.608e-01,2.346e-05,6.329e-06,5.740e-05,-1.000,1.305e-04,10.098,10.323,11.051,11.095,9.504
0.00012351,-2.10000,10.04139,0.2055878639,1.7124989033,0.205,-1.922,3.6216,5.111,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-9.23e-16,0.00,7.384e-01,2.614e-01,2.346e-05,6.329e-06,5.740e-05,-1.000,1.304e-04,9.576,9.767,10.452,10.494,8.976
0.00012351,-2.10000,10.04139,0.2549670041,1.8527730703,0.255,-1.729,3.6319,5.053,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.38e-15,0.00,7.386e-01,2.612e-01,2.346e-05,6.330e-06,5.740e-05,-1.000,1.304e-04,9.094,9.254,9.901,9.942,8.488
0.00012351,-2.10000,10.04139,0.3043461442,1.9615367651,0.304,-1.581,3.6405,5.015,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.86e-15,0.00,7.387e-01,2.612e-01,2.345e-05,6.330e-06,5.740e-05,-1.000,1.304e-04,8.721,8.857,9.475,9.515,8.112
0.00012351,-2.10000,10.04139,0.3537252247,2.0494811535,0.354,-1.456,3.6485,4.989,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-2.37e-15,0.00,7.394e-01,2.605e-01,2.344e-05,6.331e-06,5.740e-05,-1.000,1.304e-04,8.411,8.524,9.117,9.156,7.798
0.00012351,-2.10000,10.04139,0.4031043649,2.1227581501,0.403,-1.335,3.6571,4.958,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-3.04e-15,0.00,7.502e-01,2.497e-01,2.346e-05,6.329e-06,5.740e-05,-1.000,1.304e-04,8.107,8.198,8.765,8.802,7.491
0.00012351,-2.10000,10.04139,0.4524835348,2.1852064133,0.452,-1.187,3.6708,4.915,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-4.24e-15,0.00,7.507e-01,2.492e-01,2.346e-05,6.329e-06,5.740e-05,-1.000,1.304e-04,7.737,7.795,8.322,8.356,7.119
0.00012351,-2.10000,10.04139,0.4596057236,2.1934816837,0.459,-1.162,3.6732,4.907,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-4.49e-15,0.00,7.509e-01,2.490e-01,2.345e-05,6.326e-06,5.737e-05,-1.000,1.304e-04,7.675,7.728,8.248,8.282,7.057
0.00012351,-2.10000,10.04139,0.5018626451,2.2393662930,0.502,-1.022,3.6864,4.858,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-6.28e-15,0.00,7.519e-01,2.480e-01,2.338e-05,6.308e-06,5.721e-05,-1.000,1.304e-04,7.325,7.351,7.835,7.867,6.710
0.00012351,-2.10000,10.04139,0.5512418151,2.2846839428,0.551,-0.825,3.7057,4.778,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-1.03e-14,0.00,7.821e-01,2.178e-01,2.070e-05,5.587e-06,5.069e-05,-1.000,1.000e-04,6.832,6.828,7.264,7.291,6.230
0.00012351,-2.10000,10.04139,0.6006208658,2.3215417862,0.600,-0.623,3.7298,4.711,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-1.7e-14,0.00,7.938e-01,2.061e-01,1.970e-05,5.322e-06,4.831e-05,-1.000,1.242e-04,6.328,6.302,6.680,6.702,5.756
0.00012351,-2.10000,10.04139,0.6100203991,2.3277847767,0.610,-0.583,3.7352,4.699,1,0.000,0.544,0.00,0.00,0.00,0.00,0.00,-1,-1.88e-14,0.00,7.966e-01,2.033e-01,1.947e-05,5.260e-06,4.775e-05,-1.000,1.155e-04,6.227,6.198,6.566,6.586,5.663
0.00012351,-2.10000,10.04139,0.6227592826,2.3359010220,0.622,-0.528,3.7425,4.682,1,0.000,0.543,0.00,0.00,0.00,0.00,0.00,-1,-2.15e-14,0.00,8.006e-01,1.993e-01,1.914e-05,5.171e-06,4.696e-05,-1.000,8.172e-05,6.090,6.057,6.410,6.429,5.538
0.00012351,-2.10000,10.04139,0.6341330409,2.3428316116,0.634,-0.478,3.7490,4.666,1,0.000,0.543,0.00,0.00,0.00,0.00,0.00,-1,-2.43e-14,0.00,8.044e-01,1.955e-01,1.882e-05,5.088e-06,4.620e-05,-1.000,1.209e-04,5.966,5.933,6.271,6.289,5.428
0.00012351,-2.10000,10.04139,0.6442682743,2.3487708569,0.644,-0.434,3.7547,4.652,1,0.000,0.543,0.00,0.00,0.00,0.00,0.00,-1,-2.72e-14,0.00,8.079e-01,1.920e-01,1.853e-05,5.009e-06,4.550e-05,-1.000,7.860e-05,5.855,5.822,6.148,6.165,5.330
0.00012351,-2.10000,10.04139,0.6499999762,2.3520355225,0.650,-0.409,3.7579,4.643,1,0.000,0.543,0.00,0.00,0.00,0.00,0.00,-1,-2.89e-14,0.00,8.100e-01,1.899e-01,1.836e-05,4.963e-06,4.509e-05,-1.000,1.142e-04,5.792,5.760,6.079,6.095,5.274
0.00012351,-2.10000,10.04139,0.6525575519,2.3534708023,0.652,-0.397,3.7593,4.639,1,0.000,0.543,0.00,0.00,0.00,0.00,0.00,-1,-2.98e-14,0.00,8.111e-01,1.887e-01,1.827e-05,4.938e-06,4.486e-05,-1.000,1.115e-04,5.763,5.731,6.048,6.064,5.249
0.00012351,-2.10000,10.04139,0.6645720005,2.3600444794,0.664,-0.343,3.7657,4.619,1,0.000,0.543,0.00,0.00,0.00,0.00,0.00,-1,-3.42e-14,0.00,8.168e-01,1.831e-01,1.780e-05,4.814e-06,4.375e-05,-1.000,1.254e-04,5.628,5.599,5.902,5.917,5.130
0.00012351,-2.10000,10.04139,0.6752468944,2.3656599522,0.675,-0.295,3.7713,4.599,1,0.000,0.542,0.00,0.00,0.00,0.00,0.00,-1,-3.88e-14,0.00,8.221e-01,1.778e-01,1.736e-05,4.697e-06,4.270e-05,-1.000,1.304e-04,5.507,5.479,5.772,5.786,5.022
0.00012351,-2.10000,10.04139,0.6857259870,2.3709774017,0.685,-0.246,3.7767,4.579,1,0.000,0.542,0.00,0.00,0.00,0.00,0.00,-1,-4.41e-14,0.00,8.277e-01,1.721e-01,1.689e-05,4.573e-06,4.159e-05,-1.000,1.277e-04,5.385,5.360,5.643,5.656,4.915
0.00012351,-2.10000,10.04139,0.6956939697,2.3758649826,0.695,-0.199,3.7818,4.558,1,0.000,0.541,0.00,0.00,0.00,0.00,0.00,-1,-4.85e-14,0.00,8.334e-01,1.665e-01,1.642e-05,4.448e-06,4.046e-05,-1.000,1.245e-04,5.266,5.244,5.518,5.530,4.810
0.00012351,-2.10000,10.04139,0.6999999881,2.3779268265,0.700,-0.178,3.7840,4.548,1,0.000,0.541,0.00,0.00,0.00,0.00,0.00,-1,-5.29e-14,0.00,8.360e-01,1.639e-01,1.621e-05,4.391e-06,3.995e-05,-1.000,1.157e-04,5.214,5.193,5.463,5.474,4.763
0.00012351,-2.10000,10.04139,0.7060253024,2.3807635307,0.706,-0.148,3.7868,4.534,1,0.000,0.540,0.00,0.00,0.00,0.00,0.00,-1,-5.73e-14,0.00,8.395e-01,1.604e-01,1.592e-05,4.320e-06,3.932e-05,-1.000,9.136e-05,5.140,5.121,5.385,5.396,4.697
0.00012351,-2.10000,10.04139,0.7165334821,2.3855795860,0.716,-0.094,3.7917,4.506,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-6.65e-14,0.00,8.452e-01,1.547e-01,1.544e-05,4.206e-06,3.832e-05,-1.000,7.108e-05,5.005,4.989,5.244,5.255,4.576
0.00012351,-2.10000,10.04139,0.7264363170,2.3899717331,0.726,-0.041,3.7963,4.477,1,0.000,0.535,0.00,0.00,0.00,0.00,0.00,-1,-7.71e-14,0.00,8.502e-01,1.497e-01,1.505e-05,4.112e-06,3.749e-05,-1.000,5.490e-05,4.872,4.858,5.105,5.115,4.455
0.00012351,-2.10000,10.04139,0.7351258397,2.3937141895,0.735,0.008,3.8003,4.449,1,0.000,0.533,0.00,0.00,0.00,0.00,0.00,-1,-8.86e-14,0.00,8.540e-01,1.459e-01,1.476e-05,4.043e-06,3.690e-05,-1.000,5.946e-05,4.750,4.737,4.976,4.986,4.342
0.00012351,-2.10000,10.04139,0.7437034249,2.3973097801,0.743,0.059,3.8041,4.418,1,0.000,0.531,0.00,0.00,0.00,0.00,0.00,-1,-1.03e-13,0.00,8.574e-01,1.426e-01,1.452e-05,3.987e-06,3.642e-05,-1.000,3.704e-05,4.622,4.610,4.843,4.853,4.224
0.00012351,-2.10000,10.04139,0.7500000000,2.3998889923,0.749,0.099,3.8068,4.393,1,0.000,0.530,0.00,0.00,0.00,0.00,0.00,-1,-1.15e-13,0.00,8.596e-01,1.403e-01,1.436e-05,3.953e-06,3.613e-05,-1.000,6.849e-05,4.523,4.511,4.740,4.749,4.132
0.00012351,-2.10000,10.04139,0.7535802126,2.4013335705,0.753,0.122,3.8085,4.379,1,0.000,0.530,0.00,0.00,0.00,0.00,0.00,-1,-1.23e-13,0.00,8.598e-01,1.401e-01,1.438e-05,3.958e-06,3.618e-05,-1.000,1.011e-04,4.466,4.454,4.680,4.689,4.078
0.00012351,-2.10000,10.04139,0.7610446215,2.4042949677,0.760,0.173,3.8119,4.346,1,0.000,0.529,0.00,0.00,0.00,0.00,0.00,-1,-1.43e-13,0.00,8.602e-01,1.397e-01,1.441e-05,3.970e-06,3.630e-05,-1.000,1.196e-04,4.337,4.326,4.546,4.555,3.958
0.00012351,-2.10000,10.04139,0.7700334191,2.4077737331,0.769,0.240,3.8160,4.300,1,0.000,0.529,0.00,0.00,0.00,0.00,0.00,-1,-1.75e-13,0.00,8.606e-01,1.393e-01,1.447e-05,3.987e-06,3.647e-05,-1.000,1.179e-04,4.169,4.157,4.370,4.379,3.798
0.00012351,-2.10000,10.04139,0.7783325911,2.4109036922,0.777,0.310,3.8195,4.249,1,0.000,0.529,0.00,0.00,0.00,0.00,0.00,-1,-2.16e-13,0.00,8.608e-01,1.392e-01,1.452e-05,4.003e-06,3.663e-05,-1.000,3.758e-05,3.995,3.982,4.189,4.198,3.631
0.00012351,-2.10000,10.04139,0.7838393450,2.4129385948,0.783,0.360,3.8214,4.210,1,0.000,0.528,0.00,0.00,0.00,0.00,0.00,-1,-2.53e-13,0.00,8.608e-01,1.391e-01,1.457e-05,4.016e-06,3.676e-05,-1.000,8.518e-05,3.871,3.856,4.060,4.069,3.509
0.00012351,-2.10000,10.04139,0.7890602946,2.4148375988,0.788,0.410,3.8228,4.168,1,0.000,0.528,0.00,0.00,0.00,0.00,0.00,-1,-2.97e-13,0.00,8.598e-01,1.401e-01,1.469e-05,4.050e-06,3.707e-05,-1.000,9.990e-05,3.745,3.729,3.931,3.940,3.386
0.00012351,-2.10000,10.04139,0.7933284640,2.4163687229,0.792,0.453,3.8233,4.129,1,0.000,0.528,0.00,0.00,0.00,0.00,0.00,-1,-3.45e-13,0.00,8.586e-01,1.413e-01,1.482e-05,4.085e-06,3.739e-05,-1.000,9.991e-05,3.637,3.619,3.819,3.828,3.277
0.00012351,-2.10000,10.04139,0.7949233651,2.4169361591,0.794,0.472,3.8229,4.109,1,0.000,0.528,0.00,0.00,0.00,0.00,0.00,-1,-3.68e-13,0.00,8.581e-01,1.418e-01,1.486e-05,4.098e-06,3.751e-05,-1.000,9.996e-05,3.589,3.571,3.772,3.781,3.229
