Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
12.507,13.618,13.668,11.490,10.11394,-2.10000
11.854,12.791,12.840,10.918,10.11394,-2.10000
11.126,11.939,11.986,10.256,10.11394,-2.10000
10.664,11.423,11.468,9.825,10.11394,-2.10000
10.309,11.036,11.080,9.491,10.11394,-2.10000
9.755,10.439,10.481,8.964,10.11394,-2.10000
9.246,9.893,9.934,8.481,10.11394,-2.10000
8.852,9.469,9.509,8.107,10.11394,-2.10000
8.520,9.112,9.150,7.794,10.11394,-2.10000
8.186,8.751,8.788,7.479,10.11394,-2.10000
7.774,8.299,8.333,7.101,10.11394,-2.10000
7.319,7.800,7.831,6.681,10.11394,-2.10000
6.771,7.201,7.227,6.177,10.11394,-2.10000
6.215,6.586,6.607,5.677,10.11394,-2.10000
6.171,6.537,6.558,5.637,10.11394,-2.10000
6.057,6.411,6.430,5.535,10.11394,-2.10000
5.946,6.288,6.307,5.437,10.11394,-2.10000
5.816,6.144,6.161,5.321,10.11394,-2.10000
5.699,6.015,6.031,5.217,10.11394,-2.10000
5.631,5.940,5.956,5.156,10.11394,-2.10000
5.585,5.890,5.905,5.114,10.11394,-2.10000
5.467,5.762,5.776,5.008,10.11394,-2.10000
5.353,5.639,5.652,4.904,10.11394,-2.10000
5.247,5.525,5.538,4.808,10.11394,-2.10000
5.142,5.411,5.423,4.711,10.11394,-2.10000
5.010,5.271,5.282,4.590,10.11394,-2.10000
4.973,5.232,5.243,4.556,10.11394,-2.10000
4.946,5.203,5.214,4.531,10.11394,-2.10000
4.817,5.066,5.077,4.411,10.11394,-2.10000
4.699,4.943,4.953,4.301,10.11394,-2.10000
4.577,4.814,4.824,4.186,10.11394,-2.10000
4.444,4.676,4.686,4.060,10.11394,-2.10000
4.275,4.501,4.511,3.898,10.11394,-2.10000
4.098,4.320,4.329,3.728,10.11394,-2.10000
3.990,4.210,4.219,3.623,10.11394,-2.10000
3.920,4.138,4.147,3.555,10.11394,-2.10000
3.801,4.018,4.027,3.438,10.11394,-2.10000
3.754,3.971,3.980,3.390,10.11394,-2.10000
3.615,3.834,3.844,3.248,10.11394,-2.10000
3.505,3.728,3.738,3.133,10.11394,-2.10000
3.480,3.705,3.715,3.107,10.11394,-2.10000
3.452,3.679,3.689,3.077,10.11394,-2.10000
3.351,3.585,3.596,2.964,10.11394,-2.10000
3.259,3.504,3.515,2.859,10.11394,-2.10000
3.175,3.433,3.445,2.760,10.11394,-2.10000
3.099,3.371,3.384,2.667,10.11394,-2.10000
3.027,3.312,3.326,2.579,10.11394,-2.10000
2.953,3.252,3.267,2.490,10.11394,-2.10000
2.872,3.183,3.199,2.395,10.11394,-2.10000
2.770,3.091,3.108,2.281,10.11394,-2.10000
2.671,3.000,3.018,2.174,10.11394,-2.10000
2.597,2.931,2.948,2.095,10.11394,-2.10000
2.523,2.860,2.878,2.018,10.11394,-2.10000
2.422,2.762,2.780,1.913,10.11394,-2.10000
2.314,2.658,2.676,1.801,10.11394,-2.10000
2.204,2.551,2.569,1.689,10.11394,-2.10000
2.080,2.429,2.448,1.561,10.11394,-2.10000
1.967,2.320,2.339,1.446,10.11394,-2.10000
1.845,2.200,2.220,1.321,10.11394,-2.10000
1.714,2.072,2.092,1.187,10.11394,-2.10000
1.598,1.959,1.979,1.069,10.11394,-2.10000
1.477,1.840,1.861,0.945,10.11394,-2.10000
1.358,1.724,1.745,0.823,10.11394,-2.10000
1.240,1.609,1.630,0.703,10.11394,-2.10000
1.125,1.497,1.518,0.584,10.11394,-2.10000
1.005,1.380,1.401,0.462,10.11394,-2.10000
0.889,1.266,1.288,0.342,10.11394,-2.10000
0.776,1.156,1.178,0.226,10.11394,-2.10000
0.664,1.048,1.070,0.112,10.11394,-2.10000
0.550,0.937,0.959,-0.005,10.11394,-2.10000
0.440,0.830,0.853,-0.119,10.11394,-2.10000
0.329,0.723,0.746,-0.233,10.11394,-2.10000
0.218,0.616,0.639,-0.347,10.11394,-2.10000
0.112,0.514,0.537,-0.457,10.11394,-2.10000
0.006,0.411,0.436,-0.566,10.11394,-2.10000
