Gmag,G_BPbrmag,G_BPftmag,G_RPmag
13.562,15.339,15.380,12.341
13.433,15.116,15.159,12.235
12.519,13.724,13.773,11.465
11.648,12.635,12.684,10.687
11.127,12.032,12.080,10.208
10.732,11.588,11.636,9.838
10.170,10.971,11.017,9.307
10.134,10.931,10.978,9.273
9.588,10.339,10.384,8.755
9.170,9.887,9.931,8.360
8.830,9.517,9.560,8.038
8.457,9.105,9.146,7.692
7.988,8.575,8.615,7.266
7.459,7.974,8.010,6.794
6.887,7.340,7.371,6.275
6.335,6.727,6.752,5.779
6.284,6.669,6.693,5.733
6.136,6.505,6.527,5.601
6.010,6.365,6.386,5.489
5.889,6.231,6.251,5.382
5.777,6.107,6.126,5.282
5.775,6.105,6.123,5.280
5.748,6.075,6.093,5.256
5.600,5.913,5.929,5.124
5.462,5.762,5.778,4.999
5.333,5.622,5.637,4.882
5.206,5.485,5.498,4.766
5.203,5.482,5.495,4.764
5.076,5.346,5.359,4.648
4.950,5.211,5.223,4.531
4.833,5.087,5.099,4.423
4.711,4.959,4.970,4.309
4.601,4.843,4.854,4.206
4.510,4.748,4.759,4.120
4.408,4.642,4.652,4.023
4.278,4.507,4.517,3.900
4.150,4.375,4.385,3.778
4.024,4.245,4.255,3.656
3.899,4.117,4.127,3.534
3.808,4.026,4.036,3.446
3.772,3.989,3.999,3.409
3.622,3.841,3.852,3.257
3.490,3.714,3.725,3.119
3.466,3.690,3.701,3.093
3.439,3.666,3.677,3.064
3.356,3.589,3.601,2.972
3.345,3.579,3.591,2.960
3.263,3.507,3.518,2.866
3.189,3.445,3.457,2.778
3.126,3.394,3.408,2.699
3.069,3.351,3.366,2.627
3.015,3.310,3.325,2.558
2.956,3.264,3.280,2.485
2.879,3.199,3.217,2.393
2.798,3.127,3.146,2.303
2.702,3.038,3.057,2.199
2.665,3.003,3.023,2.161
2.563,2.906,2.925,2.053
2.442,2.789,2.809,1.928
2.331,2.681,2.701,1.813
2.217,2.571,2.591,1.696
2.093,2.450,2.470,1.569
1.969,2.329,2.350,1.443
1.850,2.212,2.233,1.320
1.736,2.101,2.123,1.204
1.616,1.984,2.005,1.081
1.490,1.861,1.883,0.952
1.375,1.748,1.771,0.834
1.260,1.637,1.660,0.717
1.143,1.523,1.546,0.597
1.031,1.413,1.437,0.481
0.914,1.300,1.323,0.361
0.801,1.191,1.215,0.245
0.693,1.085,1.110,0.133
0.579,0.976,1.000,0.017
0.467,0.868,0.893,-0.099
0.361,0.765,0.790,-0.210
0.255,0.663,0.689,-0.319
0.144,0.557,0.583,-0.434
0.040,0.457,0.484,-0.542
-0.064,0.358,0.385,-0.649
-0.168,0.258,0.285,-0.759
-0.266,0.165,0.193,-0.860
-0.361,0.075,0.103,-0.959
-0.450,-0.010,0.018,-1.052
-0.509,-0.066,-0.037,-1.113
-0.477,-0.037,-0.008,-1.079
-0.473,-0.033,-0.005,-1.075
-0.536,-0.093,-0.064,-1.141
-0.638,-0.189,-0.160,-1.247
-0.738,-0.284,-0.254,-1.353
-0.836,-0.376,-0.346,-1.456
-0.929,-0.463,-0.432,-1.553
-1.027,-0.554,-0.522,-1.657
-1.118,-0.638,-0.605,-1.754
-1.213,-0.725,-0.692,-1.855
-1.303,-0.806,-0.772,-1.951
-1.414,-0.907,-0.871,-2.071
-1.521,-1.002,-0.965,-2.186
-1.610,-1.081,-1.043,-2.284
-1.711,-1.168,-1.129,-2.394
-1.797,-1.243,-1.203,-2.489
-1.893,-1.324,-1.283,-2.595
-1.991,-1.407,-1.364,-2.705
-2.088,-1.488,-1.444,-2.812
-2.177,-1.564,-1.520,-2.910
-2.270,-1.645,-1.599,-3.013
-2.356,-1.716,-1.670,-3.108
-2.442,-1.788,-1.741,-3.205
-2.529,-1.859,-1.812,-3.302
-2.609,-1.925,-1.877,-3.392
-2.690,-1.990,-1.941,-3.483
-2.770,-2.053,-2.004,-3.573
-2.845,-2.113,-2.064,-3.658
-2.926,-2.177,-2.127,-3.749
-3.000,-2.235,-2.184,-3.833
-3.073,-2.292,-2.241,-3.917
-3.131,-2.335,-2.284,-3.983
0.399,0.625,0.638,0.028
0.353,0.588,0.602,-0.032
0.348,0.583,0.597,-0.037
0.346,0.580,0.593,-0.038
0.344,0.577,0.591,-0.037
0.344,0.574,0.588,-0.035
0.344,0.572,0.586,-0.032
0.345,0.571,0.584,-0.028
0.346,0.569,0.583,-0.024
0.347,0.568,0.581,-0.020
0.348,0.567,0.580,-0.016
0.348,0.566,0.579,-0.014
0.348,0.565,0.578,-0.012
0.348,0.564,0.577,-0.011
0.347,0.563,0.576,-0.011
0.347,0.563,0.576,-0.012
0.346,0.562,0.575,-0.014
0.344,0.562,0.575,-0.017
0.342,0.562,0.575,-0.023
0.339,0.561,0.575,-0.030
0.335,0.562,0.575,-0.038
0.331,0.562,0.575,-0.049
0.325,0.562,0.576,-0.061
0.323,0.562,0.576,-0.067
0.321,0.562,0.576,-0.070
0.315,0.562,0.576,-0.085
0.308,0.561,0.576,-0.100
0.299,0.560,0.575,-0.118
0.289,0.558,0.574,-0.137
0.279,0.555,0.570,-0.155
0.268,0.550,0.566,-0.174
0.256,0.543,0.560,-0.191
0.243,0.535,0.552,-0.210
0.229,0.526,0.543,-0.230
0.211,0.513,0.531,-0.254
0.222,0.520,0.537,-0.239
0.193,0.499,0.517,-0.277
0.155,0.470,0.489,-0.324
0.084,0.411,0.431,-0.410
-0.004,0.337,0.357,-0.513
-0.097,0.258,0.279,-0.618
-0.189,0.177,0.199,-0.722
-0.277,0.099,0.122,-0.820
-0.330,0.051,0.075,-0.878
-0.331,0.050,0.074,-0.879
-0.427,-0.037,-0.013,-0.983
-0.511,-0.115,-0.090,-1.074
-0.577,-0.176,-0.150,-1.145
-0.618,-0.213,-0.187,-1.188
-0.635,-0.229,-0.203,-1.206
-0.616,-0.212,-0.186,-1.186
-0.581,-0.179,-0.154,-1.148
-0.620,-0.215,-0.189,-1.191
-0.670,-0.261,-0.234,-1.245
-0.771,-0.352,-0.325,-1.353
-0.890,-0.462,-0.434,-1.481
-0.998,-0.562,-0.533,-1.597
-1.101,-0.657,-0.627,-1.707
-1.202,-0.749,-0.719,-1.814
-1.300,-0.840,-0.808,-1.920
-1.397,-0.928,-0.896,-2.024
-1.497,-1.017,-0.984,-2.131
-1.596,-1.105,-1.071,-2.240
-1.695,-1.192,-1.156,-2.349
-1.795,-1.277,-1.240,-2.459
-1.892,-1.360,-1.322,-2.568
-1.989,-1.441,-1.401,-2.676
-2.084,-1.520,-1.478,-2.783
-2.179,-1.596,-1.554,-2.891
-2.266,-1.666,-1.621,-2.991
-2.350,-1.734,-1.689,-3.085
-2.434,-1.802,-1.757,-3.180
-2.524,-1.875,-1.829,-3.283
-2.620,-1.952,-1.904,-3.391
-2.726,-2.036,-1.988,-3.512
-2.783,-2.081,-2.033,-3.578
-2.817,-2.107,-2.058,-3.615
-2.861,-2.142,-2.093,-3.667
-2.929,-2.193,-2.144,-3.744
-2.954,-2.212,-2.162,-3.773
-3.237,-2.418,-2.367,-4.102
-2.897,-2.162,-2.112,-3.711
-2.602,-1.935,-1.887,-3.373
-2.183,-1.606,-1.564,-2.892
-2.195,-1.615,-1.572,-2.906
-2.398,-1.772,-1.727,-3.141
-2.734,-2.035,-1.986,-3.526
-3.014,-2.244,-2.194,-3.851
-3.192,-2.367,-2.315,-4.061
-3.287,-2.427,-2.375,-4.174
-3.335,-2.456,-2.404,-4.233
-3.365,-2.472,-2.420,-4.271
30.052,30.045,30.036,30.047
