Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.274,0.705,0.737,-0.315
0.228,0.665,0.698,-0.366
0.142,0.590,0.623,-0.462
0.054,0.513,0.548,-0.560
-0.037,0.434,0.469,-0.661
-0.117,0.363,0.400,-0.750
-0.197,0.293,0.330,-0.838
-0.276,0.224,0.262,-0.926
-0.332,0.176,0.215,-0.987
-0.381,0.134,0.173,-1.041
-0.485,0.043,0.084,-1.157
-0.582,-0.040,0.001,-1.264
-0.644,-0.094,-0.052,-1.332
-0.554,-0.016,0.025,-1.233
-0.559,-0.020,0.021,-1.238
-0.647,-0.096,-0.054,-1.335
-0.714,-0.153,-0.111,-1.409
-0.783,-0.213,-0.170,-1.486
-0.864,-0.283,-0.239,-1.575
-0.944,-0.352,-0.307,-1.664
-1.025,-0.421,-0.375,-1.753
-1.106,-0.489,-0.443,-1.843
-1.187,-0.557,-0.511,-1.934
-1.267,-0.623,-0.575,-2.023
-1.345,-0.687,-0.640,-2.112
-1.409,-0.729,-0.681,-2.190
-1.470,-0.767,-0.718,-2.268
-1.540,-0.819,-0.770,-2.350
-1.613,-0.874,-0.824,-2.433
-1.683,-0.929,-0.878,-2.514
-1.754,-0.981,-0.930,-2.596
-1.828,-1.035,-0.983,-2.683
-1.904,-1.087,-1.035,-2.773
-1.978,-1.136,-1.085,-2.861
-2.045,-1.180,-1.128,-2.941
-2.113,-1.221,-1.169,-3.023
-2.180,-1.260,-1.208,-3.107
-2.248,-1.291,-1.239,-3.193
-2.324,-1.337,-1.285,-3.282
-2.348,-1.358,-1.306,-3.307
-2.378,-1.378,-1.325,-3.343
-2.383,-1.384,-1.331,-3.347
-2.385,-1.386,-1.333,-3.349
-2.387,-1.388,-1.336,-3.350
-2.397,-1.403,-1.351,-3.359
-2.406,-1.416,-1.363,-3.366
-2.418,-1.431,-1.378,-3.376
-2.395,-1.436,-1.384,-3.339
-2.414,-1.456,-1.404,-3.357
-2.454,-1.490,-1.437,-3.401
-2.495,-1.525,-1.472,-3.445
-2.574,-1.638,-1.586,-3.506
-2.794,-1.956,-1.904,-3.673
31.550,31.457,31.419,31.709
