Gmag,G_BPbrmag,G_BPftmag,G_RPmag
14.701,17.701,17.746,13.259
13.926,16.388,16.434,12.560
12.942,14.806,14.853,11.686
12.307,13.881,13.928,11.123
11.842,13.256,13.303,10.707
11.384,12.673,12.721,10.291
11.158,12.397,12.444,10.084
10.552,11.686,11.733,9.519
10.092,11.165,11.213,9.087
9.700,10.724,10.772,8.717
9.698,10.723,10.770,8.716
9.253,10.212,10.259,8.303
9.183,10.132,10.179,8.239
8.763,9.652,9.699,7.851
8.219,9.021,9.068,7.357
7.601,8.289,8.334,6.812
7.128,7.714,7.757,6.410
6.994,7.556,7.598,6.297
6.418,6.882,6.918,5.801
6.377,6.835,6.871,5.766
6.212,6.646,6.680,5.621
6.061,6.475,6.508,5.489
5.923,6.320,6.351,5.368
5.898,6.293,6.323,5.346
5.730,6.105,6.133,5.196
5.570,5.927,5.953,5.053
5.419,5.761,5.785,4.919
5.402,5.741,5.766,4.904
5.285,5.614,5.638,4.798
5.157,5.476,5.498,4.681
5.039,5.348,5.369,4.573
4.925,5.226,5.246,4.469
4.908,5.207,5.227,4.452
4.891,5.189,5.209,4.437
4.757,5.047,5.066,4.312
4.625,4.908,4.926,4.189
4.502,4.779,4.796,4.072
4.382,4.653,4.670,3.958
4.356,4.626,4.644,3.934
4.241,4.507,4.524,3.823
4.113,4.376,4.393,3.699
3.993,4.254,4.270,3.581
3.965,4.226,4.242,3.553
3.911,4.171,4.188,3.500
3.802,4.063,4.080,3.390
3.670,3.935,3.952,3.255
3.668,3.932,3.949,3.252
3.618,3.884,3.901,3.199
3.532,3.804,3.822,3.107
3.439,3.722,3.741,3.001
3.375,3.676,3.696,2.917
3.352,3.672,3.694,2.874
3.343,3.685,3.709,2.841
3.318,3.680,3.707,2.796
3.258,3.636,3.664,2.720
3.164,3.553,3.581,2.615
3.149,3.539,3.567,2.598
3.082,3.476,3.505,2.527
2.988,3.387,3.416,2.430
2.873,3.276,3.305,2.310
2.754,3.161,3.191,2.187
2.657,3.066,3.097,2.088
2.557,2.969,3.000,1.985
2.434,2.849,2.880,1.859
2.312,2.731,2.762,1.734
2.185,2.608,2.639,1.604
2.067,2.493,2.524,1.482
1.945,2.374,2.406,1.357
1.829,2.262,2.294,1.238
1.710,2.148,2.180,1.115
1.591,2.034,2.067,0.991
1.480,1.927,1.961,0.876
1.367,1.819,1.853,0.758
1.262,1.719,1.753,0.649
1.152,1.614,1.649,0.534
1.048,1.516,1.551,0.426
0.944,1.417,1.452,0.317
0.844,1.323,1.359,0.213
0.746,1.231,1.267,0.109
0.648,1.139,1.176,0.006
0.559,1.057,1.094,-0.088
0.478,0.980,1.018,-0.175
0.439,0.944,0.982,-0.215
0.465,0.968,1.006,-0.187
0.543,1.039,1.076,-0.103
0.553,1.048,1.085,-0.092
0.462,0.964,1.001,-0.188
0.358,0.867,0.905,-0.300
0.259,0.776,0.814,-0.404
0.159,0.683,0.722,-0.511
0.061,0.594,0.633,-0.616
-0.039,0.502,0.542,-0.722
-0.133,0.417,0.457,-0.823
-0.230,0.329,0.371,-0.927
-0.322,0.247,0.289,-1.026
-0.416,0.163,0.206,-1.127
-0.507,0.081,0.124,-1.226
-0.597,0.001,0.045,-1.323
-0.686,-0.078,-0.034,-1.419
-0.774,-0.156,-0.111,-1.513
-0.863,-0.235,-0.189,-1.609
-0.945,-0.307,-0.260,-1.698
-1.030,-0.381,-0.333,-1.791
-1.112,-0.451,-0.403,-1.881
-1.192,-0.519,-0.471,-1.970
-1.275,-0.589,-0.541,-2.061
-1.372,-0.671,-0.622,-2.169
-1.451,-0.737,-0.688,-2.257
-1.529,-0.802,-0.752,-2.343
-1.624,-0.880,-0.830,-2.449
-1.716,-0.954,-0.904,-2.552
-1.792,-1.014,-0.964,-2.637
-1.880,-1.083,-1.032,-2.738
-1.966,-1.147,-1.096,-2.837
-2.054,-1.213,-1.161,-2.937
-2.138,-1.274,-1.222,-3.034
-2.216,-1.328,-1.276,-3.126
-2.296,-1.382,-1.330,-3.219
-2.369,-1.425,-1.373,-3.308
-2.439,-1.464,-1.412,-3.394
-2.503,-1.491,-1.438,-3.476
-2.562,-1.508,-1.456,-3.554
-2.617,-1.519,-1.467,-3.628
-2.664,-1.512,-1.461,-3.697
-2.711,-1.507,-1.455,-3.765
-2.723,-1.503,-1.452,-3.783
0.422,0.850,0.882,-0.164
0.393,0.824,0.856,-0.195
0.385,0.816,0.848,-0.204
0.382,0.812,0.844,-0.207
0.381,0.811,0.843,-0.206
0.383,0.811,0.843,-0.204
0.386,0.812,0.844,-0.200
0.389,0.814,0.846,-0.195
0.392,0.816,0.847,-0.191
0.394,0.817,0.848,-0.187
0.396,0.817,0.849,-0.184
0.398,0.818,0.849,-0.182
0.399,0.818,0.849,-0.180
0.400,0.818,0.849,-0.178
0.400,0.818,0.849,-0.177
0.400,0.818,0.849,-0.177
0.400,0.817,0.848,-0.176
0.399,0.816,0.847,-0.176
0.398,0.814,0.845,-0.177
0.397,0.812,0.843,-0.178
0.394,0.810,0.841,-0.181
0.391,0.807,0.838,-0.184
0.388,0.804,0.835,-0.188
0.387,0.803,0.834,-0.188
0.382,0.799,0.830,-0.194
0.376,0.793,0.824,-0.201
0.369,0.787,0.818,-0.209
0.360,0.779,0.811,-0.219
0.351,0.771,0.803,-0.229
0.340,0.762,0.794,-0.241
0.328,0.752,0.783,-0.254
0.315,0.741,0.773,-0.268
0.298,0.726,0.758,-0.288
