Gmag,G_BPbrmag,G_BPftmag,G_RPmag,logAge,MH
14.478,17.302,17.346,13.066,10.10551,-0.75000
13.933,16.349,16.393,12.578,10.10551,-0.75000
13.700,15.945,15.990,12.372,10.10551,-0.75000
12.751,14.434,14.481,11.539,10.10551,-0.75000
12.136,13.567,13.614,10.996,10.10551,-0.75000
11.686,12.977,13.025,10.593,10.10551,-0.75000
11.033,12.187,12.235,9.993,10.10551,-0.75000
10.443,11.507,11.555,9.442,10.10551,-0.75000
9.993,11.002,11.050,9.019,10.10551,-0.75000
9.618,10.584,10.631,8.665,10.10551,-0.75000
9.211,10.125,10.172,8.285,10.10551,-0.75000
8.915,9.789,9.836,8.011,10.10551,-0.75000
8.749,9.601,9.648,7.858,10.10551,-0.75000
8.228,8.999,9.045,7.383,10.10551,-0.75000
7.622,8.284,8.328,6.850,10.10551,-0.75000
6.994,7.531,7.572,6.313,10.10551,-0.75000
6.896,7.418,7.457,6.229,10.10551,-0.75000
6.411,6.859,6.893,5.807,10.10551,-0.75000
6.340,6.779,6.812,5.744,10.10551,-0.75000
6.178,6.595,6.627,5.602,10.10551,-0.75000
6.029,6.428,6.458,5.471,10.10551,-0.75000
5.892,6.275,6.303,5.349,10.10551,-0.75000
5.860,6.239,6.267,5.320,10.10551,-0.75000
5.814,6.188,6.216,5.279,10.10551,-0.75000
5.670,6.030,6.056,5.149,10.10551,-0.75000
5.534,5.881,5.905,5.027,10.10551,-0.75000
5.408,5.743,5.766,4.913,10.10551,-0.75000
5.303,5.629,5.651,4.818,10.10551,-0.75000
5.286,5.610,5.632,4.803,10.10551,-0.75000
5.166,5.481,5.502,4.692,10.10551,-0.75000
5.055,5.362,5.382,4.590,10.10551,-0.75000
4.944,5.243,5.263,4.487,10.10551,-0.75000
4.840,5.133,5.152,4.390,10.10551,-0.75000
4.732,5.019,5.037,4.288,10.10551,-0.75000
4.680,4.965,4.983,4.240,10.10551,-0.75000
4.568,4.847,4.865,4.132,10.10551,-0.75000
4.438,4.714,4.731,4.008,10.10551,-0.75000
4.307,4.579,4.596,3.880,10.10551,-0.75000
4.213,4.484,4.501,3.788,10.10551,-0.75000
4.145,4.416,4.432,3.720,10.10551,-0.75000
4.026,4.298,4.314,3.600,10.10551,-0.75000
3.896,4.171,4.188,3.466,10.10551,-0.75000
3.873,4.148,4.165,3.442,10.10551,-0.75000
3.823,4.102,4.119,3.389,10.10551,-0.75000
3.785,4.066,4.084,3.348,10.10551,-0.75000
3.686,3.977,3.996,3.237,10.10551,-0.75000
3.607,3.915,3.935,3.141,10.10551,-0.75000
3.562,3.885,3.907,3.078,10.10551,-0.75000
3.519,3.861,3.884,3.016,10.10551,-0.75000
3.464,3.821,3.846,2.945,10.10551,-0.75000
3.387,3.757,3.782,2.855,10.10551,-0.75000
3.285,3.665,3.691,2.744,10.10551,-0.75000
3.269,3.650,3.676,2.727,10.10551,-0.75000
3.155,3.541,3.569,2.607,10.10551,-0.75000
3.051,3.441,3.468,2.499,10.10551,-0.75000
2.924,3.318,3.346,2.369,10.10551,-0.75000
2.823,3.220,3.248,2.265,10.10551,-0.75000
2.693,3.092,3.121,2.131,10.10551,-0.75000
2.586,2.989,3.017,2.023,10.10551,-0.75000
2.487,2.891,2.920,1.921,10.10551,-0.75000
2.386,2.793,2.822,1.818,10.10551,-0.75000
2.283,2.693,2.722,1.712,10.10551,-0.75000
2.185,2.598,2.627,1.612,10.10551,-0.75000
2.086,2.501,2.530,1.510,10.10551,-0.75000
1.963,2.381,2.411,1.384,10.10551,-0.75000
1.863,2.285,2.315,1.281,10.10551,-0.75000
1.737,2.163,2.194,1.151,10.10551,-0.75000
1.616,2.046,2.077,1.026,10.10551,-0.75000
1.499,1.934,1.965,0.905,10.10551,-0.75000
1.382,1.822,1.853,0.783,10.10551,-0.75000
1.274,1.718,1.750,0.671,10.10551,-0.75000
1.164,1.614,1.646,0.557,10.10551,-0.75000
1.056,1.510,1.543,0.445,10.10551,-0.75000
0.953,1.412,1.445,0.337,10.10551,-0.75000
0.851,1.316,1.349,0.231,10.10551,-0.75000
0.755,1.225,1.259,0.129,10.10551,-0.75000
0.661,1.137,1.171,0.031,10.10551,-0.75000
0.569,1.050,1.085,-0.066,10.10551,-0.75000
0.489,0.975,1.010,-0.151,10.10551,-0.75000
0.425,0.915,0.951,-0.217,10.10551,-0.75000
0.448,0.936,0.971,-0.193,10.10551,-0.75000
0.502,0.984,1.020,-0.135,10.10551,-0.75000
0.487,0.971,1.006,-0.150,10.10551,-0.75000
0.387,0.878,0.913,-0.256,10.10551,-0.75000
0.283,0.781,0.817,-0.366,10.10551,-0.75000
0.179,0.685,0.722,-0.476,10.10551,-0.75000
0.078,0.592,0.629,-0.583,10.10551,-0.75000
-0.023,0.499,0.537,-0.691,10.10551,-0.75000
-0.119,0.411,0.450,-0.794,10.10551,-0.75000
-0.218,0.322,0.361,-0.900,10.10551,-0.75000
-0.314,0.235,0.276,-1.003,10.10551,-0.75000
-0.410,0.149,0.190,-1.107,10.10551,-0.75000
-0.502,0.067,0.109,-1.205,10.10551,-0.75000
-0.594,-0.016,0.027,-1.305,10.10551,-0.75000
-0.684,-0.096,-0.052,-1.402,10.10551,-0.75000
-0.773,-0.174,-0.130,-1.498,10.10551,-0.75000
-0.859,-0.250,-0.205,-1.591,10.10551,-0.75000
-0.945,-0.327,-0.281,-1.685,10.10551,-0.75000
-1.030,-0.400,-0.354,-1.778,10.10551,-0.75000
-1.111,-0.470,-0.423,-1.867,10.10551,-0.75000
-1.195,-0.542,-0.495,-1.959,10.10551,-0.75000
-1.292,-0.625,-0.577,-2.066,10.10551,-0.75000
-1.368,-0.689,-0.641,-2.150,10.10551,-0.75000
-1.448,-0.756,-0.707,-2.238,10.10551,-0.75000
-1.539,-0.832,-0.783,-2.339,10.10551,-0.75000
-1.613,-0.894,-0.844,-2.421,10.10551,-0.75000
-1.687,-0.955,-0.905,-2.503,10.10551,-0.75000
-1.774,-1.025,-0.975,-2.601,10.10551,-0.75000
-1.859,-1.092,-1.042,-2.697,10.10551,-0.75000
-1.929,-1.147,-1.097,-2.777,10.10551,-0.75000
-2.009,-1.209,-1.158,-2.867,10.10551,-0.75000
-2.088,-1.268,-1.217,-2.958,10.10551,-0.75000
-2.166,-1.326,-1.275,-3.047,10.10551,-0.75000
-2.242,-1.383,-1.332,-3.135,10.10551,-0.75000
-2.312,-1.432,-1.380,-3.217,10.10551,-0.75000
-2.383,-1.481,-1.429,-3.298,10.10551,-0.75000
