Gmag,G_BPbrmag,G_BPftmag,G_RPmag
14.259,16.851,16.893,12.883
14.192,16.734,16.776,12.823
13.427,15.406,15.451,12.152
12.465,13.939,13.986,11.314
11.866,13.135,13.183,10.783
11.578,12.777,12.826,10.521
11.438,12.607,12.656,10.393
10.802,11.864,11.912,9.804
10.240,11.230,11.278,9.275
10.225,11.214,11.262,9.261
9.779,10.720,10.767,8.840
9.412,10.317,10.364,8.491
9.244,10.128,10.176,8.334
8.981,9.835,9.882,8.089
8.627,9.433,9.480,7.762
8.482,9.268,9.315,7.628
8.410,9.185,9.231,7.563
7.906,8.595,8.639,7.113
7.241,7.803,7.844,6.542
6.652,7.120,7.155,6.029
6.621,7.085,7.120,6.003
6.354,6.780,6.812,5.768
6.109,6.504,6.533,5.554
6.088,6.481,6.509,5.535
6.014,6.398,6.425,5.469
5.839,6.204,6.230,5.312
5.679,6.028,6.051,5.169
5.561,5.897,5.919,5.063
5.535,5.869,5.891,5.041
5.421,5.743,5.764,4.938
5.311,5.623,5.643,4.839
5.206,5.509,5.528,4.744
5.105,5.400,5.418,4.652
5.022,5.310,5.327,4.576
5.002,5.288,5.306,4.557
4.882,5.162,5.178,4.446
4.765,5.039,5.055,4.336
4.655,4.923,4.939,4.233
4.547,4.810,4.825,4.131
4.437,4.695,4.710,4.025
4.401,4.659,4.673,3.992
4.328,4.583,4.597,3.921
4.224,4.475,4.489,3.821
4.083,4.331,4.345,3.684
3.966,4.212,4.226,3.569
3.962,4.208,4.222,3.565
3.901,4.147,4.161,3.505
3.769,4.016,4.031,3.371
3.646,3.897,3.912,3.243
3.620,3.873,3.887,3.216
3.526,3.786,3.802,3.113
3.520,3.781,3.796,3.106
3.487,3.750,3.766,3.069
3.405,3.680,3.696,2.975
3.347,3.633,3.651,2.902
3.304,3.605,3.624,2.843
3.269,3.587,3.607,2.791
3.226,3.560,3.582,2.730
3.159,3.508,3.531,2.647
3.062,3.423,3.447,2.538
2.996,3.363,3.387,2.467
2.961,3.330,3.354,2.430
2.865,3.238,3.263,2.329
2.763,3.139,3.165,2.223
2.655,3.035,3.061,2.112
2.534,2.918,2.944,1.988
2.424,2.810,2.837,1.875
2.304,2.692,2.719,1.752
2.186,2.578,2.605,1.631
2.062,2.457,2.485,1.504
1.948,2.346,2.374,1.387
1.833,2.235,2.262,1.269
1.719,2.124,2.152,1.151
1.601,2.011,2.039,1.030
1.494,1.907,1.936,0.919
1.383,1.800,1.829,0.804
1.270,1.691,1.721,0.687
1.159,1.585,1.615,0.573
1.050,1.480,1.510,0.458
0.947,1.382,1.413,0.352
0.840,1.280,1.311,0.240
0.737,1.182,1.214,0.133
0.632,1.082,1.114,0.023
0.528,0.984,1.017,-0.086
0.430,0.892,0.925,-0.189
0.330,0.798,0.832,-0.294
0.243,0.716,0.750,-0.386
0.163,0.641,0.675,-0.469
0.216,0.689,0.723,-0.413
0.249,0.720,0.754,-0.377
0.161,0.637,0.672,-0.470
0.063,0.545,0.580,-0.574
-0.037,0.452,0.488,-0.680
-0.134,0.362,0.398,-0.783
-0.233,0.271,0.308,-0.888
-0.329,0.184,0.221,-0.991
-0.425,0.097,0.135,-1.094
-0.519,0.012,0.051,-1.195
-0.613,-0.072,-0.032,-1.295
-0.703,-0.153,-0.112,-1.392
-0.793,-0.234,-0.192,-1.490
-0.881,-0.312,-0.269,-1.584
-0.968,-0.389,-0.346,-1.679
-1.053,-0.464,-0.420,-1.771
-1.157,-0.555,-0.511,-1.884
-1.241,-0.628,-0.583,-1.976
-1.338,-0.712,-0.666,-2.083
-1.437,-0.797,-0.751,-2.192
-1.517,-0.866,-0.818,-2.280
-1.610,-0.944,-0.896,-2.382
-1.704,-1.024,-0.976,-2.487
-1.800,-1.105,-1.056,-2.593
-1.887,-1.176,-1.127,-2.690
-1.975,-1.247,-1.197,-2.789
-2.064,-1.318,-1.268,-2.890
-2.150,-1.385,-1.335,-2.986
-2.232,-1.449,-1.398,-3.081
-2.316,-1.514,-1.463,-3.176
-2.401,-1.579,-1.527,-3.272
-2.477,-1.634,-1.582,-3.360
-2.557,-1.693,-1.642,-3.452
-2.635,-1.749,-1.697,-3.542
-2.709,-1.797,-1.744,-3.629
-2.779,-1.842,-1.789,-3.713
-2.846,-1.880,-1.828,-3.793
-2.911,-1.917,-1.865,-3.871
-2.922,-1.923,-1.871,-3.886
0.384,0.762,0.788,-0.157
0.347,0.727,0.753,-0.197
0.338,0.719,0.746,-0.205
0.334,0.715,0.741,-0.210
0.332,0.712,0.739,-0.211
0.333,0.712,0.738,-0.210
0.334,0.712,0.738,-0.207
0.336,0.713,0.739,-0.203
0.339,0.714,0.740,-0.199
0.341,0.715,0.741,-0.195
0.343,0.716,0.741,-0.192
0.345,0.716,0.742,-0.189
0.346,0.716,0.742,-0.187
0.348,0.716,0.742,-0.185
0.348,0.716,0.741,-0.183
0.348,0.716,0.741,-0.183
0.348,0.715,0.740,-0.182
0.348,0.714,0.739,-0.182
0.347,0.713,0.738,-0.183
0.345,0.711,0.736,-0.184
0.343,0.709,0.734,-0.186
0.340,0.706,0.731,-0.189
0.336,0.702,0.727,-0.194
0.335,0.702,0.727,-0.195
0.334,0.701,0.726,-0.196
0.329,0.696,0.721,-0.202
0.323,0.691,0.716,-0.208
0.317,0.686,0.711,-0.215
0.309,0.680,0.705,-0.224
0.300,0.672,0.697,-0.235
0.291,0.664,0.689,-0.245
0.282,0.656,0.682,-0.255
0.278,0.652,0.678,-0.260
0.261,0.638,0.664,-0.278
0.233,0.614,0.640,-0.311
0.194,0.580,0.606,-0.355
0.128,0.523,0.550,-0.429
0.046,0.451,0.479,-0.521
-0.039,0.376,0.406,-0.616
-0.123,0.302,0.333,-0.710
-0.207,0.228,0.260,-0.803
-0.292,0.154,0.186,-0.895
-0.360,0.093,0.126,-0.971
-0.367,0.087,0.120,-0.979
-0.446,0.017,0.050,-1.066
-0.531,-0.058,-0.023,-1.158
-0.592,-0.112,-0.076,-1.225
-0.627,-0.143,-0.107,-1.264
-0.563,-0.087,-0.052,-1.194
-0.558,-0.082,-0.048,-1.188
-0.574,-0.096,-0.061,-1.206
-0.675,-0.184,-0.148,-1.317
-0.760,-0.258,-0.220,-1.411
-0.841,-0.327,-0.289,-1.500
-0.926,-0.401,-0.361,-1.594
-1.012,-0.475,-0.434,-1.689
-1.097,-0.548,-0.506,-1.783
-1.181,-0.620,-0.577,-1.876
-1.263,-0.690,-0.646,-1.968
-1.343,-0.758,-0.713,-2.057
-1.422,-0.823,-0.778,-2.145
-1.460,-0.855,-0.810,-2.188
-1.535,-0.918,-0.872,-2.273
-1.579,-0.927,-0.879,-2.343
-1.657,-0.991,-0.944,-2.430
-1.733,-1.053,-1.004,-2.516
-1.805,-1.109,-1.060,-2.597
-1.877,-1.164,-1.114,-2.681
-1.951,-1.219,-1.169,-2.766
-2.019,-1.271,-1.221,-2.844
-2.078,-1.318,-1.267,-2.911
-2.137,-1.365,-1.314,-2.977
-2.213,-1.431,-1.380,-3.059
-2.300,-1.521,-1.469,-3.145
-2.441,-1.711,-1.660,-3.254
-2.506,-1.800,-1.750,-3.304
29.892,30.523,30.566,29.141
