Gmag,G_BPbrmag,G_BPftmag,G_RPmag
-3.017,-2.331,-2.284,-3.800
-3.131,-2.420,-2.372,-3.930
-3.147,-2.420,-2.372,-3.957
-2.697,-2.072,-2.028,-3.439
-2.353,-1.805,-1.767,-3.042
-1.829,-1.356,-1.326,-2.461
-1.837,-1.362,-1.332,-2.471
-1.998,-1.502,-1.469,-2.648
-2.417,-1.849,-1.809,-3.121
-2.784,-2.120,-2.074,-3.552
-3.023,-2.306,-2.258,-3.826
-3.146,-2.399,-2.350,-3.969
-3.199,-2.434,-2.385,-4.033
-3.222,-2.445,-2.395,-4.062
30.065,30.059,30.050,30.058
