Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.358,0.584,0.598,-0.014
0.354,0.586,0.600,-0.026
0.349,0.587,0.602,-0.040
0.348,0.588,0.602,-0.042
0.347,0.588,0.602,-0.044
0.341,0.588,0.603,-0.059
0.334,0.588,0.603,-0.075
0.325,0.587,0.603,-0.092
0.316,0.585,0.601,-0.109
0.307,0.581,0.598,-0.126
0.295,0.576,0.593,-0.145
0.283,0.569,0.586,-0.163
0.271,0.561,0.578,-0.181
0.257,0.551,0.569,-0.199
0.240,0.539,0.557,-0.222
0.236,0.536,0.554,-0.226
0.214,0.520,0.538,-0.255
0.183,0.496,0.515,-0.293
0.110,0.436,0.456,-0.382
0.013,0.355,0.376,-0.495
-0.089,0.268,0.290,-0.611
-0.189,0.180,0.204,-0.724
-0.283,0.097,0.121,-0.828
-0.338,0.047,0.072,-0.889
-0.340,0.046,0.071,-0.890
-0.437,-0.043,-0.017,-0.996
-0.522,-0.120,-0.094,-1.088
-0.571,-0.165,-0.139,-1.142
-0.609,-0.200,-0.173,-1.182
-0.618,-0.208,-0.181,-1.192
-0.611,-0.202,-0.175,-1.185
-0.600,-0.192,-0.165,-1.172
-0.624,-0.213,-0.186,-1.199
-0.655,-0.241,-0.214,-1.233
-0.753,-0.329,-0.301,-1.339
-0.851,-0.419,-0.390,-1.445
-0.950,-0.509,-0.479,-1.551
-1.048,-0.599,-0.568,-1.658
-1.146,-0.688,-0.657,-1.763
-1.242,-0.776,-0.744,-1.867
-1.340,-0.863,-0.830,-1.972
-1.440,-0.951,-0.917,-2.081
-1.538,-1.037,-1.001,-2.190
-1.637,-1.122,-1.085,-2.300
-1.737,-1.206,-1.168,-2.410
-1.835,-1.289,-1.249,-2.521
-1.932,-1.369,-1.327,-2.630
-2.028,-1.447,-1.404,-2.739
-2.119,-1.520,-1.476,-2.843
-2.203,-1.590,-1.545,-2.937
-2.286,-1.658,-1.612,-3.030
-2.369,-1.725,-1.678,-3.125
-2.464,-1.800,-1.753,-3.233
-2.564,-1.880,-1.832,-3.347
-2.655,-1.950,-1.901,-3.451
-2.715,-1.996,-1.947,-3.521
-2.729,-2.006,-1.957,-3.536
-2.751,-2.023,-1.974,-3.562
-2.797,-2.058,-2.008,-3.615
-3.329,-2.460,-2.408,-4.223
-3.038,-2.239,-2.188,-3.892
-2.763,-2.038,-1.989,-3.571
-2.383,-1.746,-1.700,-3.133
-2.395,-1.756,-1.710,-3.147
-2.594,-1.911,-1.863,-3.376
-2.886,-2.130,-2.079,-3.715
-3.124,-2.295,-2.244,-3.995
-3.273,-2.390,-2.339,-4.174
-3.353,-2.439,-2.387,-4.271
-3.395,-2.464,-2.412,-4.321
-3.420,-2.478,-2.426,-4.352
30.049,30.042,30.033,30.044
