Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.0075779,-0.30000,9.95424,0.0900000036,1.0816895962,0.090,-3.364,3.3890,5.264,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-4.23e-17,0.00,7.289e-01,2.635e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,13.180,15.031,18.000,18.047,13.573
0.0075779,-0.30000,9.95424,0.0998572707,1.1699130535,0.100,-3.165,3.4180,5.226,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-6.63e-17,0.00,7.284e-01,2.640e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,12.683,14.516,17.437,17.483,13.063
0.0075779,-0.30000,9.95424,0.1195718125,1.3164869547,0.119,-2.904,3.4500,5.171,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.18e-16,0.00,7.275e-01,2.649e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,12.030,13.506,15.825,15.872,12.153
0.0075779,-0.30000,9.95424,0.1392863393,1.4345905781,0.139,-2.720,3.4696,5.132,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.74e-16,0.00,7.267e-01,2.657e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,11.571,12.837,14.811,14.858,11.551
0.0075779,-0.30000,9.95424,0.1590008736,1.5327445269,0.159,-2.578,3.4831,5.102,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.34e-16,0.00,7.259e-01,2.664e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,11.215,12.342,14.102,14.150,11.106
0.0075779,-0.30000,9.95424,0.1984299570,1.6885254383,0.198,-2.360,3.5012,5.052,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-3.67e-16,0.00,7.248e-01,2.676e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,10.670,11.626,13.143,13.191,10.456
0.0075779,-0.30000,9.95424,0.2477162927,1.8344945908,0.247,-2.151,3.5160,4.998,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-5.65e-16,0.00,7.239e-01,2.684e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,10.147,10.982,12.339,12.386,9.863
0.0075779,-0.30000,9.95424,0.2970026433,1.9468721151,0.297,-1.985,3.5263,4.953,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-7.96e-16,0.00,7.236e-01,2.688e-01,1.370e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,9.733,10.494,11.761,11.809,9.408
0.0075779,-0.30000,9.95424,0.3462890089,2.0372931957,0.346,-1.840,3.5349,4.908,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.09e-15,0.00,7.294e-01,2.629e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,9.370,10.076,11.279,11.326,9.015
0.0075779,-0.30000,9.95424,0.3955753446,2.1123621464,0.395,-1.692,3.5456,4.862,1,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.5e-15,0.00,7.300e-01,2.624e-01,1.371e-03,3.698e-04,3.354e-03,-1.000,7.623e-03,9.000,9.642,10.772,10.819,8.611
